Welcome to the CBC MILP Solver
Version: Devel (unstable)
Build Date: Feb  6 2022
command line - -import /home/danilo/cbc-test-set/neos-3426132-dieze.mps.gz -timeM elapsed -seconds 10800 -solve -quit (default strategy 1)
At line 1 NAME          neos-3426132-dieze
At line 2 ROWS
At line 574 COLUMNS
At line 23677 RHS
At line 23698 BOUNDS
At line 35249 ENDATA
Problem neos-3426132-dieze has 570 rows, 11550 columns and 22550 elements
Coin0008I neos-3426132-dieze read with 0 errors
seconds was changed from 1e+08 to 10800
Continuous objective value is 401.995 - 0.341042 seconds
Cgl0004I processed model has 570 rows, 11550 columns (11550 integer (2750 of which binary)) and 22550 elements
Coin3009W Conflict graph built in 0.009 seconds, density: 0.001%
Cgl0015I Clique Strengthening extended 0 cliques, 0 were dominated
Cbc0045I Cutoff increment increased from 0.0001 to 0.9999
Cbc0031I 979 added rows had average density of 15.916241
Cbc0013I At root node, 979 cuts changed objective from 401.9952 to 401.9952 in 10 passes
Cbc0014I Cut generator 0 (Probing) - 3175 row cuts average 5.4 elements, 0 column cuts (253 active)  in 1.830 seconds - new frequency is -100
Cbc0014I Cut generator 1 (Gomory) - 7538 row cuts average 34.1 elements, 0 column cuts (0 active)  in 6.404 seconds - new frequency is -100
Cbc0014I Cut generator 2 (Knapsack) - 506 row cuts average 4.7 elements, 0 column cuts (0 active)  in 0.431 seconds - new frequency is -100
Cbc0014I Cut generator 3 (Clique) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.002 seconds - new frequency is -100
Cbc0014I Cut generator 4 (OddWheel) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.003 seconds - new frequency is -100
Cbc0014I Cut generator 5 (MixedIntegerRounding2) - 461 row cuts average 12.5 elements, 0 column cuts (0 active)  in 0.383 seconds - new frequency is -100
Cbc0014I Cut generator 6 (FlowCover) - 786 row cuts average 3.0 elements, 0 column cuts (0 active)  in 0.378 seconds - new frequency is -100
Cbc0014I Cut generator 7 (TwoMirCuts) - 5396 row cuts average 19.3 elements, 0 column cuts (0 active)  in 3.692 seconds - new frequency is -100
Cbc0014I Cut generator 8 (ZeroHalf) - 317 row cuts average 22.8 elements, 0 column cuts (0 active)  in 5.608 seconds - new frequency is -100
Cbc0010I After 0 nodes, 1 on tree, 1e+50 best solution, best possible 401.9952 (52.00 seconds)
Cbc0010I After 16827 nodes, 10082 on tree, 453 best solution, best possible 401.9952 (2319.67 seconds)
Cbc0010I After 16833 nodes, 10085 on tree, 453 best solution, best possible 401.9952 (2320.77 seconds)
Cbc0010I After 16839 nodes, 10087 on tree, 453 best solution, best possible 401.9952 (2321.98 seconds)
Cbc0010I After 16845 nodes, 10090 on tree, 453 best solution, best possible 401.9952 (2323.15 seconds)
Cbc0010I After 16849 nodes, 10093 on tree, 453 best solution, best possible 401.9952 (2323.85 seconds)
Cbc0010I After 16854 nodes, 10095 on tree, 453 best solution, best possible 401.9952 (2325.01 seconds)
Cbc0010I After 16860 nodes, 10098 on tree, 453 best solution, best possible 401.9952 (2326.06 seconds)
Cbc0010I After 16866 nodes, 10101 on tree, 453 best solution, best possible 401.9952 (2327.18 seconds)
Cbc0010I After 16872 nodes, 10104 on tree, 453 best solution, best possible 401.9952 (2328.26 seconds)
Cbc0010I After 16878 nodes, 10107 on tree, 453 best solution, best possible 401.9952 (2329.44 seconds)
Cbc0010I After 16884 nodes, 10110 on tree, 453 best solution, best possible 401.9952 (2330.59 seconds)
Cbc0010I After 16890 nodes, 10114 on tree, 453 best solution, best possible 401.9952 (2331.69 seconds)
Cbc0010I After 16896 nodes, 10117 on tree, 453 best solution, best possible 401.9952 (2332.82 seconds)
Cbc0010I After 16900 nodes, 10118 on tree, 453 best solution, best possible 401.9952 (2333.53 seconds)
Cbc0010I After 16904 nodes, 10120 on tree, 453 best solution, best possible 401.9952 (2334.25 seconds)
Cbc0010I After 16908 nodes, 10122 on tree, 453 best solution, best possible 401.9952 (2335.37 seconds)
Cbc0010I After 16914 nodes, 10125 on tree, 453 best solution, best possible 401.9952 (2336.39 seconds)
Cbc0010I After 16918 nodes, 10126 on tree, 453 best solution, best possible 401.9952 (2337.11 seconds)
Cbc0010I After 16923 nodes, 10127 on tree, 453 best solution, best possible 401.9952 (2338.29 seconds)
Cbc0010I After 16929 nodes, 10131 on tree, 453 best solution, best possible 401.9952 (2339.52 seconds)
Cbc0010I After 16933 nodes, 10133 on tree, 453 best solution, best possible 401.9952 (2340.24 seconds)
Cbc0010I After 16938 nodes, 10135 on tree, 453 best solution, best possible 401.9952 (2341.36 seconds)
Cbc0010I After 16943 nodes, 10138 on tree, 453 best solution, best possible 401.9952 (2342.13 seconds)
Cbc0010I After 16947 nodes, 10140 on tree, 453 best solution, best possible 401.9952 (2343.32 seconds)
Cbc0010I After 16953 nodes, 10143 on tree, 453 best solution, best possible 401.9952 (2344.45 seconds)
Cbc0010I After 16957 nodes, 10146 on tree, 453 best solution, best possible 401.9952 (2345.17 seconds)
Cbc0010I After 16961 nodes, 10147 on tree, 453 best solution, best possible 401.9952 (2345.89 seconds)
Cbc0010I After 16965 nodes, 10149 on tree, 453 best solution, best possible 401.9952 (2346.96 seconds)
Cbc0010I After 16970 nodes, 10152 on tree, 453 best solution, best possible 401.9952 (2347.68 seconds)
Cbc0010I After 16974 nodes, 10154 on tree, 453 best solution, best possible 401.9952 (2348.82 seconds)
Cbc0010I After 16978 nodes, 10156 on tree, 453 best solution, best possible 401.9952 (2349.57 seconds)
Cbc0010I After 16983 nodes, 10158 on tree, 453 best solution, best possible 401.9952 (2350.79 seconds)
Cbc0010I After 16987 nodes, 10160 on tree, 453 best solution, best possible 401.9952 (2351.50 seconds)
Cbc0010I After 16992 nodes, 10163 on tree, 453 best solution, best possible 401.9952 (2352.62 seconds)
Cbc0010I After 16998 nodes, 10166 on tree, 453 best solution, best possible 401.9952 (2353.73 seconds)
Cbc0010I After 17007 nodes, 10171 on tree, 453 best solution, best possible 401.9952 (2354.45 seconds)
Cbc0010I After 17019 nodes, 10183 on tree, 453 best solution, best possible 401.9952 (2355.19 seconds)
Cbc0010I After 17031 nodes, 10195 on tree, 453 best solution, best possible 401.9952 (2355.89 seconds)
Cbc0010I After 17050 nodes, 10214 on tree, 453 best solution, best possible 401.9952 (2356.61 seconds)
Cbc0010I After 17069 nodes, 10233 on tree, 453 best solution, best possible 401.9952 (2357.32 seconds)
Cbc0010I After 17088 nodes, 10252 on tree, 453 best solution, best possible 401.9952 (2358.05 seconds)
Cbc0010I After 17106 nodes, 10270 on tree, 453 best solution, best possible 401.9952 (2358.79 seconds)
Cbc0010I After 17127 nodes, 10291 on tree, 453 best solution, best possible 401.9952 (2359.50 seconds)
Cbc0010I After 17151 nodes, 10315 on tree, 453 best solution, best possible 401.9952 (2360.26 seconds)
Cbc0010I After 17170 nodes, 10334 on tree, 453 best solution, best possible 401.9952 (2360.99 seconds)
Cbc0010I After 17187 nodes, 10351 on tree, 453 best solution, best possible 401.9952 (2361.77 seconds)
Cbc0010I After 17198 nodes, 10362 on tree, 453 best solution, best possible 401.9952 (2362.52 seconds)
Cbc0010I After 17210 nodes, 10374 on tree, 453 best solution, best possible 401.9952 (2363.26 seconds)
Cbc0010I After 17221 nodes, 10385 on tree, 453 best solution, best possible 401.9952 (2364.00 seconds)
Cbc0010I After 17232 nodes, 10396 on tree, 453 best solution, best possible 401.9952 (2364.73 seconds)
Cbc0010I After 17244 nodes, 10408 on tree, 453 best solution, best possible 401.9952 (2365.46 seconds)
Cbc0010I After 17262 nodes, 10426 on tree, 453 best solution, best possible 401.9952 (2366.22 seconds)
Cbc0010I After 17277 nodes, 10441 on tree, 453 best solution, best possible 401.9952 (2366.95 seconds)
Cbc0010I After 17294 nodes, 10458 on tree, 453 best solution, best possible 401.9952 (2367.66 seconds)
Cbc0010I After 17309 nodes, 10473 on tree, 453 best solution, best possible 401.9952 (2368.38 seconds)
Cbc0010I After 17325 nodes, 10489 on tree, 453 best solution, best possible 401.9952 (2369.13 seconds)
Cbc0010I After 17340 nodes, 10504 on tree, 453 best solution, best possible 401.9952 (2369.89 seconds)
Cbc0010I After 17355 nodes, 10519 on tree, 453 best solution, best possible 401.9952 (2370.61 seconds)
Cbc0010I After 17375 nodes, 10539 on tree, 453 best solution, best possible 401.9952 (2371.32 seconds)
Cbc0010I After 17392 nodes, 10556 on tree, 453 best solution, best possible 401.9952 (2372.02 seconds)
Cbc0010I After 17405 nodes, 10569 on tree, 453 best solution, best possible 401.9952 (2372.73 seconds)
Cbc0010I After 17419 nodes, 10583 on tree, 453 best solution, best possible 401.9952 (2373.44 seconds)
Cbc0010I After 17432 nodes, 10596 on tree, 453 best solution, best possible 401.9952 (2374.16 seconds)
Cbc0010I After 17448 nodes, 10612 on tree, 453 best solution, best possible 401.9952 (2374.88 seconds)
Cbc0010I After 17461 nodes, 10625 on tree, 453 best solution, best possible 401.9952 (2375.60 seconds)
Cbc0010I After 17479 nodes, 10643 on tree, 453 best solution, best possible 401.9952 (2376.34 seconds)
Cbc0010I After 17496 nodes, 10660 on tree, 453 best solution, best possible 401.9952 (2377.07 seconds)
Cbc0010I After 17511 nodes, 10675 on tree, 453 best solution, best possible 401.9952 (2377.85 seconds)
Cbc0010I After 17534 nodes, 10698 on tree, 453 best solution, best possible 401.9952 (2378.57 seconds)
Cbc0010I After 17554 nodes, 10718 on tree, 453 best solution, best possible 401.9952 (2379.28 seconds)
Cbc0010I After 17573 nodes, 10737 on tree, 453 best solution, best possible 401.9952 (2380.00 seconds)
Cbc0010I After 17590 nodes, 10754 on tree, 453 best solution, best possible 401.9952 (2380.72 seconds)
Cbc0010I After 17612 nodes, 10774 on tree, 453 best solution, best possible 401.9952 (2381.43 seconds)
Cbc0010I After 17634 nodes, 10796 on tree, 453 best solution, best possible 401.9952 (2382.16 seconds)
Cbc0010I After 17651 nodes, 10813 on tree, 453 best solution, best possible 401.9952 (2382.88 seconds)
Cbc0010I After 17670 nodes, 10832 on tree, 453 best solution, best possible 401.9952 (2383.59 seconds)
Cbc0010I After 17692 nodes, 10852 on tree, 453 best solution, best possible 401.9952 (2384.32 seconds)
Cbc0010I After 17709 nodes, 10869 on tree, 453 best solution, best possible 401.9952 (2385.06 seconds)
Cbc0010I After 17727 nodes, 10887 on tree, 453 best solution, best possible 401.9952 (2385.81 seconds)
Cbc0010I After 17750 nodes, 10910 on tree, 453 best solution, best possible 401.9952 (2386.52 seconds)
Cbc0010I After 17775 nodes, 10935 on tree, 453 best solution, best possible 401.9952 (2387.26 seconds)
Cbc0010I After 17797 nodes, 10957 on tree, 453 best solution, best possible 401.9952 (2387.98 seconds)
Cbc0010I After 17822 nodes, 10982 on tree, 453 best solution, best possible 401.9952 (2388.70 seconds)
Cbc0010I After 17846 nodes, 11006 on tree, 453 best solution, best possible 401.9952 (2389.41 seconds)
Cbc0010I After 17868 nodes, 11028 on tree, 453 best solution, best possible 401.9952 (2390.13 seconds)
Cbc0010I After 17885 nodes, 11045 on tree, 453 best solution, best possible 401.9952 (2390.83 seconds)
Cbc0010I After 17907 nodes, 11067 on tree, 453 best solution, best possible 401.9952 (2391.57 seconds)
Cbc0010I After 17923 nodes, 11083 on tree, 453 best solution, best possible 401.9952 (2392.27 seconds)
Cbc0010I After 17936 nodes, 11096 on tree, 453 best solution, best possible 401.9952 (2393.00 seconds)
Cbc0010I After 17952 nodes, 11112 on tree, 453 best solution, best possible 401.9952 (2393.72 seconds)
Cbc0010I After 17975 nodes, 11135 on tree, 453 best solution, best possible 401.9952 (2394.43 seconds)
Cbc0010I After 17994 nodes, 11154 on tree, 453 best solution, best possible 401.9952 (2395.16 seconds)
Cbc0010I After 18015 nodes, 11175 on tree, 453 best solution, best possible 401.9952 (2395.90 seconds)
Cbc0010I After 18032 nodes, 11192 on tree, 453 best solution, best possible 401.9952 (2396.62 seconds)
Cbc0010I After 18052 nodes, 11212 on tree, 453 best solution, best possible 401.9952 (2397.37 seconds)
Cbc0010I After 18065 nodes, 11225 on tree, 453 best solution, best possible 401.9952 (2398.08 seconds)
Cbc0010I After 18079 nodes, 11239 on tree, 453 best solution, best possible 401.9952 (2398.80 seconds)
Cbc0010I After 18105 nodes, 11265 on tree, 453 best solution, best possible 401.9952 (2399.52 seconds)
Cbc0010I After 18126 nodes, 11286 on tree, 453 best solution, best possible 401.9952 (2400.26 seconds)
Cbc0010I After 18139 nodes, 11299 on tree, 453 best solution, best possible 401.9952 (2401.01 seconds)
Cbc0010I After 18159 nodes, 11317 on tree, 453 best solution, best possible 401.9952 (2401.74 seconds)
Cbc0010I After 18183 nodes, 11341 on tree, 453 best solution, best possible 401.9952 (2402.45 seconds)
Cbc0010I After 18202 nodes, 11360 on tree, 453 best solution, best possible 401.9952 (2403.16 seconds)
Cbc0010I After 18216 nodes, 11374 on tree, 453 best solution, best possible 401.9952 (2403.94 seconds)
Cbc0010I After 18222 nodes, 11375 on tree, 453 best solution, best possible 401.9952 (2404.67 seconds)
Cbc0010I After 18234 nodes, 11380 on tree, 453 best solution, best possible 401.9952 (2405.40 seconds)
Cbc0010I After 18247 nodes, 11389 on tree, 453 best solution, best possible 401.9952 (2406.14 seconds)
Cbc0010I After 18258 nodes, 11397 on tree, 453 best solution, best possible 401.9952 (2407.00 seconds)
Cbc0010I After 18266 nodes, 11396 on tree, 453 best solution, best possible 401.9952 (2407.73 seconds)
Cbc0010I After 18274 nodes, 11396 on tree, 453 best solution, best possible 401.9952 (2408.50 seconds)
Cbc0010I After 18285 nodes, 11402 on tree, 453 best solution, best possible 401.9952 (2409.23 seconds)
Cbc0010I After 18295 nodes, 11403 on tree, 453 best solution, best possible 401.9952 (2409.97 seconds)
Cbc0010I After 18305 nodes, 11406 on tree, 453 best solution, best possible 401.9952 (2410.72 seconds)
Cbc0010I After 18319 nodes, 11407 on tree, 453 best solution, best possible 401.9952 (2411.43 seconds)
Cbc0010I After 18329 nodes, 11404 on tree, 453 best solution, best possible 401.9952 (2412.20 seconds)
Cbc0010I After 18337 nodes, 11400 on tree, 453 best solution, best possible 401.9952 (2412.96 seconds)
Cbc0010I After 18346 nodes, 11397 on tree, 453 best solution, best possible 401.9952 (2413.69 seconds)
Cbc0010I After 18353 nodes, 11394 on tree, 453 best solution, best possible 401.9952 (2414.48 seconds)
Cbc0010I After 18364 nodes, 11398 on tree, 453 best solution, best possible 401.9952 (2415.22 seconds)
Cbc0010I After 18373 nodes, 11400 on tree, 453 best solution, best possible 401.9952 (2415.96 seconds)
Cbc0010I After 18384 nodes, 11403 on tree, 453 best solution, best possible 401.9952 (2416.69 seconds)
Cbc0010I After 18396 nodes, 11402 on tree, 453 best solution, best possible 401.9952 (2417.47 seconds)
Cbc0010I After 18405 nodes, 11400 on tree, 453 best solution, best possible 401.9952 (2418.24 seconds)
Cbc0010I After 18415 nodes, 11398 on tree, 453 best solution, best possible 401.9952 (2418.97 seconds)
Cbc0010I After 18427 nodes, 11401 on tree, 453 best solution, best possible 401.9952 (2419.68 seconds)
Cbc0010I After 18438 nodes, 11402 on tree, 453 best solution, best possible 401.9952 (2420.39 seconds)
Cbc0010I After 18448 nodes, 11402 on tree, 453 best solution, best possible 401.9952 (2421.10 seconds)
Cbc0010I After 18459 nodes, 11404 on tree, 453 best solution, best possible 401.9952 (2421.86 seconds)
Cbc0010I After 18472 nodes, 11408 on tree, 453 best solution, best possible 401.9952 (2422.60 seconds)
Cbc0010I After 18483 nodes, 11406 on tree, 453 best solution, best possible 401.9952 (2423.33 seconds)
Cbc0010I After 18493 nodes, 11402 on tree, 453 best solution, best possible 401.9952 (2424.08 seconds)
Cbc0010I After 18509 nodes, 11409 on tree, 453 best solution, best possible 401.9952 (2424.80 seconds)
Cbc0010I After 18520 nodes, 11409 on tree, 453 best solution, best possible 401.9952 (2425.51 seconds)
Cbc0010I After 18534 nodes, 11411 on tree, 453 best solution, best possible 401.9952 (2426.30 seconds)
Cbc0010I After 18546 nodes, 11410 on tree, 453 best solution, best possible 401.9952 (2427.05 seconds)
Cbc0010I After 18559 nodes, 11417 on tree, 453 best solution, best possible 401.9952 (2427.78 seconds)
Cbc0010I After 18571 nodes, 11418 on tree, 453 best solution, best possible 401.9952 (2428.54 seconds)
Cbc0010I After 18582 nodes, 11419 on tree, 453 best solution, best possible 401.9952 (2429.32 seconds)
Cbc0010I After 18592 nodes, 11416 on tree, 453 best solution, best possible 401.9952 (2430.02 seconds)
Cbc0010I After 18605 nodes, 11414 on tree, 453 best solution, best possible 401.9952 (2430.74 seconds)
Cbc0010I After 18613 nodes, 11409 on tree, 453 best solution, best possible 401.9952 (2431.45 seconds)
Cbc0010I After 18625 nodes, 11410 on tree, 453 best solution, best possible 401.9952 (2432.20 seconds)
Cbc0010I After 18637 nodes, 11408 on tree, 453 best solution, best possible 401.9952 (2432.97 seconds)
Cbc0010I After 18648 nodes, 11407 on tree, 453 best solution, best possible 401.9952 (2433.76 seconds)
Cbc0010I After 18661 nodes, 11411 on tree, 453 best solution, best possible 401.9952 (2434.47 seconds)
Cbc0010I After 18670 nodes, 11407 on tree, 453 best solution, best possible 401.9952 (2435.17 seconds)
Cbc0010I After 18682 nodes, 11403 on tree, 453 best solution, best possible 401.9952 (2435.95 seconds)
Cbc0010I After 18693 nodes, 11400 on tree, 453 best solution, best possible 401.9952 (2436.71 seconds)
Cbc0010I After 18704 nodes, 11399 on tree, 453 best solution, best possible 401.9952 (2437.45 seconds)
Cbc0010I After 18715 nodes, 11398 on tree, 453 best solution, best possible 401.9952 (2438.17 seconds)
Cbc0010I After 18724 nodes, 11397 on tree, 453 best solution, best possible 401.9952 (2438.89 seconds)
Cbc0010I After 18734 nodes, 11395 on tree, 453 best solution, best possible 401.9952 (2439.61 seconds)
Cbc0010I After 18744 nodes, 11395 on tree, 453 best solution, best possible 401.9952 (2440.31 seconds)
Cbc0010I After 18754 nodes, 11393 on tree, 453 best solution, best possible 401.9952 (2441.06 seconds)
Cbc0010I After 18769 nodes, 11402 on tree, 453 best solution, best possible 401.9952 (2441.77 seconds)
Cbc0010I After 18779 nodes, 11398 on tree, 453 best solution, best possible 401.9952 (2442.55 seconds)
Cbc0010I After 18791 nodes, 11402 on tree, 453 best solution, best possible 401.9952 (2443.26 seconds)
Cbc0010I After 18801 nodes, 11398 on tree, 453 best solution, best possible 401.9952 (2444.02 seconds)
Cbc0010I After 18810 nodes, 11397 on tree, 453 best solution, best possible 401.9952 (2444.73 seconds)
Cbc0010I After 18821 nodes, 11394 on tree, 453 best solution, best possible 401.9952 (2445.44 seconds)
Cbc0010I After 18831 nodes, 11394 on tree, 453 best solution, best possible 401.9952 (2446.21 seconds)
Cbc0010I After 18842 nodes, 11394 on tree, 453 best solution, best possible 401.9952 (2446.93 seconds)
Cbc0010I After 18861 nodes, 11409 on tree, 453 best solution, best possible 401.9952 (2447.66 seconds)
Cbc0010I After 18872 nodes, 11411 on tree, 453 best solution, best possible 401.9952 (2448.40 seconds)
Cbc0010I After 18881 nodes, 11411 on tree, 453 best solution, best possible 401.9952 (2449.12 seconds)
Cbc0010I After 18894 nodes, 11411 on tree, 453 best solution, best possible 401.9952 (2449.87 seconds)
Cbc0010I After 18906 nodes, 11413 on tree, 453 best solution, best possible 401.9952 (2450.60 seconds)
Cbc0010I After 18915 nodes, 11411 on tree, 453 best solution, best possible 401.9952 (2451.30 seconds)
Cbc0010I After 18929 nodes, 11417 on tree, 453 best solution, best possible 401.9952 (2452.03 seconds)
Cbc0010I After 18937 nodes, 11414 on tree, 453 best solution, best possible 401.9952 (2452.77 seconds)
Cbc0010I After 18947 nodes, 11412 on tree, 453 best solution, best possible 401.9952 (2453.50 seconds)
Cbc0010I After 18958 nodes, 11409 on tree, 453 best solution, best possible 401.9952 (2454.23 seconds)
Cbc0010I After 18967 nodes, 11402 on tree, 453 best solution, best possible 401.9952 (2455.03 seconds)
Cbc0010I After 18983 nodes, 11415 on tree, 453 best solution, best possible 401.9952 (2455.74 seconds)
Cbc0010I After 18994 nodes, 11413 on tree, 453 best solution, best possible 401.9952 (2456.49 seconds)
Cbc0010I After 19004 nodes, 11411 on tree, 453 best solution, best possible 401.9952 (2457.26 seconds)
Cbc0010I After 19017 nodes, 11414 on tree, 453 best solution, best possible 401.9952 (2457.97 seconds)
Cbc0010I After 19029 nodes, 11416 on tree, 453 best solution, best possible 401.9952 (2458.67 seconds)
Cbc0010I After 19041 nodes, 11415 on tree, 453 best solution, best possible 401.9952 (2459.48 seconds)
Cbc0010I After 19053 nodes, 11416 on tree, 453 best solution, best possible 401.9952 (2460.26 seconds)
Cbc0010I After 19064 nodes, 11416 on tree, 453 best solution, best possible 401.9952 (2460.98 seconds)
Cbc0010I After 19074 nodes, 11414 on tree, 453 best solution, best possible 401.9952 (2461.79 seconds)
Cbc0010I After 19086 nodes, 11414 on tree, 453 best solution, best possible 401.9952 (2462.51 seconds)
Cbc0010I After 19098 nodes, 11413 on tree, 453 best solution, best possible 401.9952 (2463.26 seconds)
Cbc0010I After 19108 nodes, 11409 on tree, 453 best solution, best possible 401.9952 (2464.05 seconds)
Cbc0010I After 19119 nodes, 11407 on tree, 453 best solution, best possible 401.9952 (2464.81 seconds)
Cbc0010I After 19128 nodes, 11404 on tree, 453 best solution, best possible 401.9952 (2465.52 seconds)
Cbc0010I After 19138 nodes, 11403 on tree, 453 best solution, best possible 401.9952 (2466.29 seconds)
Cbc0010I After 19146 nodes, 11403 on tree, 453 best solution, best possible 401.9952 (2466.99 seconds)
Cbc0010I After 19156 nodes, 11401 on tree, 453 best solution, best possible 401.9952 (2467.77 seconds)
Cbc0010I After 19164 nodes, 11403 on tree, 453 best solution, best possible 401.9952 (2468.48 seconds)
Cbc0010I After 19175 nodes, 11400 on tree, 453 best solution, best possible 401.9952 (2469.19 seconds)
Cbc0010I After 19188 nodes, 11404 on tree, 453 best solution, best possible 401.9952 (2469.99 seconds)
Cbc0010I After 19197 nodes, 11402 on tree, 453 best solution, best possible 401.9952 (2470.74 seconds)
Cbc0010I After 19210 nodes, 11401 on tree, 453 best solution, best possible 401.9952 (2471.49 seconds)
Cbc0010I After 19219 nodes, 11400 on tree, 453 best solution, best possible 401.9952 (2472.23 seconds)
Cbc0010I After 19228 nodes, 11397 on tree, 453 best solution, best possible 401.9952 (2473.00 seconds)
Cbc0010I After 19237 nodes, 11392 on tree, 453 best solution, best possible 401.9952 (2473.75 seconds)
Cbc0010I After 19251 nodes, 11398 on tree, 453 best solution, best possible 401.9952 (2474.55 seconds)
Cbc0010I After 19262 nodes, 11393 on tree, 453 best solution, best possible 401.9952 (2475.26 seconds)
Cbc0010I After 19271 nodes, 11391 on tree, 453 best solution, best possible 401.9952 (2475.99 seconds)
Cbc0010I After 19283 nodes, 11396 on tree, 453 best solution, best possible 401.9952 (2476.78 seconds)
Cbc0010I After 19293 nodes, 11392 on tree, 453 best solution, best possible 401.9952 (2477.54 seconds)
Cbc0010I After 19304 nodes, 11391 on tree, 453 best solution, best possible 401.9952 (2478.32 seconds)
Cbc0010I After 19314 nodes, 11390 on tree, 453 best solution, best possible 401.9952 (2479.14 seconds)
Cbc0010I After 19326 nodes, 11390 on tree, 453 best solution, best possible 401.9952 (2479.91 seconds)
Cbc0010I After 19345 nodes, 11406 on tree, 453 best solution, best possible 401.9952 (2480.64 seconds)
Cbc0010I After 19356 nodes, 11403 on tree, 453 best solution, best possible 401.9952 (2481.43 seconds)
Cbc0010I After 19368 nodes, 11404 on tree, 453 best solution, best possible 401.9952 (2482.14 seconds)
Cbc0010I After 19384 nodes, 11413 on tree, 453 best solution, best possible 401.9952 (2482.91 seconds)
Cbc0010I After 19393 nodes, 11411 on tree, 453 best solution, best possible 401.9952 (2483.66 seconds)
Cbc0010I After 19402 nodes, 11409 on tree, 453 best solution, best possible 401.9952 (2484.42 seconds)
Cbc0010I After 19412 nodes, 11410 on tree, 453 best solution, best possible 401.9952 (2485.15 seconds)
Cbc0010I After 19423 nodes, 11411 on tree, 453 best solution, best possible 401.9952 (2485.85 seconds)
Cbc0010I After 19435 nodes, 11411 on tree, 453 best solution, best possible 401.9952 (2486.58 seconds)
Cbc0010I After 19446 nodes, 11415 on tree, 453 best solution, best possible 401.9952 (2487.41 seconds)
Cbc0010I After 19462 nodes, 11421 on tree, 453 best solution, best possible 401.9952 (2488.13 seconds)
Cbc0010I After 19478 nodes, 11425 on tree, 453 best solution, best possible 401.9952 (2488.88 seconds)
Cbc0010I After 19491 nodes, 11423 on tree, 453 best solution, best possible 401.9952 (2489.66 seconds)
Cbc0010I After 19503 nodes, 11420 on tree, 453 best solution, best possible 401.9952 (2490.41 seconds)
Cbc0010I After 19515 nodes, 11414 on tree, 453 best solution, best possible 401.9952 (2491.17 seconds)
Cbc0010I After 19524 nodes, 11413 on tree, 453 best solution, best possible 401.9952 (2491.88 seconds)
Cbc0010I After 19534 nodes, 11408 on tree, 453 best solution, best possible 401.9952 (2492.61 seconds)
Cbc0010I After 19544 nodes, 11407 on tree, 453 best solution, best possible 401.9952 (2493.38 seconds)
Cbc0010I After 19556 nodes, 11410 on tree, 453 best solution, best possible 401.9952 (2494.14 seconds)
Cbc0010I After 19566 nodes, 11407 on tree, 453 best solution, best possible 401.9952 (2494.86 seconds)
Cbc0010I After 19578 nodes, 11410 on tree, 453 best solution, best possible 401.9952 (2495.65 seconds)
Cbc0010I After 19592 nodes, 11412 on tree, 453 best solution, best possible 401.9952 (2496.35 seconds)
Cbc0010I After 19602 nodes, 11409 on tree, 453 best solution, best possible 401.9952 (2497.07 seconds)
Cbc0010I After 19610 nodes, 11405 on tree, 453 best solution, best possible 401.9952 (2497.83 seconds)
Cbc0010I After 19623 nodes, 11410 on tree, 453 best solution, best possible 401.9952 (2498.57 seconds)
Cbc0010I After 19633 nodes, 11408 on tree, 453 best solution, best possible 401.9952 (2499.28 seconds)
Cbc0010I After 19644 nodes, 11410 on tree, 453 best solution, best possible 401.9952 (2500.00 seconds)
Cbc0010I After 19652 nodes, 11405 on tree, 453 best solution, best possible 401.9952 (2500.72 seconds)
Cbc0010I After 19665 nodes, 11411 on tree, 453 best solution, best possible 401.9952 (2501.48 seconds)
Cbc0010I After 19674 nodes, 11405 on tree, 453 best solution, best possible 401.9952 (2502.32 seconds)
Cbc0010I After 19686 nodes, 11405 on tree, 453 best solution, best possible 401.9952 (2503.14 seconds)
Cbc0010I After 19700 nodes, 11407 on tree, 453 best solution, best possible 401.9952 (2503.90 seconds)
Cbc0010I After 19711 nodes, 11406 on tree, 453 best solution, best possible 401.9952 (2504.62 seconds)
Cbc0010I After 19721 nodes, 11403 on tree, 453 best solution, best possible 401.9952 (2505.33 seconds)
Cbc0010I After 19733 nodes, 11402 on tree, 453 best solution, best possible 401.9952 (2506.12 seconds)
Cbc0010I After 19745 nodes, 11407 on tree, 453 best solution, best possible 401.9952 (2506.85 seconds)
Cbc0010I After 19755 nodes, 11407 on tree, 453 best solution, best possible 401.9952 (2507.56 seconds)
Cbc0010I After 19767 nodes, 11410 on tree, 453 best solution, best possible 401.9952 (2508.36 seconds)
Cbc0010I After 19778 nodes, 11409 on tree, 453 best solution, best possible 401.9952 (2509.07 seconds)
Cbc0010I After 19788 nodes, 11409 on tree, 453 best solution, best possible 401.9952 (2509.85 seconds)
Cbc0010I After 19798 nodes, 11407 on tree, 453 best solution, best possible 401.9952 (2510.62 seconds)
Cbc0010I After 19808 nodes, 11404 on tree, 453 best solution, best possible 401.9952 (2511.34 seconds)
Cbc0010I After 19818 nodes, 11404 on tree, 453 best solution, best possible 401.9952 (2512.08 seconds)
Cbc0010I After 19830 nodes, 11405 on tree, 453 best solution, best possible 401.9952 (2512.86 seconds)
Cbc0010I After 19838 nodes, 11402 on tree, 453 best solution, best possible 401.9952 (2513.56 seconds)
