Welcome to the CBC MILP Solver
Version: Devel (unstable)
Build Date: Feb  6 2022
command line - -import /home/danilo/cbc-test-set/neos-2657525-crna.mps.gz -timeM elapsed -seconds 10800 -solve -quit (default strategy 1)
At line 1 NAME          neos-2657525-crna
At line 2 ROWS
At line 346 COLUMNS
At line 2071 RHS
At line 2144 BOUNDS
At line 2658 ENDATA
Problem neos-2657525-crna has 342 rows, 524 columns and 1690 elements
Coin0008I neos-2657525-crna read with 0 errors
seconds was changed from 1e+08 to 10800
Continuous objective value is 0 - 0.007514 seconds
Cgl0004I processed model has 256 rows, 436 columns (436 integer (121 of which binary)) and 1474 elements
Coin3009W Conflict graph built in 0.001 seconds, density: 0.056%
Cgl0015I Clique Strengthening extended 0 cliques, 0 were dominated
Cbc0031I 6 added rows had average density of 76.333333
Cbc0013I At root node, 6 cuts changed objective from 0 to 0 in 17 passes
Cbc0014I Cut generator 0 (Probing) - 2 row cuts average 15.0 elements, 0 column cuts (0 active)  in 0.140 seconds - new frequency is -100
Cbc0014I Cut generator 1 (Gomory) - 58 row cuts average 275.3 elements, 0 column cuts (0 active)  in 0.130 seconds - new frequency is -100
Cbc0014I Cut generator 2 (Knapsack) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.027 seconds - new frequency is -100
Cbc0014I Cut generator 3 (Clique) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.001 seconds - new frequency is -100
Cbc0014I Cut generator 4 (OddWheel) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.004 seconds - new frequency is -100
Cbc0014I Cut generator 5 (MixedIntegerRounding2) - 13 row cuts average 16.0 elements, 0 column cuts (0 active)  in 0.015 seconds - new frequency is -100
Cbc0014I Cut generator 6 (FlowCover) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.025 seconds - new frequency is -100
Cbc0014I Cut generator 7 (TwoMirCuts) - 81 row cuts average 86.6 elements, 0 column cuts (0 active)  in 0.069 seconds - new frequency is -100
Cbc0010I After 1 nodes, 2 on tree, 1e+50 best solution, best possible 0 (0.71 seconds)
Cbc0010I After 553951 nodes, 48124 on tree, 7.2305316 best solution, best possible 0 (2670.30 seconds)
Cbc0010I After 554108 nodes, 48129 on tree, 7.2305316 best solution, best possible 0 (2671.02 seconds)
Cbc0010I After 554294 nodes, 48127 on tree, 7.2305316 best solution, best possible 0 (2671.72 seconds)
Cbc0010I After 554471 nodes, 48115 on tree, 7.2305316 best solution, best possible 0 (2672.43 seconds)
Cbc0010I After 554633 nodes, 48103 on tree, 7.2305316 best solution, best possible 0 (2673.15 seconds)
Cbc0010I After 554765 nodes, 48100 on tree, 7.2305316 best solution, best possible 0 (2673.89 seconds)
Cbc0010I After 554923 nodes, 48090 on tree, 7.2305316 best solution, best possible 0 (2674.59 seconds)
Cbc0010I After 555161 nodes, 48094 on tree, 7.2305316 best solution, best possible 0 (2675.30 seconds)
Cbc0010I After 555284 nodes, 48094 on tree, 7.2305316 best solution, best possible 0 (2676.01 seconds)
Cbc0010I After 555463 nodes, 48082 on tree, 7.2305316 best solution, best possible 0 (2676.71 seconds)
Cbc0010I After 555679 nodes, 48077 on tree, 7.2305316 best solution, best possible 0 (2677.44 seconds)
Cbc0010I After 555777 nodes, 48078 on tree, 7.2305316 best solution, best possible 0 (2678.15 seconds)
Cbc0010I After 555886 nodes, 48076 on tree, 7.2305316 best solution, best possible 0 (2678.87 seconds)
Cbc0010I After 556021 nodes, 48077 on tree, 7.2305316 best solution, best possible 0 (2679.59 seconds)
Cbc0010I After 556216 nodes, 48089 on tree, 7.2305316 best solution, best possible 0 (2680.30 seconds)
Cbc0010I After 556537 nodes, 48087 on tree, 7.2305316 best solution, best possible 0 (2681.00 seconds)
Cbc0010I After 556822 nodes, 48092 on tree, 7.2305316 best solution, best possible 0 (2681.71 seconds)
Cbc0010I After 557118 nodes, 48092 on tree, 7.2305316 best solution, best possible 0 (2682.42 seconds)
Cbc0010I After 557392 nodes, 48085 on tree, 7.2305316 best solution, best possible 0 (2683.13 seconds)
Cbc0010I After 557711 nodes, 48075 on tree, 7.2305316 best solution, best possible 0 (2683.83 seconds)
Cbc0010I After 557838 nodes, 48063 on tree, 7.2305316 best solution, best possible 0 (2684.54 seconds)
Cbc0010I After 558067 nodes, 48062 on tree, 7.2305316 best solution, best possible 0 (2685.25 seconds)
Cbc0010I After 558320 nodes, 47996 on tree, 7.2305316 best solution, best possible 0 (2685.95 seconds)
Cbc0010I After 558581 nodes, 47966 on tree, 7.2305316 best solution, best possible 0 (2686.66 seconds)
Cbc0010I After 558773 nodes, 47898 on tree, 7.2305316 best solution, best possible 0 (2687.37 seconds)
Cbc0010I After 558983 nodes, 47864 on tree, 7.2305316 best solution, best possible 0 (2688.08 seconds)
Cbc0010I After 559126 nodes, 47865 on tree, 7.2305316 best solution, best possible 0 (2688.79 seconds)
Cbc0010I After 559256 nodes, 47857 on tree, 7.2305316 best solution, best possible 0 (2689.52 seconds)
Cbc0010I After 559367 nodes, 47855 on tree, 7.2305316 best solution, best possible 0 (2690.23 seconds)
Cbc0010I After 559463 nodes, 47866 on tree, 7.2305316 best solution, best possible 0 (2690.94 seconds)
Cbc0010I After 559597 nodes, 47885 on tree, 7.2305316 best solution, best possible 0 (2691.65 seconds)
Cbc0010I After 559705 nodes, 47903 on tree, 7.2305316 best solution, best possible 0 (2692.36 seconds)
Cbc0010I After 559814 nodes, 47915 on tree, 7.2305316 best solution, best possible 0 (2693.08 seconds)
Cbc0010I After 559930 nodes, 47915 on tree, 7.2305316 best solution, best possible 0 (2693.79 seconds)
Cbc0010I After 560081 nodes, 47928 on tree, 7.2305316 best solution, best possible 0 (2694.49 seconds)
Cbc0010I After 560309 nodes, 47920 on tree, 7.2305316 best solution, best possible 0 (2695.23 seconds)
Cbc0010I After 560429 nodes, 47882 on tree, 7.2305316 best solution, best possible 0 (2695.95 seconds)
Cbc0010I After 560529 nodes, 47882 on tree, 7.2305316 best solution, best possible 0 (2696.68 seconds)
Cbc0010I After 560609 nodes, 47889 on tree, 7.2305316 best solution, best possible 0 (2697.40 seconds)
Cbc0010I After 560821 nodes, 47868 on tree, 7.2305316 best solution, best possible 0 (2698.11 seconds)
Cbc0010I After 561014 nodes, 47893 on tree, 7.2305316 best solution, best possible 0 (2698.83 seconds)
Cbc0010I After 561103 nodes, 47916 on tree, 7.2305316 best solution, best possible 0 (2699.53 seconds)
Cbc0010I After 561189 nodes, 47927 on tree, 7.2305316 best solution, best possible 0 (2700.25 seconds)
Cbc0010I After 561290 nodes, 47940 on tree, 7.2305316 best solution, best possible 0 (2700.96 seconds)
Cbc0010I After 561394 nodes, 47961 on tree, 7.2305316 best solution, best possible 0 (2701.68 seconds)
Cbc0010I After 561513 nodes, 47982 on tree, 7.2305316 best solution, best possible 0 (2702.38 seconds)
Cbc0010I After 561601 nodes, 48000 on tree, 7.2305316 best solution, best possible 0 (2703.10 seconds)
Cbc0010I After 561701 nodes, 48028 on tree, 7.2305316 best solution, best possible 0 (2703.81 seconds)
Cbc0010I After 561825 nodes, 48047 on tree, 7.2305316 best solution, best possible 0 (2704.52 seconds)
Cbc0010I After 561945 nodes, 48076 on tree, 7.2305316 best solution, best possible 0 (2705.23 seconds)
Cbc0010I After 562133 nodes, 48088 on tree, 7.2305316 best solution, best possible 0 (2705.94 seconds)
Cbc0010I After 562322 nodes, 48079 on tree, 7.2305316 best solution, best possible 0 (2706.64 seconds)
Cbc0010I After 562485 nodes, 48080 on tree, 7.2305316 best solution, best possible 0 (2707.35 seconds)
Cbc0010I After 562583 nodes, 48074 on tree, 7.2305316 best solution, best possible 0 (2708.07 seconds)
Cbc0010I After 562712 nodes, 48039 on tree, 7.2305316 best solution, best possible 0 (2708.78 seconds)
Cbc0010I After 562802 nodes, 48041 on tree, 7.2305316 best solution, best possible 0 (2709.50 seconds)
Cbc0010I After 562966 nodes, 48020 on tree, 7.2305316 best solution, best possible 0 (2710.20 seconds)
Cbc0010I After 563128 nodes, 48020 on tree, 7.2305316 best solution, best possible 0 (2710.92 seconds)
Cbc0010I After 563271 nodes, 47993 on tree, 7.2305316 best solution, best possible 0 (2711.65 seconds)
Cbc0010I After 563460 nodes, 47955 on tree, 7.2305316 best solution, best possible 0 (2712.36 seconds)
Cbc0010I After 563690 nodes, 47913 on tree, 7.2305316 best solution, best possible 0 (2713.07 seconds)
Cbc0010I After 563865 nodes, 47852 on tree, 7.2305316 best solution, best possible 0 (2713.78 seconds)
Cbc0010I After 563992 nodes, 47797 on tree, 7.2305316 best solution, best possible 0 (2714.48 seconds)
Cbc0010I After 564377 nodes, 47807 on tree, 7.2305316 best solution, best possible 0 (2715.19 seconds)
Cbc0010I After 564855 nodes, 47793 on tree, 7.2305316 best solution, best possible 0 (2715.90 seconds)
Cbc0010I After 565045 nodes, 47808 on tree, 7.2305316 best solution, best possible 0 (2716.61 seconds)
Cbc0010I After 565160 nodes, 47837 on tree, 7.2305316 best solution, best possible 0 (2717.33 seconds)
Cbc0010I After 565239 nodes, 47856 on tree, 7.2305316 best solution, best possible 0 (2718.03 seconds)
Cbc0010I After 565342 nodes, 47884 on tree, 7.2305316 best solution, best possible 0 (2718.74 seconds)
Cbc0010I After 565466 nodes, 47909 on tree, 7.2305316 best solution, best possible 0 (2719.54 seconds)
Cbc0010I After 565572 nodes, 47940 on tree, 7.2305316 best solution, best possible 0 (2720.25 seconds)
Cbc0010I After 565672 nodes, 47957 on tree, 7.2305316 best solution, best possible 0 (2720.98 seconds)
Cbc0010I After 565728 nodes, 47969 on tree, 7.2305316 best solution, best possible 0 (2721.69 seconds)
Cbc0010I After 565833 nodes, 47993 on tree, 7.2305316 best solution, best possible 0 (2722.39 seconds)
Cbc0010I After 565943 nodes, 48022 on tree, 7.2305316 best solution, best possible 0 (2723.10 seconds)
Cbc0010I After 566149 nodes, 48019 on tree, 7.2305316 best solution, best possible 0 (2723.81 seconds)
Cbc0010I After 566292 nodes, 48009 on tree, 7.2305316 best solution, best possible 0 (2724.52 seconds)
Cbc0010I After 566410 nodes, 47992 on tree, 7.2305316 best solution, best possible 0 (2725.23 seconds)
Cbc0010I After 566562 nodes, 47965 on tree, 7.2305316 best solution, best possible 0 (2725.94 seconds)
Cbc0010I After 566642 nodes, 47929 on tree, 7.2305316 best solution, best possible 0 (2726.79 seconds)
Cbc0010I After 566714 nodes, 47899 on tree, 7.2305316 best solution, best possible 0 (2727.53 seconds)
Cbc0010I After 566791 nodes, 47874 on tree, 7.2305316 best solution, best possible 0 (2728.25 seconds)
Cbc0010I After 566904 nodes, 47838 on tree, 7.2305316 best solution, best possible 0 (2728.96 seconds)
Cbc0010I After 567001 nodes, 47820 on tree, 7.2305316 best solution, best possible 0 (2729.66 seconds)
Cbc0010I After 567119 nodes, 47825 on tree, 7.2305316 best solution, best possible 0 (2730.37 seconds)
Cbc0010I After 567263 nodes, 47833 on tree, 7.2305316 best solution, best possible 0 (2731.08 seconds)
Cbc0010I After 567393 nodes, 47850 on tree, 7.2305316 best solution, best possible 0 (2731.79 seconds)
Cbc0010I After 567525 nodes, 47854 on tree, 7.2305316 best solution, best possible 0 (2732.50 seconds)
Cbc0010I After 567616 nodes, 47845 on tree, 7.2305316 best solution, best possible 0 (2733.65 seconds)
Cbc0010I After 567697 nodes, 47851 on tree, 7.2305316 best solution, best possible 0 (2734.35 seconds)
Cbc0010I After 567787 nodes, 47872 on tree, 7.2305316 best solution, best possible 0 (2735.07 seconds)
Cbc0010I After 567898 nodes, 47891 on tree, 7.2305316 best solution, best possible 0 (2735.78 seconds)
Cbc0010I After 568024 nodes, 47901 on tree, 7.2305316 best solution, best possible 0 (2736.49 seconds)
Cbc0010I After 568175 nodes, 47897 on tree, 7.2305316 best solution, best possible 0 (2737.20 seconds)
Cbc0010I After 568353 nodes, 47888 on tree, 7.2305316 best solution, best possible 0 (2737.93 seconds)
Cbc0010I After 568513 nodes, 47883 on tree, 7.2305316 best solution, best possible 0 (2738.63 seconds)
Cbc0010I After 568540 nodes, 47880 on tree, 7.2305316 best solution, best possible 0 (2741.91 seconds)
Cbc0010I After 568662 nodes, 47864 on tree, 7.2305316 best solution, best possible 0 (2742.65 seconds)
Cbc0010I After 568794 nodes, 47848 on tree, 7.2305316 best solution, best possible 0 (2743.36 seconds)
Cbc0010I After 568986 nodes, 47851 on tree, 7.2305316 best solution, best possible 0 (2744.07 seconds)
Cbc0010I After 569085 nodes, 47875 on tree, 7.2305316 best solution, best possible 0 (2744.78 seconds)
Cbc0010I After 569190 nodes, 47891 on tree, 7.2305316 best solution, best possible 0 (2745.49 seconds)
Cbc0010I After 569313 nodes, 47915 on tree, 7.2305316 best solution, best possible 0 (2746.20 seconds)
Cbc0010I After 569416 nodes, 47941 on tree, 7.2305316 best solution, best possible 0 (2746.91 seconds)
Cbc0010I After 569530 nodes, 47966 on tree, 7.2305316 best solution, best possible 0 (2747.62 seconds)
Cbc0010I After 569600 nodes, 47990 on tree, 7.2305316 best solution, best possible 0 (2748.33 seconds)
Cbc0010I After 569733 nodes, 48026 on tree, 7.2305316 best solution, best possible 0 (2749.04 seconds)
Cbc0010I After 569853 nodes, 48051 on tree, 7.2305316 best solution, best possible 0 (2749.75 seconds)
Cbc0010I After 569966 nodes, 48066 on tree, 7.2305316 best solution, best possible 0 (2750.46 seconds)
Cbc0010I After 570105 nodes, 48062 on tree, 7.2305316 best solution, best possible 0 (2751.18 seconds)
Cbc0010I After 570333 nodes, 48048 on tree, 7.2305316 best solution, best possible 0 (2751.88 seconds)
Cbc0010I After 570494 nodes, 48034 on tree, 7.2305316 best solution, best possible 0 (2752.59 seconds)
Cbc0010I After 570646 nodes, 48040 on tree, 7.2305316 best solution, best possible 0 (2753.30 seconds)
Cbc0010I After 570734 nodes, 48033 on tree, 7.2305316 best solution, best possible 0 (2754.01 seconds)
Cbc0010I After 570870 nodes, 48013 on tree, 7.2305316 best solution, best possible 0 (2754.72 seconds)
Cbc0010I After 570981 nodes, 48014 on tree, 7.2305316 best solution, best possible 0 (2755.43 seconds)
Cbc0010I After 571141 nodes, 48008 on tree, 7.2305316 best solution, best possible 0 (2756.14 seconds)
Cbc0010I After 571270 nodes, 48013 on tree, 7.2305316 best solution, best possible 0 (2756.86 seconds)
Cbc0010I After 571439 nodes, 48004 on tree, 7.2305316 best solution, best possible 0 (2757.57 seconds)
Cbc0010I After 571644 nodes, 48005 on tree, 7.2305316 best solution, best possible 0 (2758.28 seconds)
Cbc0010I After 571876 nodes, 48007 on tree, 7.2305316 best solution, best possible 0 (2758.99 seconds)
Cbc0010I After 572039 nodes, 48009 on tree, 7.2305316 best solution, best possible 0 (2759.70 seconds)
Cbc0010I After 572314 nodes, 48005 on tree, 7.2305316 best solution, best possible 0 (2760.40 seconds)
Cbc0010I After 572547 nodes, 48008 on tree, 7.2305316 best solution, best possible 0 (2761.11 seconds)
Cbc0010I After 572779 nodes, 48006 on tree, 7.2305316 best solution, best possible 0 (2761.82 seconds)
Cbc0010I After 572946 nodes, 47985 on tree, 7.2305316 best solution, best possible 0 (2762.52 seconds)
Cbc0010I After 573060 nodes, 48011 on tree, 7.2305316 best solution, best possible 0 (2763.23 seconds)
Cbc0010I After 573156 nodes, 48033 on tree, 7.2305316 best solution, best possible 0 (2763.94 seconds)
Cbc0010I After 573270 nodes, 48038 on tree, 7.2305316 best solution, best possible 0 (2764.65 seconds)
Cbc0010I After 573387 nodes, 48048 on tree, 7.2305316 best solution, best possible 0 (2765.36 seconds)
Cbc0010I After 573488 nodes, 48074 on tree, 7.2305316 best solution, best possible 0 (2766.07 seconds)
Cbc0010I After 573606 nodes, 48099 on tree, 7.2305316 best solution, best possible 0 (2766.78 seconds)
Cbc0010I After 573740 nodes, 48110 on tree, 7.2305316 best solution, best possible 0 (2767.48 seconds)
Cbc0010I After 573886 nodes, 48135 on tree, 7.2305316 best solution, best possible 0 (2768.19 seconds)
Cbc0010I After 574014 nodes, 48122 on tree, 7.2305316 best solution, best possible 0 (2768.90 seconds)
Cbc0010I After 574278 nodes, 48092 on tree, 7.2305316 best solution, best possible 0 (2769.64 seconds)
Cbc0010I After 574446 nodes, 48083 on tree, 7.2305316 best solution, best possible 0 (2770.37 seconds)
Cbc0010I After 574602 nodes, 48083 on tree, 7.2305316 best solution, best possible 0 (2771.07 seconds)
Cbc0010I After 574677 nodes, 48059 on tree, 7.2305316 best solution, best possible 0 (2771.78 seconds)
Cbc0010I After 574824 nodes, 48057 on tree, 7.2305316 best solution, best possible 0 (2772.52 seconds)
Cbc0010I After 574929 nodes, 48033 on tree, 7.2305316 best solution, best possible 0 (2773.23 seconds)
Cbc0010I After 575017 nodes, 48001 on tree, 7.2305316 best solution, best possible 0 (2773.94 seconds)
Cbc0010I After 575128 nodes, 48014 on tree, 7.2305316 best solution, best possible 0 (2774.65 seconds)
Cbc0010I After 575287 nodes, 48032 on tree, 7.2305316 best solution, best possible 0 (2775.35 seconds)
Cbc0010I After 575416 nodes, 48029 on tree, 7.2305316 best solution, best possible 0 (2776.07 seconds)
Cbc0010I After 575642 nodes, 48029 on tree, 7.2305316 best solution, best possible 0 (2776.79 seconds)
Cbc0010I After 575798 nodes, 48021 on tree, 7.2305316 best solution, best possible 0 (2777.49 seconds)
Cbc0010I After 575970 nodes, 48021 on tree, 7.2305316 best solution, best possible 0 (2778.21 seconds)
Cbc0010I After 576144 nodes, 48014 on tree, 7.2305316 best solution, best possible 0 (2779.01 seconds)
Cbc0010I After 576260 nodes, 48005 on tree, 7.2305316 best solution, best possible 0 (2779.75 seconds)
Cbc0010I After 576428 nodes, 47955 on tree, 7.2305316 best solution, best possible 0 (2780.45 seconds)
Cbc0010I After 576575 nodes, 47905 on tree, 7.2305316 best solution, best possible 0 (2781.16 seconds)
Cbc0010I After 576692 nodes, 47864 on tree, 7.2305316 best solution, best possible 0 (2781.87 seconds)
Cbc0010I After 576837 nodes, 47846 on tree, 7.2305316 best solution, best possible 0 (2782.58 seconds)
Cbc0010I After 576967 nodes, 47849 on tree, 7.2305316 best solution, best possible 0 (2783.29 seconds)
Cbc0010I After 577048 nodes, 47846 on tree, 7.2305316 best solution, best possible 0 (2784.00 seconds)
Cbc0010I After 577141 nodes, 47876 on tree, 7.2305316 best solution, best possible 0 (2784.71 seconds)
Cbc0010I After 577245 nodes, 47894 on tree, 7.2305316 best solution, best possible 0 (2785.42 seconds)
Cbc0010I After 577342 nodes, 47914 on tree, 7.2305316 best solution, best possible 0 (2786.13 seconds)
Cbc0010I After 577436 nodes, 47920 on tree, 7.2305316 best solution, best possible 0 (2786.88 seconds)
Cbc0010I After 577518 nodes, 47943 on tree, 7.2305316 best solution, best possible 0 (2787.59 seconds)
Cbc0010I After 577634 nodes, 47970 on tree, 7.2305316 best solution, best possible 0 (2788.30 seconds)
Cbc0010I After 577740 nodes, 47984 on tree, 7.2305316 best solution, best possible 0 (2789.01 seconds)
Cbc0010I After 577846 nodes, 48020 on tree, 7.2305316 best solution, best possible 0 (2789.73 seconds)
Cbc0010I After 577948 nodes, 48043 on tree, 7.2305316 best solution, best possible 0 (2790.45 seconds)
Cbc0010I After 578094 nodes, 48047 on tree, 7.2305316 best solution, best possible 0 (2791.15 seconds)
Cbc0010I After 578301 nodes, 48005 on tree, 7.2305316 best solution, best possible 0 (2791.86 seconds)
Cbc0010I After 578460 nodes, 47990 on tree, 7.2305316 best solution, best possible 0 (2792.57 seconds)
Cbc0010I After 578590 nodes, 47970 on tree, 7.2305316 best solution, best possible 0 (2793.30 seconds)
Cbc0010I After 578704 nodes, 47949 on tree, 7.2305316 best solution, best possible 0 (2794.03 seconds)
Cbc0010I After 578838 nodes, 47945 on tree, 7.2305316 best solution, best possible 0 (2794.73 seconds)
Cbc0010I After 578983 nodes, 47933 on tree, 7.2305316 best solution, best possible 0 (2795.44 seconds)
Cbc0010I After 579104 nodes, 47948 on tree, 7.2305316 best solution, best possible 0 (2796.15 seconds)
Cbc0010I After 579210 nodes, 47970 on tree, 7.2305316 best solution, best possible 0 (2796.86 seconds)
Cbc0010I After 579373 nodes, 47988 on tree, 7.2305316 best solution, best possible 0 (2797.56 seconds)
Cbc0010I After 579601 nodes, 47961 on tree, 7.2305316 best solution, best possible 0 (2798.27 seconds)
Cbc0010I After 579761 nodes, 47961 on tree, 7.2305316 best solution, best possible 0 (2798.98 seconds)
Cbc0010I After 579977 nodes, 47972 on tree, 7.2305316 best solution, best possible 0 (2799.69 seconds)
Cbc0010I After 580210 nodes, 47950 on tree, 7.2305316 best solution, best possible 0 (2800.39 seconds)
Cbc0010I After 580448 nodes, 47963 on tree, 7.2305316 best solution, best possible 0 (2801.10 seconds)
Cbc0010I After 580669 nodes, 47967 on tree, 7.2305316 best solution, best possible 0 (2801.81 seconds)
Cbc0010I After 580902 nodes, 47958 on tree, 7.2305316 best solution, best possible 0 (2802.51 seconds)
Cbc0010I After 581057 nodes, 47972 on tree, 7.2305316 best solution, best possible 0 (2803.23 seconds)
Cbc0010I After 581181 nodes, 47985 on tree, 7.2305316 best solution, best possible 0 (2803.94 seconds)
Cbc0010I After 581316 nodes, 47987 on tree, 7.2305316 best solution, best possible 0 (2804.65 seconds)
Cbc0010I After 581414 nodes, 48009 on tree, 7.2305316 best solution, best possible 0 (2805.36 seconds)
Cbc0010I After 581463 nodes, 48022 on tree, 7.2305316 best solution, best possible 0 (2806.09 seconds)
Cbc0010I After 581574 nodes, 48024 on tree, 7.2305316 best solution, best possible 0 (2806.80 seconds)
Cbc0010I After 581629 nodes, 48031 on tree, 7.2305316 best solution, best possible 0 (2807.51 seconds)
Cbc0010I After 581768 nodes, 48040 on tree, 7.2305316 best solution, best possible 0 (2808.23 seconds)
Cbc0010I After 581879 nodes, 48064 on tree, 7.2305316 best solution, best possible 0 (2808.94 seconds)
Cbc0010I After 581982 nodes, 48095 on tree, 7.2305316 best solution, best possible 0 (2809.65 seconds)
Cbc0010I After 582183 nodes, 48082 on tree, 7.2305316 best solution, best possible 0 (2810.38 seconds)
Cbc0010I After 582338 nodes, 48084 on tree, 7.2305316 best solution, best possible 0 (2811.08 seconds)
Cbc0010I After 582489 nodes, 48067 on tree, 7.2305316 best solution, best possible 0 (2811.82 seconds)
Cbc0010I After 582624 nodes, 48052 on tree, 7.2305316 best solution, best possible 0 (2812.55 seconds)
Cbc0010I After 582777 nodes, 48038 on tree, 7.2305316 best solution, best possible 0 (2813.27 seconds)
Cbc0010I After 582935 nodes, 48025 on tree, 7.2305316 best solution, best possible 0 (2813.97 seconds)
Cbc0010I After 583117 nodes, 48006 on tree, 7.2305316 best solution, best possible 0 (2814.68 seconds)
Cbc0010I After 583228 nodes, 48005 on tree, 7.2305316 best solution, best possible 0 (2815.46 seconds)
Cbc0010I After 583323 nodes, 48005 on tree, 7.2305316 best solution, best possible 0 (2816.17 seconds)
Cbc0010I After 583431 nodes, 48002 on tree, 7.2305316 best solution, best possible 0 (2816.88 seconds)
Cbc0010I After 583554 nodes, 48006 on tree, 7.2305316 best solution, best possible 0 (2817.59 seconds)
Cbc0010I After 583642 nodes, 48002 on tree, 7.2305316 best solution, best possible 0 (2818.31 seconds)
Cbc0010I After 583751 nodes, 48002 on tree, 7.2305316 best solution, best possible 0 (2819.04 seconds)
Cbc0010I After 583832 nodes, 48002 on tree, 7.2305316 best solution, best possible 0 (2819.78 seconds)
Cbc0010I After 583949 nodes, 48003 on tree, 7.2305316 best solution, best possible 0 (2820.51 seconds)
Cbc0010I After 584083 nodes, 47995 on tree, 7.2305316 best solution, best possible 0 (2821.22 seconds)
Cbc0010I After 584213 nodes, 47987 on tree, 7.2305316 best solution, best possible 0 (2821.95 seconds)
Cbc0010I After 584354 nodes, 47993 on tree, 7.2305316 best solution, best possible 0 (2822.66 seconds)
Cbc0010I After 584459 nodes, 47992 on tree, 7.2305316 best solution, best possible 0 (2823.40 seconds)
Cbc0010I After 584623 nodes, 47984 on tree, 7.2305316 best solution, best possible 0 (2824.10 seconds)
Cbc0010I After 584734 nodes, 47967 on tree, 7.2305316 best solution, best possible 0 (2824.81 seconds)
Cbc0010I After 584878 nodes, 47965 on tree, 7.2305316 best solution, best possible 0 (2825.54 seconds)
Cbc0010I After 585062 nodes, 47998 on tree, 7.2305316 best solution, best possible 0 (2826.26 seconds)
Cbc0010I After 585167 nodes, 48027 on tree, 7.2305316 best solution, best possible 0 (2826.96 seconds)
Cbc0010I After 585267 nodes, 48045 on tree, 7.2305316 best solution, best possible 0 (2827.67 seconds)
Cbc0010I After 585369 nodes, 48082 on tree, 7.2305316 best solution, best possible 0 (2828.38 seconds)
Cbc0010I After 585488 nodes, 48118 on tree, 7.2305316 best solution, best possible 0 (2829.10 seconds)
Cbc0010I After 585578 nodes, 48144 on tree, 7.2305316 best solution, best possible 0 (2829.81 seconds)
Cbc0010I After 585685 nodes, 48174 on tree, 7.2305316 best solution, best possible 0 (2830.52 seconds)
Cbc0010I After 585762 nodes, 48204 on tree, 7.2305316 best solution, best possible 0 (2831.22 seconds)
Cbc0010I After 585874 nodes, 48227 on tree, 7.2305316 best solution, best possible 0 (2831.93 seconds)
Cbc0010I After 585987 nodes, 48257 on tree, 7.2305316 best solution, best possible 0 (2832.65 seconds)
Cbc0010I After 586127 nodes, 48247 on tree, 7.2305316 best solution, best possible 0 (2833.35 seconds)
Cbc0010I After 586313 nodes, 48211 on tree, 7.2305316 best solution, best possible 0 (2834.08 seconds)
Cbc0010I After 586523 nodes, 48183 on tree, 7.2305316 best solution, best possible 0 (2834.79 seconds)
Cbc0010I After 586659 nodes, 48182 on tree, 7.2305316 best solution, best possible 0 (2835.50 seconds)
Cbc0010I After 586751 nodes, 48186 on tree, 7.2305316 best solution, best possible 0 (2836.21 seconds)
Cbc0010I After 586881 nodes, 48166 on tree, 7.2305316 best solution, best possible 0 (2836.95 seconds)
Cbc0010I After 586975 nodes, 48144 on tree, 7.2305316 best solution, best possible 0 (2837.67 seconds)
Cbc0010I After 587077 nodes, 48128 on tree, 7.2305316 best solution, best possible 0 (2839.17 seconds)
Cbc0010I After 587181 nodes, 48090 on tree, 7.2305316 best solution, best possible 0 (2839.88 seconds)
Cbc0010I After 587279 nodes, 48081 on tree, 7.2305316 best solution, best possible 0 (2840.67 seconds)
Cbc0010I After 587428 nodes, 48062 on tree, 7.2305316 best solution, best possible 0 (2841.67 seconds)
Cbc0010I After 587562 nodes, 48035 on tree, 7.2305316 best solution, best possible 0 (2842.39 seconds)
Cbc0010I After 587823 nodes, 48040 on tree, 7.2305316 best solution, best possible 0 (2843.10 seconds)
Cbc0010I After 588094 nodes, 48045 on tree, 7.2305316 best solution, best possible 0 (2843.80 seconds)
Cbc0010I After 588400 nodes, 48038 on tree, 7.2305316 best solution, best possible 0 (2844.51 seconds)
Cbc0010I After 588628 nodes, 48035 on tree, 7.2305316 best solution, best possible 0 (2845.22 seconds)
Cbc0010I After 588851 nodes, 48037 on tree, 7.2305316 best solution, best possible 0 (2845.92 seconds)
Cbc0010I After 589084 nodes, 48035 on tree, 7.2305316 best solution, best possible 0 (2846.64 seconds)
Cbc0010I After 589275 nodes, 48035 on tree, 7.2305316 best solution, best possible 0 (2847.35 seconds)
Cbc0010I After 589489 nodes, 48035 on tree, 7.2305316 best solution, best possible 0 (2848.06 seconds)
Cbc0010I After 589746 nodes, 48036 on tree, 7.2305316 best solution, best possible 0 (2848.77 seconds)
Cbc0010I After 589928 nodes, 48035 on tree, 7.2305316 best solution, best possible 0 (2849.47 seconds)
Cbc0010I After 590191 nodes, 48042 on tree, 7.2305316 best solution, best possible 0 (2850.18 seconds)
Cbc0010I After 590472 nodes, 48036 on tree, 7.2305316 best solution, best possible 0 (2850.89 seconds)
