Welcome to the CBC MILP Solver
Version: Devel (unstable)
Build Date: Mar 30 2022
command line - -import /home/danilo/cbc-test-set/neos-5195221-niemur.mps.gz -timeM elapsed -seconds 10800 -knapsack off -solve -solu sol-group-root/neos-5195221-niemur.txt -quit (default strategy 1)
At line 1 NAME          neos-5195221-niemur
At line 2 ROWS
At line 42260 COLUMNS
At line 218851 RHS
At line 241578 BOUNDS
At line 251371 ENDATA
Problem neos-5195221-niemur has 42256 rows, 14546 columns and 176586 elements
Coin0008I neos-5195221-niemur read with 0 errors
seconds was changed from 1e+08 to 10800
Continuous objective value is 0 - 1.59147 seconds
Cgl0003I 1190 fixed, 0 tightened bounds, 10104 strengthened rows, 1794 substitutions
Cgl0003I 0 fixed, 0 tightened bounds, 3149 strengthened rows, 12 substitutions
Cgl0003I 0 fixed, 0 tightened bounds, 2452 strengthened rows, 658 substitutions
Cgl0003I 0 fixed, 0 tightened bounds, 283 strengthened rows, 122 substitutions
Cgl0003I 0 fixed, 0 tightened bounds, 51 strengthened rows, 2 substitutions
Cgl0003I 0 fixed, 0 tightened bounds, 33 strengthened rows, 0 substitutions
Cgl0004I processed model has 26019 rows, 8985 columns (4959 integer (4959 of which binary)) and 137492 elements
Coin3009W Conflict graph built in 0.022 seconds, density: 0.011%
Cgl0015I Clique Strengthening extended 0 cliques, 0 were dominated
Cbc0038I Initial state - 779 integers unsatisfied sum - 317.18
Cbc0038I Pass   1: (13.56 seconds) suminf.  135.00000 (589) obj. 0.015883 iterations 1739
Cbc0038I Pass   2: (16.90 seconds) suminf.   72.62500 (1090) obj. 0.0444033 iterations 1280
Cbc0038I Pass   3: (17.81 seconds) suminf.   71.00000 (947) obj. 0.0429651 iterations 254
Cbc0038I Pass   4: (18.35 seconds) suminf.   71.20930 (1214) obj. 0.0485435 iterations 131
Cbc0038I Pass   5: (19.44 seconds) suminf.   78.16667 (973) obj. 0.0434026 iterations 490
Cbc0038I Pass   6: (20.58 seconds) suminf.   73.08333 (949) obj. 0.0434026 iterations 456
Cbc0038I Pass   7: (20.71 seconds) suminf.   72.30556 (948) obj. 0.0434026 iterations 15
Cbc0038I Pass   8: (21.20 seconds) suminf.   71.00000 (947) obj. 0.0434026 iterations 123
Cbc0038I Pass   9: (21.75 seconds) suminf.   71.00000 (947) obj. 0.0434026 iterations 131
Cbc0038I Pass  10: (22.28 seconds) suminf.   71.80000 (1015) obj. 0.0468293 iterations 134
Cbc0038I Pass  11: (23.33 seconds) suminf.   78.80556 (972) obj. 0.0584826 iterations 520
Cbc0038I Pass  12: (24.48 seconds) suminf.   71.00000 (947) obj. 0.0584826 iterations 462
Cbc0038I Pass  13: (24.57 seconds) suminf.   71.00000 (947) obj. 0.0584826 iterations 2
Cbc0038I Pass  14: (24.97 seconds) suminf.   71.00000 (947) obj. 0.0584826 iterations 121
Cbc0038I Pass  15: (25.84 seconds) suminf.   79.02778 (974) obj. 0.0584826 iterations 434
Cbc0038I Pass  16: (27.09 seconds) suminf.   74.42105 (998) obj. 0.0596588 iterations 433
Cbc0038I Pass  17: (27.27 seconds) suminf.   72.67213 (1220) obj. 0.0600245 iterations 34
Cbc0038I Pass  18: (27.62 seconds) suminf.   71.09524 (1215) obj. 0.06019 iterations 81
Cbc0038I Pass  19: (28.01 seconds) suminf.   70.94737 (992) obj. 0.0596588 iterations 88
Cbc0038I Pass  20: (28.51 seconds) suminf.   70.94737 (992) obj. 0.0596588 iterations 119
Cbc0038I Pass  21: (29.45 seconds) suminf.   80.52778 (988) obj. 0.0611822 iterations 427
Cbc0038I Pass  22: (30.70 seconds) suminf.   70.94737 (992) obj. 0.0637212 iterations 460
Cbc0038I Pass  23: (30.81 seconds) suminf.   70.94737 (992) obj. 0.0637212 iterations 9
Cbc0038I Pass  24: (33.02 seconds) suminf.   86.50000 (173) obj. 0.0841469 iterations 604
Cbc0038I Pass  25: (34.04 seconds) suminf.   91.00000 (185) obj. 0.0897683 iterations 368
Cbc0038I Pass  26: (34.89 seconds) suminf.   85.50000 (171) obj. 0.0897683 iterations 330
Cbc0038I Pass  27: (35.37 seconds) suminf.   85.50000 (171) obj. 0.0897683 iterations 149
Cbc0038I Pass  28: (35.75 seconds) suminf.   84.50000 (169) obj. 0.0897683 iterations 136
Cbc0038I Pass  29: (36.09 seconds) suminf.   84.50000 (169) obj. 0.0897683 iterations 132
Cbc0038I Pass  30: (36.58 seconds) suminf.   84.50000 (169) obj. 0.0897683 iterations 138
Cbc0038I No solution found this major pass
Cbc0038I Before mini branch and bound, 3239 integers at bound fixed and 3662 continuous
Cbc0038I Mini branch and bound did not improve solution (36.68 seconds)
Cbc0038I After 36.69 seconds - Feasibility pump exiting - took 26.03 seconds
Cbc0031I 246 added rows had average density of 6.0731707
Cbc0013I At root node, 246 cuts changed objective from 0 to -4.7918385e-15 in 10 passes
Cbc0010I After 176 nodes, 90 on tree, 1e+50 best solution, best possible 0 (2171.80 seconds)
Cbc0010I After 177 nodes, 91 on tree, 1e+50 best solution, best possible 0 (2179.64 seconds)
Cbc0010I After 178 nodes, 91 on tree, 1e+50 best solution, best possible 0 (2187.88 seconds)
Cbc0010I After 179 nodes, 92 on tree, 1e+50 best solution, best possible 0 (2191.06 seconds)
Cbc0010I After 180 nodes, 93 on tree, 1e+50 best solution, best possible 0 (2195.61 seconds)
Cbc0010I After 181 nodes, 92 on tree, 1e+50 best solution, best possible 0 (2197.34 seconds)
Cbc0010I After 182 nodes, 92 on tree, 1e+50 best solution, best possible 0 (2199.80 seconds)
Cbc0010I After 183 nodes, 93 on tree, 1e+50 best solution, best possible 0 (2204.18 seconds)
Cbc0010I After 184 nodes, 93 on tree, 1e+50 best solution, best possible 0 (2209.95 seconds)
Cbc0010I After 185 nodes, 94 on tree, 1e+50 best solution, best possible 0 (2221.34 seconds)
Cbc0010I After 186 nodes, 93 on tree, 1e+50 best solution, best possible 0 (2222.55 seconds)
Cbc0010I After 187 nodes, 94 on tree, 1e+50 best solution, best possible 0 (2228.28 seconds)
Cbc0010I After 188 nodes, 95 on tree, 1e+50 best solution, best possible 0 (2231.98 seconds)
Cbc0010I After 189 nodes, 96 on tree, 1e+50 best solution, best possible 0 (2241.37 seconds)
Cbc0010I After 190 nodes, 95 on tree, 1e+50 best solution, best possible 0 (2243.31 seconds)
Cbc0010I After 191 nodes, 94 on tree, 1e+50 best solution, best possible 0 (2247.40 seconds)
Cbc0010I After 192 nodes, 93 on tree, 1e+50 best solution, best possible 0 (2249.78 seconds)
Cbc0010I After 193 nodes, 94 on tree, 1e+50 best solution, best possible 0 (2257.56 seconds)
Cbc0010I After 194 nodes, 94 on tree, 1e+50 best solution, best possible 0 (2264.25 seconds)
Cbc0010I After 195 nodes, 94 on tree, 1e+50 best solution, best possible 0 (2286.96 seconds)
Cbc0010I After 196 nodes, 94 on tree, 1e+50 best solution, best possible 0 (2295.25 seconds)
Cbc0010I After 197 nodes, 95 on tree, 1e+50 best solution, best possible 0 (2299.98 seconds)
Cbc0010I After 198 nodes, 95 on tree, 1e+50 best solution, best possible 0 (2311.19 seconds)
Cbc0010I After 199 nodes, 96 on tree, 1e+50 best solution, best possible 0 (2316.05 seconds)
Cbc0010I After 200 nodes, 97 on tree, 1e+50 best solution, best possible 0 (2323.11 seconds)
Cbc0010I After 201 nodes, 96 on tree, 1e+50 best solution, best possible 0 (2325.63 seconds)
Cbc0010I After 202 nodes, 96 on tree, 1e+50 best solution, best possible 0 (2332.18 seconds)
Cbc0010I After 203 nodes, 96 on tree, 1e+50 best solution, best possible 0 (2337.60 seconds)
Cbc0010I After 204 nodes, 97 on tree, 1e+50 best solution, best possible 0 (2349.98 seconds)
Cbc0010I After 205 nodes, 96 on tree, 1e+50 best solution, best possible 0 (2351.55 seconds)
Cbc0010I After 206 nodes, 97 on tree, 1e+50 best solution, best possible 0 (2354.67 seconds)
Cbc0010I After 207 nodes, 98 on tree, 1e+50 best solution, best possible 0 (2363.59 seconds)
Cbc0010I After 208 nodes, 97 on tree, 1e+50 best solution, best possible 0 (2365.07 seconds)
Cbc0010I After 209 nodes, 96 on tree, 1e+50 best solution, best possible 0 (2367.53 seconds)
Cbc0010I After 210 nodes, 97 on tree, 1e+50 best solution, best possible 0 (2384.13 seconds)
Cbc0010I After 211 nodes, 97 on tree, 1e+50 best solution, best possible 0 (2393.67 seconds)
Cbc0010I After 212 nodes, 96 on tree, 1e+50 best solution, best possible 0 (2398.22 seconds)
Cbc0010I After 213 nodes, 97 on tree, 1e+50 best solution, best possible 0 (2406.38 seconds)
Cbc0010I After 214 nodes, 97 on tree, 1e+50 best solution, best possible 0 (2408.84 seconds)
Cbc0010I After 215 nodes, 98 on tree, 1e+50 best solution, best possible 0 (2424.99 seconds)
Cbc0010I After 216 nodes, 98 on tree, 1e+50 best solution, best possible 0 (2441.48 seconds)
Cbc0010I After 217 nodes, 98 on tree, 1e+50 best solution, best possible 0 (2449.64 seconds)
Cbc0010I After 218 nodes, 99 on tree, 1e+50 best solution, best possible 0 (2456.41 seconds)
Cbc0010I After 219 nodes, 99 on tree, 1e+50 best solution, best possible 0 (2465.29 seconds)
Cbc0010I After 220 nodes, 98 on tree, 1e+50 best solution, best possible 0 (2469.84 seconds)
Cbc0010I After 221 nodes, 98 on tree, 1e+50 best solution, best possible 0 (2477.20 seconds)
Cbc0010I After 222 nodes, 99 on tree, 1e+50 best solution, best possible 0 (2485.87 seconds)
Cbc0010I After 223 nodes, 98 on tree, 1e+50 best solution, best possible 0 (2487.73 seconds)
Cbc0010I After 224 nodes, 99 on tree, 1e+50 best solution, best possible 0 (2492.35 seconds)
Cbc0010I After 225 nodes, 100 on tree, 1e+50 best solution, best possible 0 (2502.46 seconds)
Cbc0010I After 226 nodes, 99 on tree, 1e+50 best solution, best possible 0 (2504.45 seconds)
Cbc0010I After 227 nodes, 99 on tree, 1e+50 best solution, best possible 0 (2508.60 seconds)
Cbc0010I After 228 nodes, 100 on tree, 1e+50 best solution, best possible 0 (2515.08 seconds)
Cbc0010I After 229 nodes, 100 on tree, 1e+50 best solution, best possible 0 (2517.03 seconds)
Cbc0010I After 231 nodes, 98 on tree, 1e+50 best solution, best possible 0 (2517.79 seconds)
Cbc0010I After 232 nodes, 99 on tree, 1e+50 best solution, best possible 0 (2520.07 seconds)
Cbc0010I After 233 nodes, 100 on tree, 1e+50 best solution, best possible 0 (2525.65 seconds)
Cbc0010I After 234 nodes, 99 on tree, 1e+50 best solution, best possible 0 (2527.40 seconds)
Cbc0010I After 235 nodes, 99 on tree, 1e+50 best solution, best possible 0 (2535.54 seconds)
Cbc0010I After 236 nodes, 100 on tree, 1e+50 best solution, best possible 0 (2543.34 seconds)
Cbc0010I After 237 nodes, 100 on tree, 1e+50 best solution, best possible 0 (2548.53 seconds)
Cbc0010I After 238 nodes, 100 on tree, 1e+50 best solution, best possible 0 (2554.19 seconds)
Cbc0010I After 239 nodes, 100 on tree, 1e+50 best solution, best possible 0 (2559.81 seconds)
Cbc0010I After 240 nodes, 101 on tree, 1e+50 best solution, best possible 0 (2570.99 seconds)
Cbc0010I After 241 nodes, 100 on tree, 1e+50 best solution, best possible 0 (2572.89 seconds)
Cbc0010I After 242 nodes, 100 on tree, 1e+50 best solution, best possible 0 (2580.48 seconds)
Cbc0010I After 243 nodes, 100 on tree, 1e+50 best solution, best possible 0 (2596.99 seconds)
Cbc0010I After 244 nodes, 101 on tree, 1e+50 best solution, best possible 0 (2610.77 seconds)
Cbc0010I After 245 nodes, 101 on tree, 1e+50 best solution, best possible 0 (2636.29 seconds)
Cbc0010I After 246 nodes, 102 on tree, 1e+50 best solution, best possible 0 (2654.64 seconds)
Cbc0010I After 247 nodes, 102 on tree, 1e+50 best solution, best possible 0 (2665.89 seconds)
Cbc0010I After 248 nodes, 101 on tree, 1e+50 best solution, best possible 0 (2675.66 seconds)
Cbc0010I After 249 nodes, 102 on tree, 1e+50 best solution, best possible 0 (2689.42 seconds)
Cbc0010I After 250 nodes, 103 on tree, 1e+50 best solution, best possible 0 (2697.19 seconds)
Cbc0010I After 251 nodes, 104 on tree, 1e+50 best solution, best possible 0 (2702.44 seconds)
Cbc0010I After 252 nodes, 103 on tree, 1e+50 best solution, best possible 0 (2704.25 seconds)
Cbc0010I After 253 nodes, 103 on tree, 1e+50 best solution, best possible 0 (2711.02 seconds)
Cbc0010I After 254 nodes, 103 on tree, 1e+50 best solution, best possible 0 (2714.22 seconds)
Cbc0010I After 255 nodes, 104 on tree, 1e+50 best solution, best possible 0 (2721.93 seconds)
Cbc0010I After 256 nodes, 105 on tree, 1e+50 best solution, best possible 0 (2728.04 seconds)
Cbc0010I After 257 nodes, 105 on tree, 1e+50 best solution, best possible 0 (2734.35 seconds)
Cbc0010I After 258 nodes, 106 on tree, 1e+50 best solution, best possible 0 (2746.13 seconds)
Cbc0010I After 259 nodes, 105 on tree, 1e+50 best solution, best possible 0 (2748.15 seconds)
Cbc0010I After 260 nodes, 105 on tree, 1e+50 best solution, best possible 0 (2755.94 seconds)
Cbc0010I After 261 nodes, 106 on tree, 1e+50 best solution, best possible 0 (2762.67 seconds)
Cbc0010I After 262 nodes, 107 on tree, 1e+50 best solution, best possible 0 (2765.81 seconds)
Cbc0010I After 263 nodes, 108 on tree, 1e+50 best solution, best possible 0 (2771.42 seconds)
Cbc0010I After 264 nodes, 109 on tree, 1e+50 best solution, best possible 0 (2779.62 seconds)
Cbc0010I After 265 nodes, 108 on tree, 1e+50 best solution, best possible 0 (2781.99 seconds)
Cbc0010I After 266 nodes, 108 on tree, 1e+50 best solution, best possible 0 (2788.89 seconds)
Cbc0010I After 267 nodes, 108 on tree, 1e+50 best solution, best possible 0 (2801.24 seconds)
Cbc0010I After 268 nodes, 108 on tree, 1e+50 best solution, best possible 0 (2808.62 seconds)
Cbc0010I After 269 nodes, 108 on tree, 1e+50 best solution, best possible 0 (2811.45 seconds)
Cbc0010I After 270 nodes, 108 on tree, 1e+50 best solution, best possible 0 (2828.64 seconds)
Cbc0010I After 271 nodes, 109 on tree, 1e+50 best solution, best possible 0 (2839.72 seconds)
Cbc0010I After 272 nodes, 109 on tree, 1e+50 best solution, best possible 0 (2851.39 seconds)
Cbc0010I After 273 nodes, 110 on tree, 1e+50 best solution, best possible 0 (2878.17 seconds)
Cbc0010I After 274 nodes, 109 on tree, 1e+50 best solution, best possible 0 (2881.76 seconds)
Cbc0010I After 275 nodes, 110 on tree, 1e+50 best solution, best possible 0 (2890.10 seconds)
Cbc0010I After 276 nodes, 111 on tree, 1e+50 best solution, best possible 0 (2902.51 seconds)
Cbc0010I After 277 nodes, 112 on tree, 1e+50 best solution, best possible 0 (2929.48 seconds)
Cbc0010I After 278 nodes, 111 on tree, 1e+50 best solution, best possible 0 (2947.11 seconds)
Cbc0010I After 279 nodes, 111 on tree, 1e+50 best solution, best possible 0 (2962.72 seconds)
Cbc0010I After 280 nodes, 112 on tree, 1e+50 best solution, best possible 0 (2974.30 seconds)
Cbc0010I After 281 nodes, 113 on tree, 1e+50 best solution, best possible 0 (2983.07 seconds)
Cbc0010I After 282 nodes, 112 on tree, 1e+50 best solution, best possible 0 (2987.13 seconds)
Cbc0010I After 283 nodes, 113 on tree, 1e+50 best solution, best possible 0 (2999.56 seconds)
Cbc0010I After 284 nodes, 113 on tree, 1e+50 best solution, best possible 0 (3011.89 seconds)
Cbc0010I After 285 nodes, 113 on tree, 1e+50 best solution, best possible 0 (3028.30 seconds)
Cbc0010I After 286 nodes, 114 on tree, 1e+50 best solution, best possible 0 (3034.86 seconds)
Cbc0010I After 287 nodes, 114 on tree, 1e+50 best solution, best possible 0 (3036.71 seconds)
Cbc0010I After 288 nodes, 114 on tree, 1e+50 best solution, best possible 0 (3044.56 seconds)
Cbc0010I After 289 nodes, 115 on tree, 1e+50 best solution, best possible 0 (3048.67 seconds)
Cbc0010I After 290 nodes, 115 on tree, 1e+50 best solution, best possible 0 (3057.63 seconds)
Cbc0010I After 291 nodes, 116 on tree, 1e+50 best solution, best possible 0 (3060.80 seconds)
Cbc0010I After 292 nodes, 116 on tree, 1e+50 best solution, best possible 0 (3064.17 seconds)
Cbc0010I After 293 nodes, 117 on tree, 1e+50 best solution, best possible 0 (3073.61 seconds)
Cbc0010I After 294 nodes, 118 on tree, 1e+50 best solution, best possible 0 (3080.03 seconds)
Cbc0010I After 295 nodes, 118 on tree, 1e+50 best solution, best possible 0 (3085.06 seconds)
Cbc0010I After 296 nodes, 119 on tree, 1e+50 best solution, best possible 0 (3089.20 seconds)
Cbc0010I After 297 nodes, 119 on tree, 1e+50 best solution, best possible 0 (3090.37 seconds)
Cbc0010I After 298 nodes, 119 on tree, 1e+50 best solution, best possible 0 (3093.79 seconds)
Cbc0010I After 299 nodes, 119 on tree, 1e+50 best solution, best possible 0 (3094.72 seconds)
Cbc0010I After 300 nodes, 119 on tree, 1e+50 best solution, best possible 0 (3100.57 seconds)
Cbc0010I After 301 nodes, 118 on tree, 1e+50 best solution, best possible 0 (3102.14 seconds)
Cbc0010I After 302 nodes, 119 on tree, 1e+50 best solution, best possible 0 (3108.22 seconds)
Cbc0010I After 303 nodes, 119 on tree, 1e+50 best solution, best possible 0 (3109.73 seconds)
Cbc0010I After 304 nodes, 119 on tree, 1e+50 best solution, best possible 0 (3115.76 seconds)
Cbc0010I After 305 nodes, 120 on tree, 1e+50 best solution, best possible 0 (3120.69 seconds)
Cbc0010I After 306 nodes, 119 on tree, 1e+50 best solution, best possible 0 (3122.15 seconds)
Cbc0010I After 307 nodes, 120 on tree, 1e+50 best solution, best possible 0 (3126.22 seconds)
Cbc0010I After 308 nodes, 120 on tree, 1e+50 best solution, best possible 0 (3129.58 seconds)
Cbc0010I After 309 nodes, 120 on tree, 1e+50 best solution, best possible 0 (3131.70 seconds)
Cbc0010I After 310 nodes, 120 on tree, 1e+50 best solution, best possible 0 (3133.79 seconds)
Cbc0010I After 311 nodes, 120 on tree, 1e+50 best solution, best possible 0 (3135.50 seconds)
Cbc0010I After 312 nodes, 119 on tree, 1e+50 best solution, best possible 0 (3138.77 seconds)
Cbc0010I After 313 nodes, 120 on tree, 1e+50 best solution, best possible 0 (3141.87 seconds)
Cbc0010I After 314 nodes, 119 on tree, 1e+50 best solution, best possible 0 (3143.12 seconds)
Cbc0010I After 315 nodes, 120 on tree, 1e+50 best solution, best possible 0 (3148.22 seconds)
Cbc0010I After 316 nodes, 120 on tree, 1e+50 best solution, best possible 0 (3149.71 seconds)
Cbc0010I After 317 nodes, 120 on tree, 1e+50 best solution, best possible 0 (3154.18 seconds)
Cbc0010I After 318 nodes, 121 on tree, 1e+50 best solution, best possible 0 (3158.22 seconds)
Cbc0010I After 319 nodes, 120 on tree, 1e+50 best solution, best possible 0 (3159.53 seconds)
Cbc0010I After 320 nodes, 119 on tree, 1e+50 best solution, best possible 0 (3160.70 seconds)
Cbc0010I After 321 nodes, 118 on tree, 1e+50 best solution, best possible 0 (3161.62 seconds)
Cbc0010I After 322 nodes, 119 on tree, 1e+50 best solution, best possible 0 (3165.54 seconds)
Cbc0010I After 323 nodes, 120 on tree, 1e+50 best solution, best possible 0 (3168.94 seconds)
Cbc0010I After 324 nodes, 120 on tree, 1e+50 best solution, best possible 0 (3170.27 seconds)
Cbc0010I After 325 nodes, 120 on tree, 1e+50 best solution, best possible 0 (3175.97 seconds)
Cbc0010I After 326 nodes, 120 on tree, 1e+50 best solution, best possible 0 (3176.67 seconds)
Cbc0010I After 327 nodes, 120 on tree, 1e+50 best solution, best possible 0 (3180.91 seconds)
Cbc0010I After 328 nodes, 121 on tree, 1e+50 best solution, best possible 0 (3184.57 seconds)
Cbc0010I After 329 nodes, 122 on tree, 1e+50 best solution, best possible 0 (3190.56 seconds)
Cbc0010I After 330 nodes, 123 on tree, 1e+50 best solution, best possible 0 (3200.69 seconds)
Cbc0010I After 331 nodes, 123 on tree, 1e+50 best solution, best possible 0 (3209.35 seconds)
Cbc0010I After 332 nodes, 122 on tree, 1e+50 best solution, best possible 0 (3210.44 seconds)
Cbc0010I After 333 nodes, 122 on tree, 1e+50 best solution, best possible 0 (3215.92 seconds)
Cbc0010I After 334 nodes, 123 on tree, 1e+50 best solution, best possible 0 (3232.58 seconds)
Cbc0010I After 335 nodes, 122 on tree, 1e+50 best solution, best possible 0 (3234.76 seconds)
Cbc0010I After 336 nodes, 121 on tree, 1e+50 best solution, best possible 0 (3236.74 seconds)
Cbc0010I After 337 nodes, 120 on tree, 1e+50 best solution, best possible 0 (3239.56 seconds)
Cbc0010I After 338 nodes, 120 on tree, 1e+50 best solution, best possible 0 (3245.31 seconds)
Cbc0010I After 339 nodes, 120 on tree, 1e+50 best solution, best possible 0 (3248.35 seconds)
Cbc0010I After 340 nodes, 119 on tree, 1e+50 best solution, best possible 0 (3249.32 seconds)
Cbc0010I After 341 nodes, 119 on tree, 1e+50 best solution, best possible 0 (3254.34 seconds)
Cbc0010I After 342 nodes, 120 on tree, 1e+50 best solution, best possible 0 (3261.45 seconds)
Cbc0010I After 343 nodes, 119 on tree, 1e+50 best solution, best possible 0 (3262.23 seconds)
Cbc0010I After 345 nodes, 118 on tree, 1e+50 best solution, best possible 0 (3266.07 seconds)
Cbc0010I After 346 nodes, 119 on tree, 1e+50 best solution, best possible 0 (3276.36 seconds)
Cbc0010I After 347 nodes, 120 on tree, 1e+50 best solution, best possible 0 (3282.09 seconds)
Cbc0010I After 348 nodes, 121 on tree, 1e+50 best solution, best possible 0 (3285.24 seconds)
Cbc0010I After 350 nodes, 120 on tree, 1e+50 best solution, best possible 0 (3286.52 seconds)
Cbc0010I After 352 nodes, 118 on tree, 1e+50 best solution, best possible 0 (3290.48 seconds)
Cbc0010I After 353 nodes, 117 on tree, 1e+50 best solution, best possible 0 (3292.20 seconds)
Cbc0010I After 354 nodes, 118 on tree, 1e+50 best solution, best possible 0 (3299.61 seconds)
Cbc0010I After 355 nodes, 119 on tree, 1e+50 best solution, best possible 0 (3305.76 seconds)
Cbc0010I After 356 nodes, 120 on tree, 1e+50 best solution, best possible 0 (3313.82 seconds)
Cbc0010I After 357 nodes, 119 on tree, 1e+50 best solution, best possible 0 (3316.11 seconds)
Cbc0010I After 358 nodes, 119 on tree, 1e+50 best solution, best possible 0 (3327.55 seconds)
Cbc0010I After 359 nodes, 119 on tree, 1e+50 best solution, best possible 0 (3337.72 seconds)
Cbc0010I After 360 nodes, 120 on tree, 1e+50 best solution, best possible 0 (3344.38 seconds)
Cbc0010I After 361 nodes, 121 on tree, 1e+50 best solution, best possible 0 (3348.73 seconds)
Cbc0010I After 362 nodes, 122 on tree, 1e+50 best solution, best possible 0 (3352.36 seconds)
Cbc0010I After 363 nodes, 122 on tree, 1e+50 best solution, best possible 0 (3357.98 seconds)
Cbc0010I After 364 nodes, 123 on tree, 1e+50 best solution, best possible 0 (3360.73 seconds)
Cbc0010I After 365 nodes, 124 on tree, 1e+50 best solution, best possible 0 (3366.36 seconds)
Cbc0010I After 367 nodes, 123 on tree, 1e+50 best solution, best possible 0 (3372.66 seconds)
Cbc0010I After 368 nodes, 124 on tree, 1e+50 best solution, best possible 0 (3377.61 seconds)
Cbc0010I After 370 nodes, 124 on tree, 1e+50 best solution, best possible 0 (3380.06 seconds)
Cbc0010I After 371 nodes, 124 on tree, 1e+50 best solution, best possible 0 (3383.43 seconds)
Cbc0010I After 372 nodes, 125 on tree, 1e+50 best solution, best possible 0 (3386.93 seconds)
Cbc0010I After 373 nodes, 125 on tree, 1e+50 best solution, best possible 0 (3390.37 seconds)
Cbc0010I After 374 nodes, 126 on tree, 1e+50 best solution, best possible 0 (3391.48 seconds)
Cbc0010I After 375 nodes, 126 on tree, 1e+50 best solution, best possible 0 (3394.95 seconds)
Cbc0010I After 376 nodes, 127 on tree, 1e+50 best solution, best possible 0 (3396.56 seconds)
Cbc0010I After 377 nodes, 128 on tree, 1e+50 best solution, best possible 0 (3398.65 seconds)
Cbc0010I After 378 nodes, 129 on tree, 1e+50 best solution, best possible 0 (3400.03 seconds)
Cbc0010I After 379 nodes, 130 on tree, 1e+50 best solution, best possible 0 (3401.87 seconds)
Cbc0010I After 380 nodes, 131 on tree, 1e+50 best solution, best possible 0 (3405.33 seconds)
Cbc0010I After 381 nodes, 132 on tree, 1e+50 best solution, best possible 0 (3406.87 seconds)
Cbc0010I After 382 nodes, 133 on tree, 1e+50 best solution, best possible 0 (3408.14 seconds)
Cbc0010I After 383 nodes, 134 on tree, 1e+50 best solution, best possible 0 (3409.17 seconds)
Cbc0010I After 384 nodes, 135 on tree, 1e+50 best solution, best possible 0 (3410.36 seconds)
Cbc0010I After 385 nodes, 136 on tree, 1e+50 best solution, best possible 0 (3412.62 seconds)
Cbc0010I After 386 nodes, 137 on tree, 1e+50 best solution, best possible 0 (3413.60 seconds)
Cbc0010I After 387 nodes, 137 on tree, 1e+50 best solution, best possible 0 (3415.31 seconds)
Cbc0010I After 388 nodes, 138 on tree, 1e+50 best solution, best possible 0 (3416.36 seconds)
Cbc0010I After 390 nodes, 140 on tree, 1e+50 best solution, best possible 0 (3417.80 seconds)
Cbc0010I After 391 nodes, 141 on tree, 1e+50 best solution, best possible 0 (3420.32 seconds)
Cbc0010I After 392 nodes, 141 on tree, 1e+50 best solution, best possible 0 (3422.48 seconds)
Cbc0010I After 393 nodes, 141 on tree, 1e+50 best solution, best possible 0 (3423.86 seconds)
Cbc0010I After 394 nodes, 141 on tree, 1e+50 best solution, best possible 0 (3424.88 seconds)
Cbc0010I After 395 nodes, 141 on tree, 1e+50 best solution, best possible 0 (3425.92 seconds)
Cbc0010I After 396 nodes, 142 on tree, 1e+50 best solution, best possible 0 (3426.75 seconds)
Cbc0010I After 397 nodes, 143 on tree, 1e+50 best solution, best possible 0 (3427.47 seconds)
Cbc0010I After 398 nodes, 144 on tree, 1e+50 best solution, best possible 0 (3431.05 seconds)
Cbc0010I After 399 nodes, 144 on tree, 1e+50 best solution, best possible 0 (3433.90 seconds)
Cbc0010I After 400 nodes, 144 on tree, 1e+50 best solution, best possible 0 (3434.84 seconds)
Cbc0010I After 401 nodes, 145 on tree, 1e+50 best solution, best possible 0 (3436.89 seconds)
Cbc0010I After 402 nodes, 145 on tree, 1e+50 best solution, best possible 0 (3439.18 seconds)
Cbc0010I After 403 nodes, 146 on tree, 1e+50 best solution, best possible 0 (3440.16 seconds)
Cbc0010I After 405 nodes, 148 on tree, 1e+50 best solution, best possible 0 (3441.73 seconds)
Cbc0010I After 406 nodes, 149 on tree, 1e+50 best solution, best possible 0 (3442.63 seconds)
Cbc0010I After 407 nodes, 150 on tree, 1e+50 best solution, best possible 0 (3443.75 seconds)
Cbc0010I After 408 nodes, 151 on tree, 1e+50 best solution, best possible 0 (3444.86 seconds)
Cbc0010I After 409 nodes, 152 on tree, 1e+50 best solution, best possible 0 (3446.57 seconds)
Cbc0010I After 410 nodes, 153 on tree, 1e+50 best solution, best possible 0 (3447.57 seconds)
Cbc0010I After 411 nodes, 154 on tree, 1e+50 best solution, best possible 0 (3448.84 seconds)
Cbc0010I After 412 nodes, 154 on tree, 1e+50 best solution, best possible 0 (3449.87 seconds)
Cbc0010I After 413 nodes, 154 on tree, 1e+50 best solution, best possible 0 (3451.46 seconds)
Cbc0010I After 414 nodes, 154 on tree, 1e+50 best solution, best possible 0 (3452.73 seconds)
Cbc0010I After 415 nodes, 155 on tree, 1e+50 best solution, best possible 0 (3454.26 seconds)
Cbc0010I After 416 nodes, 155 on tree, 1e+50 best solution, best possible 0 (3455.23 seconds)
Cbc0010I After 417 nodes, 156 on tree, 1e+50 best solution, best possible 0 (3457.02 seconds)
Cbc0010I After 418 nodes, 157 on tree, 1e+50 best solution, best possible 0 (3457.98 seconds)
