Welcome to the CBC MILP Solver
Version: Devel (unstable)
Build Date: Apr 26 2022
command line - -import /home/danilo/cbc-test-set/methanosarcina.mps.gz -timeM elapsed -seconds 10800 -solve -solu sol-final-knap/methanosarcina.txt -quit (default strategy 1)
At line 1 NAME           methanosarcina
At line 2 ROWS
At line 14608 COLUMNS
At line 65725 RHS
At line 75818 BOUNDS
At line 83749 ENDATA
Problem methanosarcina has 14604 rows, 7930 columns and 43812 elements
Coin0008I methanosarcina read with 0 errors
seconds was changed from 1e+08 to 10800
Continuous objective value is 0 - 9.41004 seconds
Cgl0004I processed model has 14604 rows, 7930 columns (7930 integer (7930 of which binary)) and 43812 elements
Coin3009W Conflict graph built in 0.012 seconds, density: 0.006%
Cgl0015I Clique Strengthening extended 0 cliques, 0 were dominated
Cbc0045I Cutoff increment increased from 0.0001 to 0.9999
Cbc0038I Initial state - 626 integers unsatisfied sum - 313
Cbc0038I Pass   1: (10.85 seconds) suminf.  310.50000 (621) obj. 6.5 iterations 502
Cbc0038I Pass   2: (10.98 seconds) suminf.  304.00000 (608) obj. 13 iterations 39
Cbc0038I Pass   3: (11.09 seconds) suminf.  304.00000 (608) obj. 13 iterations 10
Cbc0038I Pass   4: (11.22 seconds) suminf.  304.00000 (608) obj. 13 iterations 48
Cbc0038I Pass   5: (11.95 seconds) suminf.  304.00000 (608) obj. 13 iterations 734
Cbc0038I Pass   6: (12.34 seconds) suminf.  304.00000 (608) obj. 13 iterations 434
Cbc0038I Pass   7: (12.63 seconds) suminf.  304.00000 (608) obj. 13 iterations 350
Cbc0038I Pass   8: (12.94 seconds) suminf.  304.00000 (608) obj. 13 iterations 358
Cbc0038I Pass   9: (13.31 seconds) suminf.  304.00000 (608) obj. 13 iterations 369
Cbc0038I Pass  10: (13.69 seconds) suminf.  304.00000 (608) obj. 13 iterations 422
Cbc0038I Pass  11: (13.95 seconds) suminf.  304.00000 (608) obj. 13 iterations 377
Cbc0038I Pass  12: (14.29 seconds) suminf.  304.00000 (608) obj. 13 iterations 381
Cbc0038I Pass  13: (14.65 seconds) suminf.  304.00000 (608) obj. 13 iterations 395
Cbc0038I Pass  14: (15.02 seconds) suminf.  304.00000 (608) obj. 13 iterations 422
Cbc0038I Pass  15: (15.36 seconds) suminf.  304.00000 (608) obj. 13 iterations 381
Cbc0038I Pass  16: (15.90 seconds) suminf.  304.00000 (608) obj. 13 iterations 439
Cbc0038I Pass  17: (16.24 seconds) suminf.  304.00000 (608) obj. 13 iterations 406
Cbc0038I Pass  18: (16.85 seconds) suminf.  304.00000 (608) obj. 13 iterations 480
Cbc0038I Pass  19: (17.18 seconds) suminf.  304.00000 (608) obj. 13 iterations 387
Cbc0038I Pass  20: (17.41 seconds) suminf.  304.00000 (608) obj. 13 iterations 357
Cbc0038I Pass  21: (17.72 seconds) suminf.  304.00000 (608) obj. 13 iterations 435
Cbc0038I Pass  22: (18.06 seconds) suminf.  304.00000 (608) obj. 13 iterations 385
Cbc0038I Pass  23: (18.32 seconds) suminf.  304.00000 (608) obj. 13 iterations 379
Cbc0038I Pass  24: (18.74 seconds) suminf.  304.00000 (608) obj. 13 iterations 403
Cbc0038I Pass  25: (19.13 seconds) suminf.  304.00000 (608) obj. 13 iterations 409
Cbc0038I Pass  26: (19.50 seconds) suminf.  304.00000 (608) obj. 13 iterations 400
Cbc0038I Pass  27: (19.94 seconds) suminf.  304.00000 (608) obj. 13 iterations 445
Cbc0038I Pass  28: (20.46 seconds) suminf.  304.00000 (608) obj. 13 iterations 471
Cbc0038I Pass  29: (20.92 seconds) suminf.  304.00000 (608) obj. 13 iterations 445
Cbc0038I Pass  30: (21.25 seconds) suminf.  304.00000 (608) obj. 13 iterations 403
Cbc0038I No solution found this major pass
Cbc0038I Before mini branch and bound, 7291 integers at bound fixed and 0 continuous
Cbc0038I Mini branch and bound did not improve solution (21.50 seconds)
Cbc0038I After 21.50 seconds - Feasibility pump exiting - took 11.18 seconds
Cbc0031I 518 added rows had average density of 11.353282
Cbc0013I At root node, 518 cuts changed objective from 0 to 205.19695 in 50 passes
Cbc0014I Cut generator 0 (Probing) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 1.451 seconds - new frequency is -100
Cbc0014I Cut generator 1 (Gomory) - 33027 row cuts average 45.1 elements, 0 column cuts (0 active)  in 13.237 seconds - new frequency is 1
Cbc0014I Cut generator 2 (Knapsack) - 2 row cuts average 3.0 elements, 0 column cuts (0 active)  in 2.857 seconds - new frequency is -100
Cbc0014I Cut generator 3 (liftKnapsack) - 5 row cuts average 7.6 elements, 0 column cuts (0 active)  in 84.524 seconds - new frequency is -100
Cbc0014I Cut generator 4 (Clique) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.007 seconds - new frequency is -100
Cbc0014I Cut generator 5 (OddWheel) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.011 seconds - new frequency is -100
Cbc0014I Cut generator 6 (MixedIntegerRounding2) - 3 row cuts average 25.7 elements, 0 column cuts (0 active)  in 2.990 seconds - new frequency is -100
Cbc0014I Cut generator 7 (FlowCover) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.169 seconds - new frequency is -100
Cbc0014I Cut generator 8 (TwoMirCuts) - 3736 row cuts average 12.7 elements, 0 column cuts (0 active)  in 4.437 seconds - new frequency is 1
Cbc0014I Cut generator 9 (ZeroHalf) - 3774 row cuts average 12.6 elements, 0 column cuts (0 active)  in 79.832 seconds - new frequency is 1
Cbc0010I After 0 nodes, 1 on tree, 1e+50 best solution, best possible 205.19695 (283.14 seconds)
Cbc0010I After 162 nodes, 85 on tree, 1e+50 best solution, best possible 205.19695 (2620.06 seconds)
Cbc0010I After 163 nodes, 86 on tree, 1e+50 best solution, best possible 205.19695 (2634.12 seconds)
Cbc0010I After 164 nodes, 87 on tree, 1e+50 best solution, best possible 205.19695 (2648.42 seconds)
Cbc0010I After 165 nodes, 88 on tree, 1e+50 best solution, best possible 205.19695 (2664.15 seconds)
Cbc0010I After 166 nodes, 88 on tree, 1e+50 best solution, best possible 205.19695 (2678.09 seconds)
Cbc0010I After 167 nodes, 89 on tree, 1e+50 best solution, best possible 205.19695 (2692.59 seconds)
Cbc0010I After 168 nodes, 89 on tree, 1e+50 best solution, best possible 205.19695 (2713.35 seconds)
Cbc0010I After 169 nodes, 89 on tree, 1e+50 best solution, best possible 205.19695 (2728.00 seconds)
Cbc0010I After 170 nodes, 90 on tree, 1e+50 best solution, best possible 205.19695 (2743.91 seconds)
Cbc0010I After 171 nodes, 90 on tree, 1e+50 best solution, best possible 205.19695 (2765.22 seconds)
Cbc0010I After 172 nodes, 90 on tree, 1e+50 best solution, best possible 205.19695 (2783.09 seconds)
Cbc0010I After 173 nodes, 91 on tree, 1e+50 best solution, best possible 205.19695 (2797.39 seconds)
Cbc0010I After 174 nodes, 91 on tree, 1e+50 best solution, best possible 205.19695 (2817.37 seconds)
Cbc0010I After 175 nodes, 92 on tree, 1e+50 best solution, best possible 205.19695 (2832.67 seconds)
Cbc0010I After 176 nodes, 92 on tree, 1e+50 best solution, best possible 205.19695 (2847.37 seconds)
Cbc0010I After 177 nodes, 93 on tree, 1e+50 best solution, best possible 205.19695 (2863.33 seconds)
Cbc0010I After 178 nodes, 93 on tree, 1e+50 best solution, best possible 205.19695 (2876.93 seconds)
Cbc0010I After 179 nodes, 94 on tree, 1e+50 best solution, best possible 205.19695 (2892.26 seconds)
Cbc0010I After 180 nodes, 94 on tree, 1e+50 best solution, best possible 205.19695 (2911.03 seconds)
Cbc0010I After 181 nodes, 95 on tree, 1e+50 best solution, best possible 205.19695 (2925.96 seconds)
Cbc0010I After 182 nodes, 96 on tree, 1e+50 best solution, best possible 205.19695 (2942.08 seconds)
Cbc0010I After 183 nodes, 96 on tree, 1e+50 best solution, best possible 205.19695 (2962.55 seconds)
Cbc0010I After 184 nodes, 96 on tree, 1e+50 best solution, best possible 205.19695 (2984.22 seconds)
Cbc0010I After 185 nodes, 97 on tree, 1e+50 best solution, best possible 205.19695 (2999.78 seconds)
Cbc0010I After 186 nodes, 97 on tree, 1e+50 best solution, best possible 205.19695 (3016.17 seconds)
Cbc0010I After 187 nodes, 98 on tree, 1e+50 best solution, best possible 205.19695 (3030.87 seconds)
Cbc0010I After 188 nodes, 98 on tree, 1e+50 best solution, best possible 205.19695 (3050.14 seconds)
Cbc0010I After 189 nodes, 99 on tree, 1e+50 best solution, best possible 205.19695 (3066.66 seconds)
Cbc0010I After 190 nodes, 99 on tree, 1e+50 best solution, best possible 205.19695 (3087.14 seconds)
Cbc0010I After 191 nodes, 100 on tree, 1e+50 best solution, best possible 205.19695 (3101.26 seconds)
Cbc0010I After 192 nodes, 100 on tree, 1e+50 best solution, best possible 205.19695 (3127.24 seconds)
Cbc0010I After 193 nodes, 101 on tree, 1e+50 best solution, best possible 205.19695 (3142.66 seconds)
Cbc0010I After 194 nodes, 102 on tree, 1e+50 best solution, best possible 205.19695 (3157.89 seconds)
Cbc0010I After 195 nodes, 102 on tree, 1e+50 best solution, best possible 205.19695 (3179.92 seconds)
Cbc0010I After 196 nodes, 102 on tree, 1e+50 best solution, best possible 205.19695 (3202.20 seconds)
Cbc0010I After 197 nodes, 103 on tree, 1e+50 best solution, best possible 205.19695 (3217.12 seconds)
Cbc0010I After 198 nodes, 103 on tree, 1e+50 best solution, best possible 205.19695 (3236.23 seconds)
Cbc0010I After 199 nodes, 104 on tree, 1e+50 best solution, best possible 205.19695 (3252.90 seconds)
Cbc0010I After 200 nodes, 104 on tree, 1e+50 best solution, best possible 205.19695 (3272.61 seconds)
Cbc0010I After 201 nodes, 105 on tree, 1e+50 best solution, best possible 205.19695 (3288.52 seconds)
Cbc0010I After 202 nodes, 105 on tree, 1e+50 best solution, best possible 205.19695 (3304.13 seconds)
Cbc0010I After 203 nodes, 106 on tree, 1e+50 best solution, best possible 205.19695 (3319.23 seconds)
Cbc0010I After 204 nodes, 106 on tree, 1e+50 best solution, best possible 205.19695 (3342.43 seconds)
Cbc0010I After 205 nodes, 107 on tree, 1e+50 best solution, best possible 205.19695 (3358.49 seconds)
Cbc0010I After 206 nodes, 107 on tree, 1e+50 best solution, best possible 205.19695 (3377.86 seconds)
Cbc0010I After 207 nodes, 108 on tree, 1e+50 best solution, best possible 205.19695 (3396.64 seconds)
Cbc0010I After 208 nodes, 108 on tree, 1e+50 best solution, best possible 205.19695 (3411.16 seconds)
Cbc0010I After 209 nodes, 109 on tree, 1e+50 best solution, best possible 205.19695 (3424.62 seconds)
Cbc0010I After 210 nodes, 110 on tree, 1e+50 best solution, best possible 205.19695 (3440.15 seconds)
Cbc0010I After 211 nodes, 110 on tree, 1e+50 best solution, best possible 205.19695 (3459.32 seconds)
Cbc0010I After 212 nodes, 110 on tree, 1e+50 best solution, best possible 205.19695 (3479.61 seconds)
Cbc0010I After 213 nodes, 111 on tree, 1e+50 best solution, best possible 205.19695 (3497.78 seconds)
Cbc0010I After 214 nodes, 111 on tree, 1e+50 best solution, best possible 205.19695 (3513.93 seconds)
Cbc0010I After 215 nodes, 112 on tree, 1e+50 best solution, best possible 205.19695 (3529.63 seconds)
Cbc0010I After 216 nodes, 112 on tree, 1e+50 best solution, best possible 205.19695 (3546.01 seconds)
Cbc0010I After 217 nodes, 113 on tree, 1e+50 best solution, best possible 205.19695 (3560.55 seconds)
Cbc0010I After 218 nodes, 113 on tree, 1e+50 best solution, best possible 205.19695 (3568.21 seconds)
Cbc0010I After 219 nodes, 114 on tree, 1e+50 best solution, best possible 205.19695 (3585.57 seconds)
Cbc0010I After 220 nodes, 114 on tree, 1e+50 best solution, best possible 205.19695 (3593.66 seconds)
Cbc0010I After 221 nodes, 115 on tree, 1e+50 best solution, best possible 205.19695 (3609.45 seconds)
Cbc0010I After 222 nodes, 115 on tree, 1e+50 best solution, best possible 205.19695 (3625.04 seconds)
Cbc0010I After 223 nodes, 116 on tree, 1e+50 best solution, best possible 205.19695 (3639.94 seconds)
Cbc0010I After 224 nodes, 116 on tree, 1e+50 best solution, best possible 205.19695 (3648.82 seconds)
Cbc0010I After 225 nodes, 117 on tree, 1e+50 best solution, best possible 205.19695 (3666.87 seconds)
Cbc0010I After 226 nodes, 117 on tree, 1e+50 best solution, best possible 205.19695 (3685.99 seconds)
Cbc0010I After 227 nodes, 118 on tree, 1e+50 best solution, best possible 205.19695 (3700.29 seconds)
Cbc0010I After 228 nodes, 119 on tree, 1e+50 best solution, best possible 205.19695 (3717.40 seconds)
Cbc0010I After 229 nodes, 119 on tree, 1e+50 best solution, best possible 205.19695 (3723.04 seconds)
Cbc0010I After 230 nodes, 120 on tree, 1e+50 best solution, best possible 205.19695 (3737.92 seconds)
Cbc0010I After 231 nodes, 120 on tree, 1e+50 best solution, best possible 205.19695 (3763.18 seconds)
Cbc0010I After 232 nodes, 120 on tree, 1e+50 best solution, best possible 205.19695 (3782.46 seconds)
Cbc0010I After 233 nodes, 121 on tree, 1e+50 best solution, best possible 205.19695 (3798.07 seconds)
Cbc0010I After 234 nodes, 121 on tree, 1e+50 best solution, best possible 205.19695 (3824.31 seconds)
Cbc0010I After 235 nodes, 122 on tree, 1e+50 best solution, best possible 205.19695 (3839.29 seconds)
Cbc0010I After 236 nodes, 123 on tree, 1e+50 best solution, best possible 205.19695 (3854.52 seconds)
Cbc0010I After 237 nodes, 123 on tree, 1e+50 best solution, best possible 205.19695 (3875.41 seconds)
Cbc0010I After 238 nodes, 124 on tree, 1e+50 best solution, best possible 205.19695 (3890.43 seconds)
Cbc0010I After 239 nodes, 124 on tree, 1e+50 best solution, best possible 205.19695 (3912.46 seconds)
Cbc0010I After 240 nodes, 125 on tree, 1e+50 best solution, best possible 205.19695 (3928.82 seconds)
Cbc0010I After 241 nodes, 125 on tree, 1e+50 best solution, best possible 205.19695 (3949.08 seconds)
Cbc0010I After 242 nodes, 125 on tree, 1e+50 best solution, best possible 205.19695 (3969.06 seconds)
Cbc0010I After 243 nodes, 126 on tree, 1e+50 best solution, best possible 205.19695 (3984.55 seconds)
Cbc0010I After 244 nodes, 126 on tree, 1e+50 best solution, best possible 205.19695 (3999.04 seconds)
Cbc0010I After 245 nodes, 127 on tree, 1e+50 best solution, best possible 205.19695 (4014.06 seconds)
Cbc0010I After 246 nodes, 128 on tree, 1e+50 best solution, best possible 205.19695 (4030.60 seconds)
Cbc0010I After 247 nodes, 128 on tree, 1e+50 best solution, best possible 205.19695 (4052.46 seconds)
Cbc0010I After 248 nodes, 128 on tree, 1e+50 best solution, best possible 205.19695 (4067.52 seconds)
Cbc0010I After 249 nodes, 129 on tree, 1e+50 best solution, best possible 205.19695 (4085.79 seconds)
Cbc0010I After 250 nodes, 129 on tree, 1e+50 best solution, best possible 205.19695 (4109.44 seconds)
Cbc0010I After 251 nodes, 130 on tree, 1e+50 best solution, best possible 205.19695 (4123.88 seconds)
Cbc0010I After 252 nodes, 131 on tree, 1e+50 best solution, best possible 205.19695 (4142.11 seconds)
Cbc0010I After 253 nodes, 131 on tree, 1e+50 best solution, best possible 205.19695 (4157.89 seconds)
Cbc0010I After 254 nodes, 131 on tree, 1e+50 best solution, best possible 205.19695 (4177.88 seconds)
Cbc0010I After 255 nodes, 132 on tree, 1e+50 best solution, best possible 205.19695 (4197.84 seconds)
Cbc0010I After 256 nodes, 132 on tree, 1e+50 best solution, best possible 205.19695 (4213.67 seconds)
Cbc0010I After 257 nodes, 133 on tree, 1e+50 best solution, best possible 205.19695 (4229.66 seconds)
Cbc0010I After 258 nodes, 134 on tree, 1e+50 best solution, best possible 205.19695 (4245.64 seconds)
Cbc0010I After 259 nodes, 134 on tree, 1e+50 best solution, best possible 205.19695 (4268.25 seconds)
Cbc0010I After 260 nodes, 135 on tree, 1e+50 best solution, best possible 205.19695 (4283.82 seconds)
Cbc0010I After 261 nodes, 136 on tree, 1e+50 best solution, best possible 205.19695 (4295.57 seconds)
Cbc0010I After 262 nodes, 136 on tree, 1e+50 best solution, best possible 205.19695 (4309.51 seconds)
Cbc0010I After 263 nodes, 136 on tree, 1e+50 best solution, best possible 205.19695 (4329.86 seconds)
Cbc0010I After 264 nodes, 136 on tree, 1e+50 best solution, best possible 205.19695 (4345.46 seconds)
Cbc0010I After 265 nodes, 137 on tree, 1e+50 best solution, best possible 205.19695 (4359.84 seconds)
Cbc0010I After 266 nodes, 138 on tree, 1e+50 best solution, best possible 205.19695 (4376.22 seconds)
Cbc0010I After 267 nodes, 139 on tree, 1e+50 best solution, best possible 205.19695 (4392.98 seconds)
Cbc0010I After 268 nodes, 139 on tree, 1e+50 best solution, best possible 205.19695 (4401.28 seconds)
Cbc0010I After 269 nodes, 139 on tree, 1e+50 best solution, best possible 205.19695 (4414.93 seconds)
Cbc0010I After 270 nodes, 139 on tree, 1e+50 best solution, best possible 205.19695 (4434.73 seconds)
Cbc0010I After 271 nodes, 140 on tree, 1e+50 best solution, best possible 205.19695 (4450.21 seconds)
Cbc0010I After 272 nodes, 140 on tree, 1e+50 best solution, best possible 205.19695 (4465.58 seconds)
Cbc0010I After 273 nodes, 141 on tree, 1e+50 best solution, best possible 205.19695 (4481.35 seconds)
Cbc0010I After 274 nodes, 142 on tree, 1e+50 best solution, best possible 205.19695 (4495.80 seconds)
Cbc0010I After 275 nodes, 142 on tree, 1e+50 best solution, best possible 205.19695 (4517.98 seconds)
Cbc0010I After 276 nodes, 142 on tree, 1e+50 best solution, best possible 205.19695 (4534.27 seconds)
Cbc0010I After 277 nodes, 143 on tree, 1e+50 best solution, best possible 205.19695 (4550.81 seconds)
Cbc0010I After 278 nodes, 143 on tree, 1e+50 best solution, best possible 205.19695 (4574.47 seconds)
Cbc0010I After 279 nodes, 144 on tree, 1e+50 best solution, best possible 205.19695 (4593.27 seconds)
Cbc0010I After 280 nodes, 144 on tree, 1e+50 best solution, best possible 205.19695 (4611.04 seconds)
Cbc0010I After 281 nodes, 145 on tree, 1e+50 best solution, best possible 205.19695 (4623.73 seconds)
Cbc0010I After 282 nodes, 146 on tree, 1e+50 best solution, best possible 205.19695 (4639.38 seconds)
Cbc0010I After 283 nodes, 146 on tree, 1e+50 best solution, best possible 205.19695 (4660.84 seconds)
Cbc0010I After 284 nodes, 146 on tree, 1e+50 best solution, best possible 205.19695 (4676.42 seconds)
Cbc0010I After 285 nodes, 147 on tree, 1e+50 best solution, best possible 205.19695 (4699.77 seconds)
Cbc0010I After 286 nodes, 147 on tree, 1e+50 best solution, best possible 205.19695 (4718.15 seconds)
Cbc0010I After 287 nodes, 148 on tree, 1e+50 best solution, best possible 205.19695 (4733.86 seconds)
Cbc0010I After 288 nodes, 148 on tree, 1e+50 best solution, best possible 205.19695 (4750.12 seconds)
Cbc0010I After 289 nodes, 149 on tree, 1e+50 best solution, best possible 205.19695 (4765.86 seconds)
Cbc0010I After 290 nodes, 149 on tree, 1e+50 best solution, best possible 205.19695 (4786.13 seconds)
Cbc0010I After 291 nodes, 150 on tree, 1e+50 best solution, best possible 205.19695 (4801.71 seconds)
Cbc0010I After 292 nodes, 151 on tree, 1e+50 best solution, best possible 205.19695 (4816.78 seconds)
Cbc0010I After 293 nodes, 152 on tree, 1e+50 best solution, best possible 205.19695 (4830.20 seconds)
Cbc0010I After 294 nodes, 153 on tree, 1e+50 best solution, best possible 205.19695 (4846.07 seconds)
Cbc0010I After 295 nodes, 153 on tree, 1e+50 best solution, best possible 205.19695 (4861.88 seconds)
Cbc0010I After 296 nodes, 154 on tree, 1e+50 best solution, best possible 205.19695 (4877.07 seconds)
Cbc0010I After 297 nodes, 155 on tree, 1e+50 best solution, best possible 205.19695 (4892.43 seconds)
Cbc0010I After 298 nodes, 155 on tree, 1e+50 best solution, best possible 205.19695 (4906.37 seconds)
Cbc0010I After 299 nodes, 156 on tree, 1e+50 best solution, best possible 205.19695 (4922.19 seconds)
Cbc0010I After 300 nodes, 156 on tree, 1e+50 best solution, best possible 205.19695 (4938.62 seconds)
Cbc0010I After 301 nodes, 156 on tree, 1e+50 best solution, best possible 205.19695 (4952.79 seconds)
Cbc0010I After 302 nodes, 157 on tree, 1e+50 best solution, best possible 205.19695 (4967.68 seconds)
Cbc0010I After 303 nodes, 158 on tree, 1e+50 best solution, best possible 205.19695 (4981.34 seconds)
Cbc0010I After 304 nodes, 158 on tree, 1e+50 best solution, best possible 205.19695 (4986.42 seconds)
Cbc0010I After 305 nodes, 159 on tree, 1e+50 best solution, best possible 205.19695 (4991.89 seconds)
Cbc0010I After 306 nodes, 160 on tree, 1e+50 best solution, best possible 205.19695 (5013.38 seconds)
Cbc0010I After 307 nodes, 160 on tree, 1e+50 best solution, best possible 205.19695 (5034.79 seconds)
Cbc0010I After 308 nodes, 160 on tree, 1e+50 best solution, best possible 205.19695 (5049.46 seconds)
Cbc0010I After 309 nodes, 161 on tree, 1e+50 best solution, best possible 205.19695 (5064.68 seconds)
Cbc0010I After 310 nodes, 161 on tree, 1e+50 best solution, best possible 205.19695 (5078.15 seconds)
Cbc0010I After 311 nodes, 162 on tree, 1e+50 best solution, best possible 205.19695 (5092.77 seconds)
Cbc0010I After 312 nodes, 163 on tree, 1e+50 best solution, best possible 205.19695 (5116.49 seconds)
Cbc0010I After 313 nodes, 163 on tree, 1e+50 best solution, best possible 205.19695 (5137.29 seconds)
Cbc0010I After 314 nodes, 163 on tree, 1e+50 best solution, best possible 205.19695 (5150.95 seconds)
Cbc0010I After 315 nodes, 164 on tree, 1e+50 best solution, best possible 205.19695 (5167.04 seconds)
Cbc0010I After 316 nodes, 164 on tree, 1e+50 best solution, best possible 205.19695 (5181.24 seconds)
Cbc0010I After 317 nodes, 165 on tree, 1e+50 best solution, best possible 205.19695 (5201.56 seconds)
Cbc0010I After 318 nodes, 165 on tree, 1e+50 best solution, best possible 205.19695 (5226.39 seconds)
Cbc0010I After 319 nodes, 165 on tree, 1e+50 best solution, best possible 205.19695 (5239.96 seconds)
Cbc0010I After 320 nodes, 166 on tree, 1e+50 best solution, best possible 205.19695 (5260.78 seconds)
Cbc0010I After 321 nodes, 166 on tree, 1e+50 best solution, best possible 205.19695 (5283.09 seconds)
Cbc0010I After 322 nodes, 167 on tree, 1e+50 best solution, best possible 205.19695 (5299.56 seconds)
Cbc0010I After 323 nodes, 167 on tree, 1e+50 best solution, best possible 205.19695 (5312.83 seconds)
Cbc0010I After 324 nodes, 168 on tree, 1e+50 best solution, best possible 205.19695 (5335.45 seconds)
Cbc0010I After 325 nodes, 168 on tree, 1e+50 best solution, best possible 205.19695 (5354.29 seconds)
Cbc0010I After 326 nodes, 168 on tree, 1e+50 best solution, best possible 205.19695 (5368.62 seconds)
Cbc0010I After 327 nodes, 169 on tree, 1e+50 best solution, best possible 205.19695 (5389.84 seconds)
Cbc0010I After 328 nodes, 169 on tree, 1e+50 best solution, best possible 205.19695 (5403.11 seconds)
Cbc0010I After 329 nodes, 170 on tree, 1e+50 best solution, best possible 205.19695 (5417.97 seconds)
Cbc0010I After 330 nodes, 171 on tree, 1e+50 best solution, best possible 205.19695 (5439.55 seconds)
Cbc0010I After 331 nodes, 171 on tree, 1e+50 best solution, best possible 205.19695 (5460.88 seconds)
Cbc0010I After 332 nodes, 171 on tree, 1e+50 best solution, best possible 205.19695 (5475.98 seconds)
Cbc0010I After 333 nodes, 172 on tree, 1e+50 best solution, best possible 205.19695 (5490.18 seconds)
Cbc0010I After 334 nodes, 172 on tree, 1e+50 best solution, best possible 205.19695 (5505.75 seconds)
Cbc0010I After 335 nodes, 173 on tree, 1e+50 best solution, best possible 205.19695 (5516.73 seconds)
Cbc0010I After 336 nodes, 173 on tree, 1e+50 best solution, best possible 205.19695 (5525.31 seconds)
Cbc0010I After 337 nodes, 174 on tree, 1e+50 best solution, best possible 205.19695 (5549.78 seconds)
Cbc0010I After 338 nodes, 174 on tree, 1e+50 best solution, best possible 205.19695 (5574.12 seconds)
Cbc0010I After 339 nodes, 175 on tree, 1e+50 best solution, best possible 205.19695 (5597.84 seconds)
Cbc0010I After 340 nodes, 175 on tree, 1e+50 best solution, best possible 205.19695 (5612.88 seconds)
Cbc0010I After 341 nodes, 175 on tree, 1e+50 best solution, best possible 205.19695 (5627.80 seconds)
Cbc0010I After 342 nodes, 176 on tree, 1e+50 best solution, best possible 205.19695 (5650.91 seconds)
Cbc0010I After 343 nodes, 176 on tree, 1e+50 best solution, best possible 205.19695 (5673.06 seconds)
Cbc0010I After 344 nodes, 177 on tree, 1e+50 best solution, best possible 205.19695 (5688.28 seconds)
Cbc0010I After 345 nodes, 178 on tree, 1e+50 best solution, best possible 205.19695 (5707.65 seconds)
Cbc0010I After 346 nodes, 178 on tree, 1e+50 best solution, best possible 205.19695 (5721.73 seconds)
Cbc0010I After 347 nodes, 179 on tree, 1e+50 best solution, best possible 205.19695 (5742.20 seconds)
Cbc0010I After 348 nodes, 179 on tree, 1e+50 best solution, best possible 205.19695 (5760.39 seconds)
Cbc0010I After 349 nodes, 179 on tree, 1e+50 best solution, best possible 205.19695 (5781.33 seconds)
Cbc0010I After 350 nodes, 180 on tree, 1e+50 best solution, best possible 205.19695 (5796.74 seconds)
Cbc0010I After 351 nodes, 181 on tree, 1e+50 best solution, best possible 205.19695 (5819.04 seconds)
Cbc0010I After 352 nodes, 181 on tree, 1e+50 best solution, best possible 205.19695 (5835.67 seconds)
Cbc0010I After 353 nodes, 181 on tree, 1e+50 best solution, best possible 205.19695 (5849.61 seconds)
Cbc0010I After 354 nodes, 182 on tree, 1e+50 best solution, best possible 205.19695 (5871.23 seconds)
Cbc0010I After 355 nodes, 182 on tree, 1e+50 best solution, best possible 205.19695 (5892.43 seconds)
Cbc0010I After 356 nodes, 183 on tree, 1e+50 best solution, best possible 205.19695 (5907.58 seconds)
Cbc0010I After 357 nodes, 183 on tree, 1e+50 best solution, best possible 205.19695 (5931.11 seconds)
Cbc0010I After 358 nodes, 183 on tree, 1e+50 best solution, best possible 205.19695 (5952.26 seconds)
Cbc0010I After 359 nodes, 184 on tree, 1e+50 best solution, best possible 205.19695 (5966.06 seconds)
Cbc0010I After 360 nodes, 184 on tree, 1e+50 best solution, best possible 205.19695 (5994.93 seconds)
Cbc0010I After 361 nodes, 185 on tree, 1e+50 best solution, best possible 205.19695 (6010.71 seconds)
Cbc0010I After 362 nodes, 185 on tree, 1e+50 best solution, best possible 205.19695 (6031.36 seconds)
Cbc0010I After 363 nodes, 186 on tree, 1e+50 best solution, best possible 205.19695 (6046.98 seconds)
Cbc0010I After 364 nodes, 186 on tree, 1e+50 best solution, best possible 205.19695 (6067.31 seconds)
Cbc0010I After 365 nodes, 187 on tree, 1e+50 best solution, best possible 205.19695 (6083.10 seconds)
Cbc0010I After 366 nodes, 187 on tree, 1e+50 best solution, best possible 205.19695 (6098.55 seconds)
Cbc0010I After 367 nodes, 188 on tree, 1e+50 best solution, best possible 205.19695 (6114.47 seconds)
Cbc0010I After 368 nodes, 188 on tree, 1e+50 best solution, best possible 205.19695 (6133.77 seconds)
Cbc0010I After 369 nodes, 189 on tree, 1e+50 best solution, best possible 205.19695 (6159.82 seconds)
Cbc0010I After 370 nodes, 189 on tree, 1e+50 best solution, best possible 205.19695 (6182.57 seconds)
Cbc0010I After 371 nodes, 190 on tree, 1e+50 best solution, best possible 205.19695 (6196.79 seconds)
Cbc0010I After 372 nodes, 191 on tree, 1e+50 best solution, best possible 205.19695 (6218.81 seconds)
Cbc0010I After 373 nodes, 191 on tree, 1e+50 best solution, best possible 205.19695 (6241.08 seconds)
Cbc0010I After 374 nodes, 191 on tree, 1e+50 best solution, best possible 205.19695 (6255.85 seconds)
Cbc0010I After 375 nodes, 192 on tree, 1e+50 best solution, best possible 205.19695 (6279.35 seconds)
Cbc0010I After 376 nodes, 192 on tree, 1e+50 best solution, best possible 205.19695 (6300.58 seconds)
