Welcome to the CBC MILP Solver
Version: Devel (unstable)
Build Date: Apr 26 2022
command line - -import /home/danilo/cbc-test-set/neos-3402294-bobin.mps.gz -timeM elapsed -seconds 10800 -solve -solu sol-final-knap/neos-3402294-bobin.txt -quit (default strategy 1)
At line 1 NAME          neos-3402294-bobin
At line 2 ROWS
At line 591080 COLUMNS
At line 2625995 RHS
At line 3193048 BOUNDS
At line 3195665 ENDATA
Problem neos-3402294-bobin has 591076 rows, 2904 columns and 2034888 elements
Coin0008I neos-3402294-bobin read with 0 errors
seconds was changed from 1e+08 to 10800
Continuous objective value is 0 - 37.2852 seconds
Cgl0004I processed model has 33520 rows, 780 columns (768 integer (768 of which binary)) and 383340 elements
Coin3009W Conflict graph built in 0.016 seconds, density: 0.410%
Cgl0015I Clique Strengthening extended 0 cliques, 0 were dominated
Cbc0038I Initial state - 176 integers unsatisfied sum - 38.164
Cbc0038I Pass   1: (50.05 seconds) suminf.   25.74563 (117) obj. 0.170913 iterations 654
Cbc0038I Pass   2: (50.98 seconds) suminf.   24.54816 (112) obj. 0.191989 iterations 294
Cbc0038I Pass   3: (51.74 seconds) suminf.   23.80926 (113) obj. 0.181303 iterations 252
Cbc0038I Pass   4: (52.01 seconds) suminf.   23.20539 (113) obj. 0.204586 iterations 82
Cbc0038I Pass   5: (52.44 seconds) suminf.   22.55726 (112) obj. 0.225468 iterations 145
Cbc0038I Pass   6: (53.08 seconds) suminf.   21.32862 (100) obj. 0.236442 iterations 219
Cbc0038I Pass   7: (53.89 seconds) suminf.   20.96056 (98) obj. 0.24237 iterations 248
Cbc0038I Pass   8: (54.27 seconds) suminf.   20.74630 (109) obj. 0.242003 iterations 123
Cbc0038I Pass   9: (55.62 seconds) suminf.   20.40740 (99) obj. 0.305558 iterations 513
Cbc0038I Pass  10: (56.29 seconds) suminf.   19.26513 (99) obj. 0.259303 iterations 246
Cbc0038I Pass  11: (56.87 seconds) suminf.   16.71252 (84) obj. 0.281631 iterations 221
Cbc0038I Pass  12: (57.00 seconds) suminf.   15.43587 (80) obj. 0.301652 iterations 31
Cbc0038I Pass  13: (58.39 seconds) suminf.   17.15989 (86) obj. 0.348673 iterations 559
Cbc0038I Pass  14: (59.00 seconds) suminf.   13.63696 (82) obj. 0.347248 iterations 240
Cbc0038I Pass  15: (59.35 seconds) suminf.   12.13518 (82) obj. 0.335811 iterations 133
Cbc0038I Pass  16: (59.59 seconds) suminf.   11.88969 (86) obj. 0.338608 iterations 84
Cbc0038I Pass  17: (60.79 seconds) suminf.   12.47778 (58) obj. 0.307998 iterations 489
Cbc0038I Pass  18: (61.83 seconds) suminf.    9.68466 (63) obj. 0.29504 iterations 382
Cbc0038I Pass  19: (62.96 seconds) suminf.    8.53937 (50) obj. 0.310402 iterations 359
Cbc0038I Pass  20: (63.41 seconds) suminf.    7.51037 (43) obj. 0.311966 iterations 151
Cbc0038I Pass  21: (63.67 seconds) suminf.    7.43836 (41) obj. 0.325616 iterations 72
Cbc0038I Pass  22: (63.95 seconds) suminf.    7.37137 (53) obj. 0.303667 iterations 77
Cbc0038I Pass  23: (65.75 seconds) suminf.    8.00000 (27) obj. 0.282042 iterations 523
Cbc0038I Pass  24: (67.03 seconds) suminf.    6.00000 (22) obj. 0.276573 iterations 285
Cbc0038I Pass  25: (68.28 seconds) suminf.    6.00000 (20) obj. 0.277875 iterations 288
Cbc0038I Pass  26: (68.67 seconds) suminf.    5.50000 (20) obj. 0.277109 iterations 95
Cbc0038I Pass  27: (70.96 seconds) suminf.    5.66667 (15) obj. 0.3025 iterations 608
Cbc0038I Pass  28: (72.49 seconds) suminf.    4.66667 (17) obj. 0.319542 iterations 396
Cbc0038I Pass  29: (73.86 seconds) suminf.    4.33333 (15) obj. 0.354583 iterations 344
Cbc0038I Pass  30: (75.16 seconds) suminf.    4.00000 (13) obj. 0.354583 iterations 148
Cbc0038I No solution found this major pass
Cbc0038I Before mini branch and bound, 447 integers at bound fixed and 2 continuous
Cbc0038I Full problem 33520 rows 780 columns, reduced to 7181 rows 322 columns
Cbc0038I Mini branch and bound did not improve solution (98.47 seconds)
Cbc0038I Full problem 33521 rows 780 columns, reduced to 33521 rows 780 columns - too large
Cbc0038I After 109.30 seconds - Feasibility pump exiting - took 60.88 seconds
Cbc0031I 47 added rows had average density of 180.82979
Cbc0013I At root node, 47 cuts changed objective from 5.5511151e-16 to 0.06725 in 10 passes
Cbc0014I Cut generator 0 (Probing) - 2 row cuts average 14.0 elements, 0 column cuts (0 active)  in 5.560 seconds - new frequency is -100
Cbc0014I Cut generator 1 (Gomory) - 545 row cuts average 735.0 elements, 0 column cuts (0 active)  in 6.759 seconds - new frequency is 1
Cbc0014I Cut generator 2 (Knapsack) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.594 seconds - new frequency is -100
Cbc0014I Cut generator 3 (liftKnapsack) - 1 row cuts average 13.0 elements, 0 column cuts (0 active)  in 7.521 seconds - new frequency is -100
Cbc0014I Cut generator 4 (Clique) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.015 seconds - new frequency is -100
Cbc0014I Cut generator 5 (OddWheel) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.049 seconds - new frequency is -100
Cbc0014I Cut generator 6 (MixedIntegerRounding2) - 12 row cuts average 65.0 elements, 0 column cuts (0 active)  in 2.041 seconds - new frequency is -100
Cbc0014I Cut generator 7 (FlowCover) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.166 seconds - new frequency is -100
Cbc0014I Cut generator 8 (TwoMirCuts) - 64 row cuts average 55.0 elements, 0 column cuts (0 active)  in 3.929 seconds - new frequency is 1
Cbc0014I Cut generator 9 (ZeroHalf) - 353 row cuts average 11.0 elements, 0 column cuts (0 active)  in 49.324 seconds - new frequency is 1
Cbc0010I After 0 nodes, 1 on tree, 1e+50 best solution, best possible 0.06725 (254.40 seconds)
Cbc0010I After 166 nodes, 80 on tree, 1e+50 best solution, best possible 0.06725 (1152.77 seconds)
Cbc0010I After 168 nodes, 80 on tree, 1e+50 best solution, best possible 0.06725 (1158.63 seconds)
Cbc0010I After 169 nodes, 80 on tree, 1e+50 best solution, best possible 0.06725 (1165.03 seconds)
Cbc0010I After 170 nodes, 81 on tree, 1e+50 best solution, best possible 0.06725 (1170.56 seconds)
Cbc0010I After 171 nodes, 81 on tree, 1e+50 best solution, best possible 0.06725 (1176.13 seconds)
Cbc0010I After 172 nodes, 82 on tree, 1e+50 best solution, best possible 0.06725 (1183.77 seconds)
Cbc0010I After 173 nodes, 82 on tree, 1e+50 best solution, best possible 0.06725 (1189.49 seconds)
Cbc0010I After 174 nodes, 83 on tree, 1e+50 best solution, best possible 0.06725 (1195.19 seconds)
Cbc0010I After 175 nodes, 83 on tree, 1e+50 best solution, best possible 0.06725 (1200.78 seconds)
Cbc0010I After 176 nodes, 84 on tree, 1e+50 best solution, best possible 0.06725 (1206.99 seconds)
Cbc0010I After 178 nodes, 84 on tree, 1e+50 best solution, best possible 0.06725 (1212.79 seconds)
Cbc0010I After 179 nodes, 84 on tree, 1e+50 best solution, best possible 0.06725 (1218.63 seconds)
Cbc0010I After 180 nodes, 85 on tree, 1e+50 best solution, best possible 0.06725 (1224.45 seconds)
Cbc0010I After 181 nodes, 85 on tree, 1e+50 best solution, best possible 0.06725 (1230.14 seconds)
Cbc0010I After 182 nodes, 86 on tree, 1e+50 best solution, best possible 0.06725 (1236.07 seconds)
Cbc0010I After 183 nodes, 86 on tree, 1e+50 best solution, best possible 0.06725 (1241.73 seconds)
Cbc0010I After 184 nodes, 87 on tree, 1e+50 best solution, best possible 0.06725 (1247.41 seconds)
Cbc0010I After 185 nodes, 88 on tree, 1e+50 best solution, best possible 0.06725 (1258.89 seconds)
Cbc0010I After 186 nodes, 88 on tree, 1e+50 best solution, best possible 0.06725 (1264.38 seconds)
Cbc0010I After 187 nodes, 89 on tree, 1e+50 best solution, best possible 0.06725 (1270.11 seconds)
Cbc0010I After 188 nodes, 88 on tree, 1e+50 best solution, best possible 0.06725 (1281.55 seconds)
Cbc0010I After 189 nodes, 88 on tree, 1e+50 best solution, best possible 0.06725 (1287.68 seconds)
Cbc0010I After 190 nodes, 89 on tree, 1e+50 best solution, best possible 0.06725 (1293.03 seconds)
Cbc0010I After 191 nodes, 90 on tree, 1e+50 best solution, best possible 0.06725 (1298.96 seconds)
Cbc0010I After 192 nodes, 89 on tree, 1e+50 best solution, best possible 0.06725 (1304.48 seconds)
Cbc0010I After 193 nodes, 90 on tree, 1e+50 best solution, best possible 0.06725 (1310.83 seconds)
Cbc0010I After 194 nodes, 91 on tree, 1e+50 best solution, best possible 0.06725 (1322.05 seconds)
Cbc0010I After 195 nodes, 91 on tree, 1e+50 best solution, best possible 0.06725 (1327.80 seconds)
Cbc0010I After 196 nodes, 91 on tree, 1e+50 best solution, best possible 0.06725 (1333.30 seconds)
Cbc0010I After 197 nodes, 91 on tree, 1e+50 best solution, best possible 0.06725 (1345.49 seconds)
Cbc0010I After 199 nodes, 91 on tree, 1e+50 best solution, best possible 0.06725 (1351.59 seconds)
Cbc0010I After 200 nodes, 92 on tree, 1e+50 best solution, best possible 0.06725 (1356.92 seconds)
Cbc0010I After 201 nodes, 93 on tree, 1e+50 best solution, best possible 0.06725 (1367.98 seconds)
Cbc0010I After 203 nodes, 92 on tree, 1e+50 best solution, best possible 0.06725 (1373.26 seconds)
Cbc0010I After 204 nodes, 93 on tree, 1e+50 best solution, best possible 0.06725 (1379.23 seconds)
Cbc0010I After 205 nodes, 94 on tree, 1e+50 best solution, best possible 0.06725 (1384.95 seconds)
Cbc0010I After 206 nodes, 94 on tree, 1e+50 best solution, best possible 0.06725 (1390.51 seconds)
Cbc0010I After 207 nodes, 95 on tree, 1e+50 best solution, best possible 0.06725 (1395.88 seconds)
Cbc0010I After 208 nodes, 95 on tree, 1e+50 best solution, best possible 0.06725 (1401.72 seconds)
Cbc0010I After 209 nodes, 96 on tree, 1e+50 best solution, best possible 0.06725 (1407.54 seconds)
Cbc0010I After 211 nodes, 96 on tree, 1e+50 best solution, best possible 0.06725 (1413.34 seconds)
Cbc0010I After 212 nodes, 97 on tree, 1e+50 best solution, best possible 0.06725 (1418.66 seconds)
Cbc0010I After 213 nodes, 97 on tree, 1e+50 best solution, best possible 0.06725 (1430.13 seconds)
Cbc0010I After 214 nodes, 97 on tree, 1e+50 best solution, best possible 0.06725 (1440.87 seconds)
Cbc0010I After 215 nodes, 97 on tree, 1e+50 best solution, best possible 0.06725 (1446.32 seconds)
Cbc0010I After 216 nodes, 98 on tree, 1e+50 best solution, best possible 0.06725 (1451.42 seconds)
Cbc0010I After 217 nodes, 99 on tree, 1e+50 best solution, best possible 0.06725 (1457.38 seconds)
Cbc0010I After 218 nodes, 99 on tree, 1e+50 best solution, best possible 0.06725 (1462.31 seconds)
Cbc0010I After 219 nodes, 100 on tree, 1e+50 best solution, best possible 0.06725 (1473.14 seconds)
Cbc0010I After 220 nodes, 100 on tree, 1e+50 best solution, best possible 0.06725 (1478.35 seconds)
Cbc0010I After 221 nodes, 101 on tree, 1e+50 best solution, best possible 0.06725 (1483.40 seconds)
Cbc0010I After 222 nodes, 102 on tree, 1e+50 best solution, best possible 0.06725 (1488.32 seconds)
Cbc0010I After 223 nodes, 102 on tree, 1e+50 best solution, best possible 0.06725 (1499.53 seconds)
Cbc0010I After 224 nodes, 103 on tree, 1e+50 best solution, best possible 0.06725 (1504.66 seconds)
Cbc0010I After 225 nodes, 102 on tree, 1e+50 best solution, best possible 0.06725 (1509.64 seconds)
Cbc0010I After 226 nodes, 102 on tree, 1e+50 best solution, best possible 0.06725 (1520.95 seconds)
Cbc0010I After 227 nodes, 103 on tree, 1e+50 best solution, best possible 0.06725 (1526.24 seconds)
Cbc0010I After 228 nodes, 104 on tree, 1e+50 best solution, best possible 0.06725 (1532.01 seconds)
Cbc0010I After 230 nodes, 103 on tree, 1e+50 best solution, best possible 0.06725 (1537.87 seconds)
Cbc0010I After 231 nodes, 104 on tree, 1e+50 best solution, best possible 0.06725 (1543.77 seconds)
Cbc0010I After 232 nodes, 104 on tree, 1e+50 best solution, best possible 0.06725 (1556.38 seconds)
Cbc0010I After 233 nodes, 105 on tree, 1e+50 best solution, best possible 0.06725 (1566.51 seconds)
Cbc0010I After 234 nodes, 106 on tree, 1e+50 best solution, best possible 0.06725 (1576.60 seconds)
Cbc0010I After 235 nodes, 106 on tree, 1e+50 best solution, best possible 0.06725 (1586.05 seconds)
Cbc0010I After 236 nodes, 106 on tree, 1e+50 best solution, best possible 0.06725 (1599.94 seconds)
Cbc0010I After 237 nodes, 107 on tree, 1e+50 best solution, best possible 0.06725 (1619.94 seconds)
Cbc0010I After 240 nodes, 105 on tree, 1e+50 best solution, best possible 0.06725 (1635.29 seconds)
Cbc0010I After 241 nodes, 105 on tree, 1e+50 best solution, best possible 0.06725 (1651.50 seconds)
Cbc0010I After 243 nodes, 103 on tree, 1e+50 best solution, best possible 0.06725 (1659.93 seconds)
Cbc0010I After 244 nodes, 104 on tree, 1e+50 best solution, best possible 0.06725 (1667.39 seconds)
Cbc0010I After 245 nodes, 105 on tree, 1e+50 best solution, best possible 0.06725 (1674.10 seconds)
Cbc0010I After 246 nodes, 106 on tree, 1e+50 best solution, best possible 0.06725 (1682.12 seconds)
Cbc0010I After 247 nodes, 106 on tree, 1e+50 best solution, best possible 0.06725 (1689.77 seconds)
Cbc0010I After 248 nodes, 107 on tree, 1e+50 best solution, best possible 0.06725 (1697.80 seconds)
Cbc0010I After 249 nodes, 107 on tree, 1e+50 best solution, best possible 0.06725 (1706.26 seconds)
Cbc0010I After 250 nodes, 108 on tree, 1e+50 best solution, best possible 0.06725 (1713.78 seconds)
Cbc0010I After 251 nodes, 108 on tree, 1e+50 best solution, best possible 0.06725 (1721.64 seconds)
Cbc0010I After 252 nodes, 109 on tree, 1e+50 best solution, best possible 0.06725 (1730.33 seconds)
Cbc0010I After 253 nodes, 110 on tree, 1e+50 best solution, best possible 0.06725 (1740.04 seconds)
Cbc0010I After 254 nodes, 110 on tree, 1e+50 best solution, best possible 0.06725 (1749.21 seconds)
Cbc0010I After 255 nodes, 111 on tree, 1e+50 best solution, best possible 0.06725 (1755.85 seconds)
Cbc0010I After 256 nodes, 111 on tree, 1e+50 best solution, best possible 0.06725 (1762.89 seconds)
Cbc0010I After 257 nodes, 111 on tree, 1e+50 best solution, best possible 0.06725 (1772.16 seconds)
Cbc0010I After 258 nodes, 112 on tree, 1e+50 best solution, best possible 0.06725 (1781.52 seconds)
Cbc0010I After 259 nodes, 112 on tree, 1e+50 best solution, best possible 0.06725 (1790.48 seconds)
Cbc0010I After 260 nodes, 113 on tree, 1e+50 best solution, best possible 0.06725 (1797.34 seconds)
Cbc0010I After 261 nodes, 112 on tree, 1e+50 best solution, best possible 0.06725 (1803.84 seconds)
Cbc0010I After 262 nodes, 113 on tree, 1e+50 best solution, best possible 0.06725 (1807.15 seconds)
Cbc0010I After 263 nodes, 113 on tree, 1e+50 best solution, best possible 0.06725 (1810.53 seconds)
Cbc0010I After 265 nodes, 113 on tree, 1e+50 best solution, best possible 0.06725 (1813.67 seconds)
Cbc0010I After 267 nodes, 113 on tree, 1e+50 best solution, best possible 0.06725 (1816.72 seconds)
Cbc0010I After 268 nodes, 114 on tree, 1e+50 best solution, best possible 0.06725 (1819.79 seconds)
Cbc0010I After 269 nodes, 113 on tree, 1e+50 best solution, best possible 0.06725 (1822.94 seconds)
Cbc0010I After 270 nodes, 114 on tree, 1e+50 best solution, best possible 0.06725 (1825.99 seconds)
Cbc0010I After 271 nodes, 115 on tree, 1e+50 best solution, best possible 0.06725 (1829.56 seconds)
Cbc0010I After 272 nodes, 115 on tree, 1e+50 best solution, best possible 0.06725 (1833.29 seconds)
Cbc0010I After 273 nodes, 115 on tree, 1e+50 best solution, best possible 0.06725 (1840.18 seconds)
Cbc0010I After 275 nodes, 115 on tree, 1e+50 best solution, best possible 0.06725 (1843.28 seconds)
Cbc0010I After 276 nodes, 116 on tree, 1e+50 best solution, best possible 0.06725 (1846.36 seconds)
Cbc0010I After 277 nodes, 117 on tree, 1e+50 best solution, best possible 0.06725 (1849.73 seconds)
Cbc0010I After 278 nodes, 118 on tree, 1e+50 best solution, best possible 0.06725 (1852.92 seconds)
Cbc0010I After 279 nodes, 118 on tree, 1e+50 best solution, best possible 0.06725 (1856.20 seconds)
Cbc0010I After 280 nodes, 118 on tree, 1e+50 best solution, best possible 0.06725 (1859.60 seconds)
Cbc0010I After 281 nodes, 118 on tree, 1e+50 best solution, best possible 0.06725 (1862.62 seconds)
Cbc0010I After 282 nodes, 119 on tree, 1e+50 best solution, best possible 0.06725 (1865.66 seconds)
Cbc0010I After 283 nodes, 120 on tree, 1e+50 best solution, best possible 0.06725 (1868.83 seconds)
Cbc0010I After 284 nodes, 120 on tree, 1e+50 best solution, best possible 0.06725 (1879.63 seconds)
Cbc0010I After 285 nodes, 121 on tree, 1e+50 best solution, best possible 0.06725 (1885.78 seconds)
Cbc0010I After 286 nodes, 120 on tree, 1e+50 best solution, best possible 0.06725 (1891.03 seconds)
Cbc0010I After 289 nodes, 119 on tree, 1e+50 best solution, best possible 0.06725 (1896.73 seconds)
Cbc0010I After 290 nodes, 119 on tree, 1e+50 best solution, best possible 0.06725 (1903.26 seconds)
Cbc0010I After 291 nodes, 120 on tree, 1e+50 best solution, best possible 0.06725 (1909.53 seconds)
Cbc0010I After 292 nodes, 120 on tree, 1e+50 best solution, best possible 0.06725 (1915.16 seconds)
Cbc0010I After 293 nodes, 121 on tree, 1e+50 best solution, best possible 0.06725 (1921.80 seconds)
Cbc0010I After 294 nodes, 121 on tree, 1e+50 best solution, best possible 0.06725 (1927.92 seconds)
Cbc0010I After 295 nodes, 121 on tree, 1e+50 best solution, best possible 0.06725 (1933.28 seconds)
Cbc0010I After 296 nodes, 120 on tree, 1e+50 best solution, best possible 0.06725 (1938.35 seconds)
Cbc0010I After 297 nodes, 121 on tree, 1e+50 best solution, best possible 0.06725 (1943.58 seconds)
Cbc0010I After 298 nodes, 121 on tree, 1e+50 best solution, best possible 0.06725 (1955.18 seconds)
Cbc0010I After 299 nodes, 122 on tree, 1e+50 best solution, best possible 0.06725 (1960.38 seconds)
Cbc0010I After 300 nodes, 123 on tree, 1e+50 best solution, best possible 0.06725 (1966.41 seconds)
Cbc0010I After 301 nodes, 123 on tree, 1e+50 best solution, best possible 0.06725 (1972.24 seconds)
Cbc0010I After 302 nodes, 124 on tree, 1e+50 best solution, best possible 0.06725 (1975.83 seconds)
Cbc0010I After 303 nodes, 125 on tree, 1e+50 best solution, best possible 0.06725 (1979.60 seconds)
Cbc0010I After 307 nodes, 123 on tree, 1e+50 best solution, best possible 0.06725 (1988.58 seconds)
Cbc0010I After 308 nodes, 123 on tree, 1e+50 best solution, best possible 0.06725 (1995.47 seconds)
Cbc0010I After 309 nodes, 123 on tree, 1e+50 best solution, best possible 0.06725 (1998.64 seconds)
Cbc0010I After 310 nodes, 124 on tree, 1e+50 best solution, best possible 0.06725 (2001.73 seconds)
Cbc0010I After 311 nodes, 125 on tree, 1e+50 best solution, best possible 0.06725 (2004.79 seconds)
Cbc0010I After 312 nodes, 126 on tree, 1e+50 best solution, best possible 0.06725 (2007.87 seconds)
Cbc0010I After 313 nodes, 127 on tree, 1e+50 best solution, best possible 0.06725 (2012.18 seconds)
Cbc0010I After 314 nodes, 127 on tree, 1e+50 best solution, best possible 0.06725 (2015.26 seconds)
Cbc0010I After 316 nodes, 127 on tree, 1e+50 best solution, best possible 0.06725 (2018.48 seconds)
Cbc0010I After 317 nodes, 128 on tree, 1e+50 best solution, best possible 0.06725 (2021.80 seconds)
Cbc0010I After 318 nodes, 128 on tree, 1e+50 best solution, best possible 0.06725 (2029.01 seconds)
Cbc0010I After 320 nodes, 127 on tree, 1e+50 best solution, best possible 0.06725 (2032.49 seconds)
Cbc0010I After 321 nodes, 127 on tree, 1e+50 best solution, best possible 0.06725 (2038.86 seconds)
Cbc0010I After 322 nodes, 128 on tree, 1e+50 best solution, best possible 0.06725 (2045.24 seconds)
Cbc0010I After 323 nodes, 127 on tree, 1e+50 best solution, best possible 0.06725 (2051.48 seconds)
Cbc0010I After 324 nodes, 127 on tree, 1e+50 best solution, best possible 0.06725 (2058.24 seconds)
Cbc0010I After 326 nodes, 127 on tree, 1e+50 best solution, best possible 0.06725 (2066.94 seconds)
Cbc0010I After 327 nodes, 127 on tree, 1e+50 best solution, best possible 0.06725 (2072.93 seconds)
Cbc0010I After 328 nodes, 127 on tree, 1e+50 best solution, best possible 0.06725 (2078.50 seconds)
Cbc0010I After 332 nodes, 125 on tree, 1e+50 best solution, best possible 0.06725 (2080.15 seconds)
Cbc0010I After 333 nodes, 125 on tree, 1e+50 best solution, best possible 0.06725 (2084.65 seconds)
Cbc0010I After 334 nodes, 126 on tree, 1e+50 best solution, best possible 0.06725 (2088.02 seconds)
Cbc0010I After 335 nodes, 127 on tree, 1e+50 best solution, best possible 0.06725 (2091.62 seconds)
Cbc0010I After 336 nodes, 128 on tree, 1e+50 best solution, best possible 0.06725 (2095.91 seconds)
Cbc0010I After 337 nodes, 128 on tree, 1e+50 best solution, best possible 0.06725 (2099.44 seconds)
Cbc0010I After 338 nodes, 128 on tree, 1e+50 best solution, best possible 0.06725 (2105.30 seconds)
Cbc0010I After 339 nodes, 128 on tree, 1e+50 best solution, best possible 0.06725 (2109.40 seconds)
Cbc0010I After 340 nodes, 128 on tree, 1e+50 best solution, best possible 0.06725 (2122.00 seconds)
Cbc0010I After 342 nodes, 128 on tree, 1e+50 best solution, best possible 0.06725 (2128.60 seconds)
Cbc0010I After 344 nodes, 128 on tree, 1e+50 best solution, best possible 0.06725 (2134.42 seconds)
Cbc0010I After 345 nodes, 128 on tree, 1e+50 best solution, best possible 0.06725 (2146.52 seconds)
Cbc0010I After 346 nodes, 129 on tree, 1e+50 best solution, best possible 0.06725 (2152.10 seconds)
Cbc0010I After 347 nodes, 130 on tree, 1e+50 best solution, best possible 0.06725 (2157.35 seconds)
Cbc0010I After 348 nodes, 130 on tree, 1e+50 best solution, best possible 0.06725 (2162.55 seconds)
Cbc0010I After 349 nodes, 131 on tree, 1e+50 best solution, best possible 0.06725 (2167.74 seconds)
Cbc0010I After 350 nodes, 132 on tree, 1e+50 best solution, best possible 0.06725 (2172.84 seconds)
Cbc0010I After 351 nodes, 133 on tree, 1e+50 best solution, best possible 0.06725 (2177.99 seconds)
Cbc0010I After 352 nodes, 133 on tree, 1e+50 best solution, best possible 0.06725 (2183.87 seconds)
Cbc0010I After 354 nodes, 133 on tree, 1e+50 best solution, best possible 0.06725 (2188.94 seconds)
Cbc0010I After 355 nodes, 133 on tree, 1e+50 best solution, best possible 0.06725 (2199.69 seconds)
Cbc0010I After 356 nodes, 134 on tree, 1e+50 best solution, best possible 0.06725 (2204.93 seconds)
Cbc0010I After 357 nodes, 134 on tree, 1e+50 best solution, best possible 0.06725 (2217.28 seconds)
Cbc0010I After 359 nodes, 134 on tree, 1e+50 best solution, best possible 0.06725 (2222.77 seconds)
Cbc0010I After 361 nodes, 134 on tree, 1e+50 best solution, best possible 0.06725 (2228.12 seconds)
Cbc0010I After 362 nodes, 135 on tree, 1e+50 best solution, best possible 0.06725 (2234.14 seconds)
Cbc0010I After 363 nodes, 135 on tree, 1e+50 best solution, best possible 0.06725 (2240.64 seconds)
Cbc0010I After 365 nodes, 135 on tree, 1e+50 best solution, best possible 0.06725 (2251.56 seconds)
Cbc0010I After 366 nodes, 135 on tree, 1e+50 best solution, best possible 0.06725 (2263.69 seconds)
Cbc0010I After 367 nodes, 135 on tree, 1e+50 best solution, best possible 0.06725 (2271.01 seconds)
Cbc0010I After 368 nodes, 135 on tree, 1e+50 best solution, best possible 0.06725 (2282.18 seconds)
Cbc0010I After 369 nodes, 135 on tree, 1e+50 best solution, best possible 0.06725 (2292.82 seconds)
Cbc0010I After 371 nodes, 133 on tree, 1e+50 best solution, best possible 0.06725 (2303.34 seconds)
Cbc0010I After 372 nodes, 134 on tree, 1e+50 best solution, best possible 0.06725 (2308.88 seconds)
Cbc0010I After 373 nodes, 135 on tree, 1e+50 best solution, best possible 0.06725 (2314.18 seconds)
Cbc0010I After 374 nodes, 136 on tree, 1e+50 best solution, best possible 0.06725 (2324.94 seconds)
Cbc0010I After 375 nodes, 136 on tree, 1e+50 best solution, best possible 0.06725 (2335.71 seconds)
Cbc0010I After 376 nodes, 137 on tree, 1e+50 best solution, best possible 0.06725 (2341.12 seconds)
Cbc0010I After 377 nodes, 137 on tree, 1e+50 best solution, best possible 0.06725 (2346.48 seconds)
Cbc0010I After 378 nodes, 137 on tree, 1e+50 best solution, best possible 0.06725 (2357.50 seconds)
Cbc0010I After 379 nodes, 137 on tree, 1e+50 best solution, best possible 0.06725 (2368.37 seconds)
Cbc0010I After 380 nodes, 137 on tree, 1e+50 best solution, best possible 0.06725 (2373.60 seconds)
Cbc0010I After 381 nodes, 136 on tree, 1e+50 best solution, best possible 0.06725 (2378.83 seconds)
Cbc0010I After 383 nodes, 135 on tree, 1e+50 best solution, best possible 0.06725 (2389.46 seconds)
Cbc0010I After 384 nodes, 134 on tree, 1e+50 best solution, best possible 0.06725 (2394.70 seconds)
Cbc0010I After 385 nodes, 134 on tree, 1e+50 best solution, best possible 0.06725 (2407.60 seconds)
Cbc0010I After 386 nodes, 135 on tree, 1e+50 best solution, best possible 0.06725 (2413.07 seconds)
Cbc0010I After 387 nodes, 136 on tree, 1e+50 best solution, best possible 0.06725 (2424.77 seconds)
Cbc0010I After 388 nodes, 136 on tree, 1e+50 best solution, best possible 0.06725 (2429.92 seconds)
Cbc0010I After 389 nodes, 137 on tree, 1e+50 best solution, best possible 0.06725 (2435.41 seconds)
Cbc0010I After 391 nodes, 136 on tree, 1e+50 best solution, best possible 0.06725 (2441.20 seconds)
Cbc0010I After 392 nodes, 137 on tree, 1e+50 best solution, best possible 0.06725 (2452.32 seconds)
Cbc0010I After 393 nodes, 137 on tree, 1e+50 best solution, best possible 0.06725 (2458.08 seconds)
Cbc0010I After 394 nodes, 138 on tree, 1e+50 best solution, best possible 0.06725 (2463.23 seconds)
Cbc0010I After 395 nodes, 138 on tree, 1e+50 best solution, best possible 0.06725 (2475.58 seconds)
Cbc0010I After 396 nodes, 138 on tree, 1e+50 best solution, best possible 0.06725 (2480.71 seconds)
Cbc0010I After 397 nodes, 138 on tree, 1e+50 best solution, best possible 0.06725 (2486.37 seconds)
Cbc0010I After 398 nodes, 139 on tree, 1e+50 best solution, best possible 0.06725 (2491.90 seconds)
Cbc0010I After 399 nodes, 140 on tree, 1e+50 best solution, best possible 0.06725 (2497.39 seconds)
Cbc0010I After 400 nodes, 139 on tree, 1e+50 best solution, best possible 0.06725 (2502.69 seconds)
Cbc0010I After 401 nodes, 140 on tree, 1e+50 best solution, best possible 0.06725 (2514.80 seconds)
Cbc0010I After 403 nodes, 139 on tree, 1e+50 best solution, best possible 0.06725 (2520.00 seconds)
Cbc0010I After 406 nodes, 138 on tree, 1e+50 best solution, best possible 0.06725 (2527.53 seconds)
Cbc0010I After 407 nodes, 139 on tree, 1e+50 best solution, best possible 0.06725 (2533.24 seconds)
Cbc0010I After 408 nodes, 140 on tree, 1e+50 best solution, best possible 0.06725 (2539.33 seconds)
Cbc0010I After 409 nodes, 140 on tree, 1e+50 best solution, best possible 0.06725 (2545.86 seconds)
Cbc0010I After 410 nodes, 140 on tree, 1e+50 best solution, best possible 0.06725 (2552.17 seconds)
Cbc0010I After 411 nodes, 141 on tree, 1e+50 best solution, best possible 0.06725 (2564.17 seconds)
