Welcome to the CBC MILP Solver
Version: Devel (unstable)
Build Date: Mar 30 2022
command line - -import /home/danilo/cbc-test-set/neos-4300652-rahue.mps.gz -timeM elapsed -seconds 10800 -knapsack off -solve -solu sol-group-root/neos-4300652-rahue.txt -quit (default strategy 1)
At line 1 NAME          neos-4300652-rahue
At line 2 ROWS
At line 76996 COLUMNS
At line 270989 RHS
At line 293871 BOUNDS
At line 314772 ENDATA
Problem neos-4300652-rahue has 76992 rows, 33003 columns and 183616 elements
Coin0008I neos-4300652-rahue read with 0 errors
seconds was changed from 1e+08 to 10800
Continuous objective value is 0 - 2.49758 seconds
Cgl0003I 0 fixed, 0 tightened bounds, 10374 strengthened rows, 0 substitutions
Cgl0004I processed model has 71729 rows, 27759 columns (20843 integer (20843 of which binary)) and 183407 elements
Coin3009W Conflict graph built in 0.028 seconds, density: 0.003%
Cgl0015I Clique Strengthening extended 0 cliques, 0 were dominated
Cbc0038I Initial state - 93 integers unsatisfied sum - 31
Cbc0038I Pass   1: (23.69 seconds) suminf.   20.00000 (40) obj. 0 iterations 4966
Cbc0038I Pass   2: (26.87 seconds) suminf.   20.00000 (40) obj. 0 iterations 403
Cbc0038I Pass   3: (28.39 seconds) suminf.   20.00000 (40) obj. 0 iterations 227
Cbc0038I Pass   4: (30.08 seconds) suminf.   20.00000 (40) obj. 0 iterations 225
Cbc0038I Pass   5: (31.80 seconds) suminf.   20.00000 (40) obj. 0 iterations 253
Cbc0038I Pass   6: (33.45 seconds) suminf.   20.00000 (40) obj. 0 iterations 229
Cbc0038I Pass   7: (35.39 seconds) suminf.   20.00000 (40) obj. 0 iterations 267
Cbc0038I Pass   8: (37.81 seconds) suminf.   20.00000 (40) obj. 0 iterations 331
Cbc0038I Pass   9: (41.49 seconds) suminf.   20.00000 (40) obj. 0 iterations 509
Cbc0038I Pass  10: (45.10 seconds) suminf.   20.00000 (40) obj. 0 iterations 579
Cbc0038I Pass  11: (49.49 seconds) suminf.   20.00000 (40) obj. 0 iterations 672
Cbc0038I Pass  12: (53.89 seconds) suminf.   20.00000 (40) obj. 0 iterations 739
Cbc0038I Pass  13: (55.92 seconds) suminf.   20.00000 (40) obj. 0 iterations 322
Cbc0038I Pass  14: (59.27 seconds) suminf.   20.00000 (40) obj. 0 iterations 461
Cbc0038I Pass  15: (63.30 seconds) suminf.   20.00000 (40) obj. 0 iterations 623
Cbc0038I Pass  16: (67.08 seconds) suminf.   20.00000 (40) obj. 0 iterations 546
Cbc0038I Pass  17: (70.75 seconds) suminf.   20.00000 (40) obj. 0 iterations 537
Cbc0038I Pass  18: (90.29 seconds) suminf.  167.00000 (361) obj. 1.23075 iterations 4586
Cbc0038I Pass  19: (115.14 seconds) suminf.   37.54167 (111) obj. 0.233029 iterations 5701
Cbc0038I Pass  20: (119.48 seconds) suminf.   31.70833 (96) obj. 0.219425 iterations 854
Cbc0038I Pass  21: (121.91 seconds) suminf.   30.54167 (100) obj. 0.237292 iterations 408
Cbc0038I Pass  22: (123.28 seconds) suminf.   30.41667 (100) obj. 0.232383 iterations 247
Cbc0038I Pass  23: (123.96 seconds) suminf.   30.41667 (100) obj. 0.232383 iterations 106
Cbc0038I Pass  24: (129.15 seconds) suminf.   26.66667 (74) obj. 0.2432 iterations 885
Cbc0038I Pass  25: (130.92 seconds) suminf.   25.16667 (68) obj. 0.241867 iterations 283
Cbc0038I Pass  26: (133.78 seconds) suminf.   24.33333 (67) obj. 0.237867 iterations 393
Cbc0038I Pass  27: (135.08 seconds) suminf.   24.33333 (67) obj. 0.237867 iterations 192
Cbc0038I Pass  28: (136.72 seconds) suminf.   24.33333 (67) obj. 0.237867 iterations 222
Cbc0038I Pass  29: (137.58 seconds) suminf.   24.33333 (67) obj. 0.237867 iterations 165
Cbc0038I Pass  30: (141.23 seconds) suminf.   22.66667 (68) obj. 0.237867 iterations 479
Cbc0038I No solution found this major pass
Cbc0038I Before mini branch and bound, 20446 integers at bound fixed and 3251 continuous
Cbc0038I Full problem 71729 rows 27759 columns, reduced to 16640 rows 2939 columns
Cbc0038I Mini branch and bound did not improve solution (142.16 seconds)
Cbc0038I After 142.16 seconds - Feasibility pump exiting - took 130.89 seconds
Cbc0031I 138 added rows had average density of 72.384058
Cbc0013I At root node, 138 cuts changed objective from 0 to 0.12010892 in 36 passes
Cbc0010I After 171 nodes, 100 on tree, 1e+50 best solution, best possible 0.12010892 (6828.70 seconds)
Cbc0010I After 172 nodes, 101 on tree, 1e+50 best solution, best possible 0.12010892 (6877.43 seconds)
Cbc0010I After 173 nodes, 101 on tree, 1e+50 best solution, best possible 0.12010892 (6909.33 seconds)
Cbc0010I After 174 nodes, 102 on tree, 1e+50 best solution, best possible 0.12010892 (6918.08 seconds)
Cbc0010I After 175 nodes, 103 on tree, 1e+50 best solution, best possible 0.12010892 (6925.99 seconds)
Cbc0010I After 176 nodes, 104 on tree, 1e+50 best solution, best possible 0.12010892 (6934.53 seconds)
Cbc0010I After 177 nodes, 105 on tree, 1e+50 best solution, best possible 0.12010892 (6943.32 seconds)
Cbc0010I After 178 nodes, 106 on tree, 1e+50 best solution, best possible 0.12010892 (6951.87 seconds)
Cbc0010I After 179 nodes, 107 on tree, 1e+50 best solution, best possible 0.12010892 (6959.57 seconds)
Cbc0010I After 180 nodes, 108 on tree, 1e+50 best solution, best possible 0.12010892 (6967.30 seconds)
Cbc0010I After 181 nodes, 109 on tree, 1e+50 best solution, best possible 0.12010892 (6975.09 seconds)
Cbc0010I After 182 nodes, 110 on tree, 1e+50 best solution, best possible 0.12010892 (7037.17 seconds)
Cbc0010I After 183 nodes, 110 on tree, 1e+50 best solution, best possible 0.12010892 (7063.59 seconds)
Cbc0010I After 184 nodes, 111 on tree, 1e+50 best solution, best possible 0.12010892 (7074.90 seconds)
Cbc0010I After 185 nodes, 111 on tree, 1e+50 best solution, best possible 0.12010892 (7093.66 seconds)
Cbc0010I After 186 nodes, 112 on tree, 1e+50 best solution, best possible 0.12010892 (7118.01 seconds)
Cbc0010I After 187 nodes, 112 on tree, 1e+50 best solution, best possible 0.12010892 (7163.53 seconds)
Cbc0010I After 188 nodes, 113 on tree, 1e+50 best solution, best possible 0.12010892 (7173.11 seconds)
Cbc0010I After 189 nodes, 114 on tree, 1e+50 best solution, best possible 0.12010892 (7189.74 seconds)
Cbc0010I After 190 nodes, 114 on tree, 1e+50 best solution, best possible 0.12010892 (7220.93 seconds)
Cbc0010I After 191 nodes, 115 on tree, 1e+50 best solution, best possible 0.12010892 (7228.09 seconds)
Cbc0010I After 192 nodes, 116 on tree, 1e+50 best solution, best possible 0.12010892 (7241.98 seconds)
Cbc0010I After 193 nodes, 116 on tree, 1e+50 best solution, best possible 0.12010892 (7254.78 seconds)
Cbc0010I After 194 nodes, 117 on tree, 1e+50 best solution, best possible 0.12010892 (7266.23 seconds)
Cbc0010I After 195 nodes, 118 on tree, 1e+50 best solution, best possible 0.12010892 (7279.24 seconds)
Cbc0010I After 196 nodes, 118 on tree, 1e+50 best solution, best possible 0.12010892 (7291.60 seconds)
Cbc0010I After 197 nodes, 119 on tree, 1e+50 best solution, best possible 0.12010892 (7301.23 seconds)
Cbc0010I After 198 nodes, 119 on tree, 1e+50 best solution, best possible 0.12010892 (7316.11 seconds)
Cbc0010I After 199 nodes, 119 on tree, 1e+50 best solution, best possible 0.12010892 (7330.87 seconds)
Cbc0010I After 200 nodes, 119 on tree, 1e+50 best solution, best possible 0.12010892 (7340.00 seconds)
Cbc0010I After 201 nodes, 120 on tree, 1e+50 best solution, best possible 0.12010892 (7350.07 seconds)
Cbc0010I After 202 nodes, 121 on tree, 1e+50 best solution, best possible 0.12010892 (7356.83 seconds)
Cbc0010I After 203 nodes, 122 on tree, 1e+50 best solution, best possible 0.12010892 (7363.27 seconds)
Cbc0010I After 204 nodes, 122 on tree, 1e+50 best solution, best possible 0.12010892 (7385.59 seconds)
Cbc0010I After 205 nodes, 123 on tree, 1e+50 best solution, best possible 0.12010892 (7390.72 seconds)
Cbc0010I After 206 nodes, 124 on tree, 1e+50 best solution, best possible 0.12010892 (7399.93 seconds)
Cbc0010I After 207 nodes, 125 on tree, 1e+50 best solution, best possible 0.12010892 (7405.71 seconds)
Cbc0010I After 208 nodes, 126 on tree, 1e+50 best solution, best possible 0.12010892 (7412.23 seconds)
Cbc0010I After 209 nodes, 127 on tree, 1e+50 best solution, best possible 0.12010892 (7423.52 seconds)
Cbc0010I After 210 nodes, 127 on tree, 1e+50 best solution, best possible 0.12010892 (7443.59 seconds)
Cbc0010I After 211 nodes, 127 on tree, 1e+50 best solution, best possible 0.12010892 (7459.42 seconds)
Cbc0010I After 212 nodes, 128 on tree, 1e+50 best solution, best possible 0.12010892 (7483.46 seconds)
Cbc0010I After 213 nodes, 128 on tree, 1e+50 best solution, best possible 0.12010892 (7524.91 seconds)
Cbc0010I After 214 nodes, 128 on tree, 1e+50 best solution, best possible 0.12010892 (7561.45 seconds)
Cbc0010I After 215 nodes, 128 on tree, 1e+50 best solution, best possible 0.12010892 (7580.28 seconds)
Cbc0010I After 216 nodes, 129 on tree, 1e+50 best solution, best possible 0.12010892 (7603.00 seconds)
Cbc0010I After 217 nodes, 129 on tree, 1e+50 best solution, best possible 0.12010892 (7637.38 seconds)
Cbc0010I After 218 nodes, 129 on tree, 1e+50 best solution, best possible 0.12010892 (7655.97 seconds)
Cbc0010I After 219 nodes, 130 on tree, 1e+50 best solution, best possible 0.12010892 (7686.75 seconds)
Cbc0010I After 220 nodes, 130 on tree, 1e+50 best solution, best possible 0.12010892 (7708.37 seconds)
Cbc0010I After 221 nodes, 131 on tree, 1e+50 best solution, best possible 0.12010892 (7733.18 seconds)
Cbc0010I After 222 nodes, 131 on tree, 1e+50 best solution, best possible 0.12010892 (7739.93 seconds)
Cbc0010I After 223 nodes, 132 on tree, 1e+50 best solution, best possible 0.12010892 (7746.64 seconds)
Cbc0010I After 224 nodes, 132 on tree, 1e+50 best solution, best possible 0.12010892 (7754.35 seconds)
Cbc0010I After 225 nodes, 133 on tree, 1e+50 best solution, best possible 0.12010892 (7767.34 seconds)
Cbc0010I After 226 nodes, 133 on tree, 1e+50 best solution, best possible 0.12010892 (7781.21 seconds)
Cbc0010I After 227 nodes, 134 on tree, 1e+50 best solution, best possible 0.12010892 (7787.00 seconds)
Cbc0010I After 228 nodes, 135 on tree, 1e+50 best solution, best possible 0.12010892 (7791.90 seconds)
Cbc0010I After 229 nodes, 136 on tree, 1e+50 best solution, best possible 0.12010892 (7797.63 seconds)
Cbc0010I After 230 nodes, 137 on tree, 1e+50 best solution, best possible 0.12010892 (7802.74 seconds)
Cbc0010I After 231 nodes, 138 on tree, 1e+50 best solution, best possible 0.12010892 (7809.22 seconds)
Cbc0010I After 232 nodes, 139 on tree, 1e+50 best solution, best possible 0.12010892 (7814.66 seconds)
Cbc0010I After 233 nodes, 140 on tree, 1e+50 best solution, best possible 0.12010892 (7822.60 seconds)
Cbc0010I After 234 nodes, 141 on tree, 1e+50 best solution, best possible 0.12010892 (7826.83 seconds)
Cbc0010I After 235 nodes, 142 on tree, 1e+50 best solution, best possible 0.12010892 (7832.70 seconds)
Cbc0010I After 236 nodes, 143 on tree, 1e+50 best solution, best possible 0.12010892 (7837.95 seconds)
Cbc0010I After 237 nodes, 144 on tree, 1e+50 best solution, best possible 0.12010892 (7843.82 seconds)
Cbc0010I After 238 nodes, 145 on tree, 1e+50 best solution, best possible 0.12010892 (7855.92 seconds)
Cbc0010I After 239 nodes, 145 on tree, 1e+50 best solution, best possible 0.12010892 (7871.58 seconds)
Cbc0010I After 240 nodes, 145 on tree, 1e+50 best solution, best possible 0.12010892 (7885.71 seconds)
Cbc0010I After 241 nodes, 145 on tree, 1e+50 best solution, best possible 0.12010892 (7903.77 seconds)
Cbc0010I After 242 nodes, 145 on tree, 1e+50 best solution, best possible 0.12010892 (7917.45 seconds)
Cbc0010I After 243 nodes, 145 on tree, 1e+50 best solution, best possible 0.12010892 (7933.15 seconds)
Cbc0010I After 244 nodes, 146 on tree, 1e+50 best solution, best possible 0.12010892 (7951.62 seconds)
Cbc0010I After 245 nodes, 146 on tree, 1e+50 best solution, best possible 0.12010892 (7975.46 seconds)
Cbc0010I After 246 nodes, 146 on tree, 1e+50 best solution, best possible 0.12010892 (7987.40 seconds)
Cbc0010I After 247 nodes, 147 on tree, 1e+50 best solution, best possible 0.12010892 (7997.46 seconds)
Cbc0010I After 248 nodes, 147 on tree, 1e+50 best solution, best possible 0.12010892 (8023.22 seconds)
Cbc0010I After 249 nodes, 148 on tree, 1e+50 best solution, best possible 0.12010892 (8046.70 seconds)
Cbc0010I After 250 nodes, 148 on tree, 1e+50 best solution, best possible 0.12010892 (8058.83 seconds)
Cbc0010I After 251 nodes, 148 on tree, 1e+50 best solution, best possible 0.12010892 (8073.04 seconds)
Cbc0010I After 252 nodes, 149 on tree, 1e+50 best solution, best possible 0.12010892 (8106.69 seconds)
Cbc0010I After 253 nodes, 149 on tree, 1e+50 best solution, best possible 0.12010892 (8125.82 seconds)
Cbc0010I After 254 nodes, 149 on tree, 1e+50 best solution, best possible 0.12010892 (8146.70 seconds)
Cbc0010I After 255 nodes, 150 on tree, 1e+50 best solution, best possible 0.12010892 (8160.22 seconds)
Cbc0010I After 256 nodes, 150 on tree, 1e+50 best solution, best possible 0.12010892 (8185.59 seconds)
Cbc0010I After 257 nodes, 150 on tree, 1e+50 best solution, best possible 0.12010892 (8201.33 seconds)
Cbc0010I After 258 nodes, 151 on tree, 1e+50 best solution, best possible 0.12010892 (8208.92 seconds)
Cbc0010I After 259 nodes, 151 on tree, 1e+50 best solution, best possible 0.12010892 (8222.00 seconds)
Cbc0010I After 260 nodes, 152 on tree, 1e+50 best solution, best possible 0.12010892 (8243.11 seconds)
Cbc0010I After 261 nodes, 152 on tree, 1e+50 best solution, best possible 0.12010892 (8280.09 seconds)
Cbc0010I After 262 nodes, 153 on tree, 1e+50 best solution, best possible 0.12010892 (8298.26 seconds)
Cbc0010I After 263 nodes, 153 on tree, 1e+50 best solution, best possible 0.12010892 (8316.85 seconds)
Cbc0010I After 264 nodes, 153 on tree, 1e+50 best solution, best possible 0.12010892 (8325.63 seconds)
Cbc0010I After 265 nodes, 154 on tree, 1e+50 best solution, best possible 0.12010892 (8334.78 seconds)
Cbc0010I After 266 nodes, 154 on tree, 1e+50 best solution, best possible 0.12010892 (8350.83 seconds)
Cbc0010I After 267 nodes, 155 on tree, 1e+50 best solution, best possible 0.12010892 (8371.11 seconds)
Cbc0010I After 268 nodes, 155 on tree, 1e+50 best solution, best possible 0.12010892 (8382.96 seconds)
Cbc0010I After 269 nodes, 156 on tree, 1e+50 best solution, best possible 0.12010892 (8398.19 seconds)
Cbc0010I After 270 nodes, 156 on tree, 1e+50 best solution, best possible 0.12010892 (8407.02 seconds)
Cbc0010I After 271 nodes, 157 on tree, 1e+50 best solution, best possible 0.12010892 (8415.95 seconds)
Cbc0010I After 272 nodes, 157 on tree, 1e+50 best solution, best possible 0.12010892 (8429.30 seconds)
Cbc0010I After 273 nodes, 158 on tree, 1e+50 best solution, best possible 0.12010892 (8435.03 seconds)
Cbc0010I After 274 nodes, 158 on tree, 1e+50 best solution, best possible 0.12010892 (8445.80 seconds)
Cbc0010I After 275 nodes, 159 on tree, 1e+50 best solution, best possible 0.12010892 (8452.36 seconds)
Cbc0010I After 276 nodes, 159 on tree, 1e+50 best solution, best possible 0.12010892 (8486.62 seconds)
Cbc0010I After 277 nodes, 160 on tree, 1e+50 best solution, best possible 0.12010892 (8495.08 seconds)
Cbc0010I After 278 nodes, 161 on tree, 1e+50 best solution, best possible 0.12010892 (8507.89 seconds)
Cbc0010I After 279 nodes, 161 on tree, 1e+50 best solution, best possible 0.12010892 (8526.52 seconds)
Cbc0010I After 280 nodes, 161 on tree, 1e+50 best solution, best possible 0.12010892 (8540.61 seconds)
Cbc0010I After 281 nodes, 162 on tree, 1e+50 best solution, best possible 0.12010892 (8569.13 seconds)
Cbc0010I After 282 nodes, 162 on tree, 1e+50 best solution, best possible 0.12010892 (8584.46 seconds)
Cbc0010I After 283 nodes, 163 on tree, 1e+50 best solution, best possible 0.12010892 (8602.07 seconds)
Cbc0010I After 284 nodes, 163 on tree, 1e+50 best solution, best possible 0.12010892 (8621.91 seconds)
Cbc0010I After 285 nodes, 164 on tree, 1e+50 best solution, best possible 0.12010892 (8637.33 seconds)
Cbc0010I After 286 nodes, 165 on tree, 1e+50 best solution, best possible 0.12010892 (8653.67 seconds)
Cbc0010I After 287 nodes, 165 on tree, 1e+50 best solution, best possible 0.12010892 (8681.14 seconds)
Cbc0010I After 288 nodes, 165 on tree, 1e+50 best solution, best possible 0.12010892 (8691.55 seconds)
Cbc0010I After 289 nodes, 166 on tree, 1e+50 best solution, best possible 0.12010892 (8702.71 seconds)
Cbc0010I After 290 nodes, 167 on tree, 1e+50 best solution, best possible 0.12010892 (8716.39 seconds)
Cbc0010I After 291 nodes, 167 on tree, 1e+50 best solution, best possible 0.12010892 (8742.16 seconds)
Cbc0010I After 292 nodes, 168 on tree, 1e+50 best solution, best possible 0.12010892 (8754.25 seconds)
Cbc0010I After 293 nodes, 169 on tree, 1e+50 best solution, best possible 0.12010892 (8768.98 seconds)
Cbc0010I After 294 nodes, 169 on tree, 1e+50 best solution, best possible 0.12010892 (8791.87 seconds)
Cbc0010I After 295 nodes, 169 on tree, 1e+50 best solution, best possible 0.12010892 (8806.10 seconds)
Cbc0010I After 296 nodes, 170 on tree, 1e+50 best solution, best possible 0.12010892 (8818.71 seconds)
Cbc0010I After 297 nodes, 170 on tree, 1e+50 best solution, best possible 0.12010892 (8840.31 seconds)
Cbc0010I After 298 nodes, 171 on tree, 1e+50 best solution, best possible 0.12010892 (8852.03 seconds)
Cbc0010I After 299 nodes, 171 on tree, 1e+50 best solution, best possible 0.12010892 (8871.91 seconds)
Cbc0010I After 300 nodes, 171 on tree, 1e+50 best solution, best possible 0.12010892 (8892.65 seconds)
Cbc0010I After 301 nodes, 171 on tree, 1e+50 best solution, best possible 0.12010892 (8900.52 seconds)
Cbc0010I After 302 nodes, 172 on tree, 1e+50 best solution, best possible 0.12010892 (8904.89 seconds)
Cbc0010I After 303 nodes, 172 on tree, 1e+50 best solution, best possible 0.12010892 (8915.87 seconds)
Cbc0010I After 304 nodes, 173 on tree, 1e+50 best solution, best possible 0.12010892 (8919.82 seconds)
Cbc0010I After 305 nodes, 174 on tree, 1e+50 best solution, best possible 0.12010892 (8923.08 seconds)
Cbc0010I After 306 nodes, 175 on tree, 1e+50 best solution, best possible 0.12010892 (8928.41 seconds)
Cbc0010I After 307 nodes, 176 on tree, 1e+50 best solution, best possible 0.12010892 (8933.56 seconds)
Cbc0010I After 308 nodes, 176 on tree, 1e+50 best solution, best possible 0.12010892 (8942.13 seconds)
Cbc0010I After 309 nodes, 176 on tree, 1e+50 best solution, best possible 0.12010892 (8948.49 seconds)
Cbc0010I After 310 nodes, 177 on tree, 1e+50 best solution, best possible 0.12010892 (8955.39 seconds)
Cbc0010I After 311 nodes, 177 on tree, 1e+50 best solution, best possible 0.12010892 (8969.59 seconds)
Cbc0010I After 312 nodes, 178 on tree, 1e+50 best solution, best possible 0.12010892 (8983.19 seconds)
Cbc0010I After 313 nodes, 178 on tree, 1e+50 best solution, best possible 0.12010892 (8994.22 seconds)
Cbc0010I After 314 nodes, 179 on tree, 1e+50 best solution, best possible 0.12010892 (9000.99 seconds)
Cbc0010I After 315 nodes, 180 on tree, 1e+50 best solution, best possible 0.12010892 (9005.09 seconds)
Cbc0010I After 316 nodes, 181 on tree, 1e+50 best solution, best possible 0.12010892 (9012.12 seconds)
Cbc0010I After 317 nodes, 181 on tree, 1e+50 best solution, best possible 0.12010892 (9018.28 seconds)
Cbc0010I After 318 nodes, 181 on tree, 1e+50 best solution, best possible 0.12010892 (9033.76 seconds)
Cbc0010I After 319 nodes, 181 on tree, 1e+50 best solution, best possible 0.12010892 (9045.47 seconds)
Cbc0010I After 320 nodes, 182 on tree, 1e+50 best solution, best possible 0.12010892 (9050.30 seconds)
Cbc0010I After 321 nodes, 182 on tree, 1e+50 best solution, best possible 0.12010892 (9055.68 seconds)
Cbc0010I After 322 nodes, 183 on tree, 1e+50 best solution, best possible 0.12010892 (9058.81 seconds)
Cbc0010I After 323 nodes, 184 on tree, 1e+50 best solution, best possible 0.12010892 (9061.76 seconds)
Cbc0010I After 324 nodes, 184 on tree, 1e+50 best solution, best possible 0.12010892 (9071.84 seconds)
Cbc0010I After 325 nodes, 185 on tree, 1e+50 best solution, best possible 0.12010892 (9085.44 seconds)
Cbc0010I After 326 nodes, 185 on tree, 1e+50 best solution, best possible 0.12010892 (9092.79 seconds)
Cbc0010I After 327 nodes, 186 on tree, 1e+50 best solution, best possible 0.12010892 (9096.51 seconds)
Cbc0010I After 328 nodes, 187 on tree, 1e+50 best solution, best possible 0.12010892 (9107.21 seconds)
Cbc0010I After 329 nodes, 187 on tree, 1e+50 best solution, best possible 0.12010892 (9114.25 seconds)
Cbc0010I After 330 nodes, 187 on tree, 1e+50 best solution, best possible 0.12010892 (9120.15 seconds)
Cbc0010I After 331 nodes, 188 on tree, 1e+50 best solution, best possible 0.12010892 (9128.47 seconds)
Cbc0010I After 332 nodes, 188 on tree, 1e+50 best solution, best possible 0.12010892 (9136.36 seconds)
Cbc0010I After 333 nodes, 189 on tree, 1e+50 best solution, best possible 0.12010892 (9139.61 seconds)
Cbc0010I After 334 nodes, 190 on tree, 1e+50 best solution, best possible 0.12010892 (9143.68 seconds)
Cbc0010I After 335 nodes, 191 on tree, 1e+50 best solution, best possible 0.12010892 (9155.08 seconds)
Cbc0010I After 336 nodes, 191 on tree, 1e+50 best solution, best possible 0.12010892 (9161.51 seconds)
Cbc0010I After 337 nodes, 191 on tree, 1e+50 best solution, best possible 0.12010892 (9169.10 seconds)
Cbc0010I After 338 nodes, 191 on tree, 1e+50 best solution, best possible 0.12010892 (9182.22 seconds)
Cbc0010I After 339 nodes, 192 on tree, 1e+50 best solution, best possible 0.12010892 (9198.22 seconds)
Cbc0010I After 340 nodes, 192 on tree, 1e+50 best solution, best possible 0.12010892 (9203.89 seconds)
Cbc0010I After 341 nodes, 193 on tree, 1e+50 best solution, best possible 0.12010892 (9209.63 seconds)
Cbc0010I After 342 nodes, 193 on tree, 1e+50 best solution, best possible 0.12010892 (9227.23 seconds)
Cbc0010I After 343 nodes, 194 on tree, 1e+50 best solution, best possible 0.12010892 (9235.71 seconds)
Cbc0010I After 344 nodes, 194 on tree, 1e+50 best solution, best possible 0.12010892 (9244.82 seconds)
Cbc0010I After 345 nodes, 195 on tree, 1e+50 best solution, best possible 0.12010892 (9251.17 seconds)
Cbc0010I After 346 nodes, 196 on tree, 1e+50 best solution, best possible 0.12010892 (9263.04 seconds)
Cbc0010I After 347 nodes, 197 on tree, 1e+50 best solution, best possible 0.12010892 (9267.29 seconds)
Cbc0010I After 348 nodes, 197 on tree, 1e+50 best solution, best possible 0.12010892 (9281.99 seconds)
Cbc0010I After 349 nodes, 198 on tree, 1e+50 best solution, best possible 0.12010892 (9289.39 seconds)
Cbc0010I After 350 nodes, 198 on tree, 1e+50 best solution, best possible 0.12010892 (9301.87 seconds)
Cbc0010I After 351 nodes, 198 on tree, 1e+50 best solution, best possible 0.12010892 (9319.89 seconds)
Cbc0010I After 352 nodes, 198 on tree, 1e+50 best solution, best possible 0.12010892 (9327.48 seconds)
Cbc0010I After 353 nodes, 198 on tree, 1e+50 best solution, best possible 0.12010892 (9337.74 seconds)
Cbc0010I After 354 nodes, 199 on tree, 1e+50 best solution, best possible 0.12010892 (9341.75 seconds)
Cbc0010I After 355 nodes, 200 on tree, 1e+50 best solution, best possible 0.12010892 (9351.57 seconds)
Cbc0010I After 356 nodes, 200 on tree, 1e+50 best solution, best possible 0.12010892 (9360.04 seconds)
Cbc0010I After 357 nodes, 200 on tree, 1e+50 best solution, best possible 0.12010892 (9363.72 seconds)
Cbc0010I After 358 nodes, 201 on tree, 1e+50 best solution, best possible 0.12010892 (9367.29 seconds)
Cbc0010I After 359 nodes, 202 on tree, 1e+50 best solution, best possible 0.12010892 (9371.60 seconds)
Cbc0010I After 360 nodes, 203 on tree, 1e+50 best solution, best possible 0.12010892 (9376.85 seconds)
Cbc0010I After 361 nodes, 204 on tree, 1e+50 best solution, best possible 0.12010892 (9379.87 seconds)
Cbc0010I After 362 nodes, 205 on tree, 1e+50 best solution, best possible 0.12010892 (9387.20 seconds)
Cbc0010I After 363 nodes, 205 on tree, 1e+50 best solution, best possible 0.12010892 (9392.34 seconds)
Cbc0010I After 364 nodes, 206 on tree, 1e+50 best solution, best possible 0.12010892 (9401.04 seconds)
Cbc0010I After 365 nodes, 206 on tree, 1e+50 best solution, best possible 0.12010892 (9405.65 seconds)
Cbc0010I After 366 nodes, 207 on tree, 1e+50 best solution, best possible 0.12010892 (9414.99 seconds)
Cbc0010I After 367 nodes, 207 on tree, 1e+50 best solution, best possible 0.12010892 (9417.54 seconds)
Cbc0010I After 368 nodes, 208 on tree, 1e+50 best solution, best possible 0.12010892 (9421.29 seconds)
Cbc0010I After 369 nodes, 209 on tree, 1e+50 best solution, best possible 0.12010892 (9430.68 seconds)
Cbc0010I After 370 nodes, 209 on tree, 1e+50 best solution, best possible 0.12010892 (9442.05 seconds)
Cbc0010I After 371 nodes, 209 on tree, 1e+50 best solution, best possible 0.12010892 (9444.61 seconds)
Cbc0010I After 372 nodes, 210 on tree, 1e+50 best solution, best possible 0.12010892 (9446.47 seconds)
Cbc0010I After 373 nodes, 210 on tree, 1e+50 best solution, best possible 0.12010892 (9450.20 seconds)
Cbc0010I After 374 nodes, 211 on tree, 1e+50 best solution, best possible 0.12010892 (9455.71 seconds)
Cbc0010I After 375 nodes, 211 on tree, 1e+50 best solution, best possible 0.12010892 (9464.28 seconds)
Cbc0010I After 376 nodes, 212 on tree, 1e+50 best solution, best possible 0.12010892 (9466.67 seconds)
Cbc0010I After 377 nodes, 213 on tree, 1e+50 best solution, best possible 0.12010892 (9477.93 seconds)
Cbc0010I After 378 nodes, 214 on tree, 1e+50 best solution, best possible 0.12010892 (9489.25 seconds)
Cbc0010I After 379 nodes, 214 on tree, 1e+50 best solution, best possible 0.12010892 (9492.45 seconds)
Cbc0010I After 380 nodes, 214 on tree, 1e+50 best solution, best possible 0.12010892 (9502.09 seconds)
Cbc0010I After 381 nodes, 214 on tree, 1e+50 best solution, best possible 0.12010892 (9503.95 seconds)
Cbc0010I After 382 nodes, 215 on tree, 1e+50 best solution, best possible 0.12010892 (9508.94 seconds)
Cbc0010I After 383 nodes, 216 on tree, 1e+50 best solution, best possible 0.12010892 (9513.16 seconds)
Cbc0010I After 384 nodes, 217 on tree, 1e+50 best solution, best possible 0.12010892 (9524.25 seconds)
Cbc0010I After 385 nodes, 217 on tree, 1e+50 best solution, best possible 0.12010892 (9529.07 seconds)
Cbc0010I After 386 nodes, 217 on tree, 1e+50 best solution, best possible 0.12010892 (9534.88 seconds)
Cbc0010I After 387 nodes, 217 on tree, 1e+50 best solution, best possible 0.12010892 (9544.22 seconds)
Cbc0010I After 388 nodes, 218 on tree, 1e+50 best solution, best possible 0.12010892 (9548.52 seconds)
Cbc0010I After 389 nodes, 218 on tree, 1e+50 best solution, best possible 0.12010892 (9553.99 seconds)
Cbc0010I After 390 nodes, 218 on tree, 1e+50 best solution, best possible 0.12010892 (9561.82 seconds)
Cbc0010I After 391 nodes, 219 on tree, 1e+50 best solution, best possible 0.12010892 (9567.91 seconds)
Cbc0010I After 392 nodes, 219 on tree, 1e+50 best solution, best possible 0.12010892 (9576.41 seconds)
Cbc0010I After 393 nodes, 220 on tree, 1e+50 best solution, best possible 0.12010892 (9580.94 seconds)
