Welcome to the CBC MILP Solver
Version: Devel (unstable)
Build Date: Apr 26 2022
command line - -import /home/danilo/cbc-test-set/neos5.mps.gz -timeM elapsed -seconds 10800 -solve -solu sol-final-knap/neos5.txt -quit (default strategy 1)
At line 1 NAME          neos5
At line 2 ROWS
At line 67 COLUMNS
At line 1141 RHS
At line 1174 BOUNDS
At line 1238 ENDATA
Problem neos5 has 63 rows, 63 columns and 2016 elements
Coin0008I neos5 read with 0 errors
seconds was changed from 1e+08 to 10800
Continuous objective value is 13 - 0.007764 seconds
Cgl0004I processed model has 63 rows, 63 columns (53 integer (53 of which binary)) and 2016 elements
Coin3009W Conflict graph built in 0.000 seconds, density: 0.662%
Cgl0015I Clique Strengthening extended 0 cliques, 0 were dominated
Cbc0038I Initial state - 35 integers unsatisfied sum - 12.75
Cbc0038I Pass   1: suminf.    1.50000 (3) obj. 18.5 iterations 96
Cbc0038I Pass   2: suminf.    1.50000 (3) obj. 18.5 iterations 0
Cbc0038I Solution found of 20
Cbc0038I Relaxing continuous gives 19.5
Cbc0038I Before mini branch and bound, 13 integers at bound fixed and 1 continuous
Cbc0038I Full problem 63 rows 63 columns, reduced to 63 rows 49 columns
Cbc0038I Mini branch and bound improved solution from 19.5 to 15.5 (0.39 seconds)
Cbc0038I Round again with cutoff of 15.2499
Cbc0038I Pass   3: suminf.    3.00018 (13) obj. 15.2499 iterations 18
Cbc0038I Pass   4: suminf.    1.00000 (4) obj. 15.2499 iterations 19
Cbc0038I Pass   5: suminf.    0.75009 (4) obj. 15.2499 iterations 12
Cbc0038I Pass   6: suminf.    1.00036 (4) obj. 15.2499 iterations 10
Cbc0038I Pass   7: suminf.    0.75018 (4) obj. 15.2499 iterations 7
Cbc0038I Pass   8: suminf.    1.24973 (4) obj. 15.2499 iterations 22
Cbc0038I Pass   9: suminf.    0.87514 (3) obj. 15.2499 iterations 3
Cbc0038I Pass  10: suminf.    1.25009 (5) obj. 15.2499 iterations 14
Cbc0038I Pass  11: suminf.    1.24973 (6) obj. 15.2499 iterations 21
Cbc0038I Pass  12: suminf.    0.75009 (4) obj. 15.2499 iterations 14
Cbc0038I Pass  13: suminf.    1.00036 (4) obj. 15.2499 iterations 10
Cbc0038I Pass  14: suminf.    0.75018 (4) obj. 15.2499 iterations 7
Cbc0038I Pass  15: suminf.    1.24973 (4) obj. 15.2499 iterations 26
Cbc0038I Pass  16: suminf.    0.87514 (3) obj. 15.2499 iterations 4
Cbc0038I Pass  17: suminf.    1.25009 (5) obj. 15.2499 iterations 14
Cbc0038I Pass  18: suminf.    1.24973 (6) obj. 15.2499 iterations 22
Cbc0038I Pass  19: suminf.    0.75009 (4) obj. 15.2499 iterations 14
Cbc0038I Pass  20: suminf.    1.00036 (4) obj. 15.2499 iterations 10
Cbc0038I Pass  21: suminf.    0.75018 (4) obj. 15.2499 iterations 7
Cbc0038I Pass  22: suminf.    1.24973 (4) obj. 15.2499 iterations 22
Cbc0038I Pass  23: suminf.    0.87514 (3) obj. 15.2499 iterations 3
Cbc0038I Pass  24: suminf.    1.25009 (5) obj. 15.2499 iterations 14
Cbc0038I Pass  25: suminf.    1.24973 (6) obj. 15.2499 iterations 21
Cbc0038I Pass  26: suminf.    0.75009 (4) obj. 15.2499 iterations 14
Cbc0038I Pass  27: suminf.    1.00036 (4) obj. 15.2499 iterations 10
Cbc0038I Pass  28: suminf.    0.75018 (4) obj. 15.2499 iterations 7
Cbc0038I Pass  29: suminf.    1.24973 (4) obj. 15.2499 iterations 23
Cbc0038I Pass  30: suminf.    0.87514 (3) obj. 15.2499 iterations 4
Cbc0038I Pass  31: suminf.    1.25009 (5) obj. 15.2499 iterations 14
Cbc0038I Pass  32: suminf.    1.24973 (6) obj. 15.2499 iterations 22
Cbc0038I No solution found this major pass
Cbc0038I Before mini branch and bound, 13 integers at bound fixed and 4 continuous
Cbc0038I Full problem 63 rows 63 columns, reduced to 63 rows 46 columns
Cbc0038I Mini branch and bound did not improve solution (0.80 seconds)
Cbc0038I After 0.80 seconds - Feasibility pump exiting with objective of 15.5 - took 0.79 seconds
Cbc0012I Integer solution of 15.5 found by feasibility pump after 0 iterations and 0 nodes (0.80 seconds)
Cbc0038I Full problem 63 rows 63 columns, reduced to 63 rows 46 columns
Cbc0031I 11 added rows had average density of 63
Cbc0013I At root node, 11 cuts changed objective from 13 to 13.643387 in 100 passes
Cbc0014I Cut generator 0 (Probing) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.079 seconds - new frequency is -100
Cbc0014I Cut generator 1 (Gomory) - 2414 row cuts average 63.0 elements, 0 column cuts (0 active)  in 0.502 seconds - new frequency is -100
Cbc0014I Cut generator 2 (Knapsack) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.121 seconds - new frequency is -100
Cbc0014I Cut generator 3 (liftKnapsack) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 2.074 seconds - new frequency is -100
Cbc0014I Cut generator 4 (Clique) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.001 seconds - new frequency is -100
Cbc0014I Cut generator 5 (OddWheel) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.001 seconds - new frequency is -100
Cbc0014I Cut generator 6 (MixedIntegerRounding2) - 18 row cuts average 62.5 elements, 0 column cuts (0 active)  in 0.349 seconds - new frequency is -100
Cbc0014I Cut generator 7 (FlowCover) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.115 seconds - new frequency is -100
Cbc0010I After 0 nodes, 1 on tree, 15.5 best solution, best possible 13.643387 (5.98 seconds)
Cbc0010I After 962418 nodes, 213471 on tree, 15 best solution, best possible 14.5 (1728.71 seconds)
Cbc0010I After 962838 nodes, 213564 on tree, 15 best solution, best possible 14.5 (1729.44 seconds)
Cbc0010I After 963228 nodes, 213550 on tree, 15 best solution, best possible 14.5 (1730.17 seconds)
Cbc0010I After 963654 nodes, 213637 on tree, 15 best solution, best possible 14.5 (1730.89 seconds)
Cbc0010I After 964029 nodes, 213615 on tree, 15 best solution, best possible 14.5 (1731.62 seconds)
Cbc0010I After 964434 nodes, 213507 on tree, 15 best solution, best possible 14.5 (1732.35 seconds)
Cbc0010I After 964760 nodes, 213443 on tree, 15 best solution, best possible 14.5 (1733.07 seconds)
Cbc0010I After 965008 nodes, 213471 on tree, 15 best solution, best possible 14.5 (1733.80 seconds)
Cbc0010I After 965254 nodes, 213550 on tree, 15 best solution, best possible 14.5 (1734.52 seconds)
Cbc0010I After 965594 nodes, 213663 on tree, 15 best solution, best possible 14.5 (1735.25 seconds)
Cbc0010I After 966000 nodes, 213788 on tree, 15 best solution, best possible 14.5 (1736.07 seconds)
Cbc0010I After 966486 nodes, 213919 on tree, 15 best solution, best possible 14.5 (1736.80 seconds)
Cbc0010I After 966945 nodes, 214080 on tree, 15 best solution, best possible 14.5 (1737.52 seconds)
Cbc0010I After 967472 nodes, 214175 on tree, 15 best solution, best possible 14.5 (1738.24 seconds)
Cbc0010I After 967967 nodes, 214320 on tree, 15 best solution, best possible 14.5 (1738.97 seconds)
Cbc0010I After 968370 nodes, 214251 on tree, 15 best solution, best possible 14.5 (1739.70 seconds)
Cbc0010I After 968797 nodes, 214228 on tree, 15 best solution, best possible 14.5 (1740.43 seconds)
Cbc0010I After 969052 nodes, 214274 on tree, 15 best solution, best possible 14.5 (1741.15 seconds)
Cbc0010I After 969464 nodes, 214431 on tree, 15 best solution, best possible 14.5 (1741.88 seconds)
Cbc0010I After 969914 nodes, 214601 on tree, 15 best solution, best possible 14.5 (1742.60 seconds)
Cbc0010I After 970363 nodes, 214659 on tree, 15 best solution, best possible 14.5 (1743.33 seconds)
Cbc0010I After 970897 nodes, 214639 on tree, 15 best solution, best possible 14.5 (1744.05 seconds)
Cbc0010I After 971349 nodes, 214682 on tree, 15 best solution, best possible 14.5 (1744.78 seconds)
Cbc0010I After 971814 nodes, 214693 on tree, 15 best solution, best possible 14.5 (1745.50 seconds)
Cbc0010I After 972221 nodes, 214622 on tree, 15 best solution, best possible 14.5 (1746.23 seconds)
Cbc0010I After 972553 nodes, 214568 on tree, 15 best solution, best possible 14.5 (1746.96 seconds)
Cbc0010I After 972872 nodes, 214582 on tree, 15 best solution, best possible 14.5 (1747.68 seconds)
Cbc0010I After 973075 nodes, 214620 on tree, 15 best solution, best possible 14.5 (1748.41 seconds)
Cbc0010I After 973296 nodes, 214696 on tree, 15 best solution, best possible 14.5 (1749.13 seconds)
Cbc0010I After 973674 nodes, 214854 on tree, 15 best solution, best possible 14.5 (1749.86 seconds)
Cbc0010I After 974022 nodes, 215014 on tree, 15 best solution, best possible 14.5 (1750.59 seconds)
Cbc0010I After 974521 nodes, 215140 on tree, 15 best solution, best possible 14.5 (1751.32 seconds)
Cbc0010I After 974995 nodes, 215208 on tree, 15 best solution, best possible 14.5 (1752.04 seconds)
Cbc0010I After 975435 nodes, 215290 on tree, 15 best solution, best possible 14.5 (1752.77 seconds)
Cbc0010I After 975847 nodes, 215288 on tree, 15 best solution, best possible 14.5 (1753.50 seconds)
Cbc0010I After 976266 nodes, 215221 on tree, 15 best solution, best possible 14.5 (1754.22 seconds)
Cbc0010I After 976605 nodes, 215230 on tree, 15 best solution, best possible 14.5 (1754.95 seconds)
Cbc0010I After 976910 nodes, 215240 on tree, 15 best solution, best possible 14.5 (1755.68 seconds)
Cbc0010I After 977114 nodes, 215215 on tree, 15 best solution, best possible 14.5 (1756.41 seconds)
Cbc0010I After 977424 nodes, 215268 on tree, 15 best solution, best possible 14.5 (1757.13 seconds)
Cbc0010I After 977805 nodes, 215299 on tree, 15 best solution, best possible 14.5 (1757.86 seconds)
Cbc0010I After 978239 nodes, 215393 on tree, 15 best solution, best possible 14.5 (1758.58 seconds)
Cbc0010I After 978657 nodes, 215377 on tree, 15 best solution, best possible 14.5 (1759.31 seconds)
Cbc0010I After 979037 nodes, 215424 on tree, 15 best solution, best possible 14.5 (1760.03 seconds)
Cbc0010I After 979439 nodes, 215474 on tree, 15 best solution, best possible 14.5 (1760.76 seconds)
Cbc0010I After 979891 nodes, 215472 on tree, 15 best solution, best possible 14.5 (1761.48 seconds)
Cbc0010I After 980301 nodes, 215372 on tree, 15 best solution, best possible 14.5 (1762.21 seconds)
Cbc0010I After 980626 nodes, 215218 on tree, 15 best solution, best possible 14.5 (1762.94 seconds)
Cbc0010I After 980970 nodes, 215077 on tree, 15 best solution, best possible 14.5 (1763.66 seconds)
Cbc0010I After 981249 nodes, 215177 on tree, 15 best solution, best possible 14.5 (1764.39 seconds)
Cbc0010I After 981726 nodes, 215377 on tree, 15 best solution, best possible 14.5 (1765.11 seconds)
Cbc0010I After 982169 nodes, 215526 on tree, 15 best solution, best possible 14.5 (1765.84 seconds)
Cbc0010I After 982709 nodes, 215641 on tree, 15 best solution, best possible 14.5 (1766.56 seconds)
Cbc0010I After 983209 nodes, 215761 on tree, 15 best solution, best possible 14.5 (1767.29 seconds)
Cbc0010I After 983646 nodes, 215779 on tree, 15 best solution, best possible 14.5 (1768.01 seconds)
Cbc0010I After 984075 nodes, 215821 on tree, 15 best solution, best possible 14.5 (1768.74 seconds)
Cbc0010I After 984469 nodes, 215681 on tree, 15 best solution, best possible 14.5 (1769.47 seconds)
Cbc0010I After 984873 nodes, 215464 on tree, 15 best solution, best possible 14.5 (1770.19 seconds)
Cbc0010I After 985185 nodes, 215482 on tree, 15 best solution, best possible 14.5 (1770.92 seconds)
Cbc0010I After 985670 nodes, 215666 on tree, 15 best solution, best possible 14.5 (1771.64 seconds)
Cbc0010I After 986056 nodes, 215808 on tree, 15 best solution, best possible 14.5 (1772.37 seconds)
Cbc0010I After 986607 nodes, 215882 on tree, 15 best solution, best possible 14.5 (1773.09 seconds)
Cbc0010I After 987039 nodes, 216056 on tree, 15 best solution, best possible 14.5 (1773.82 seconds)
Cbc0010I After 987439 nodes, 216222 on tree, 15 best solution, best possible 14.5 (1774.55 seconds)
Cbc0010I After 987866 nodes, 216377 on tree, 15 best solution, best possible 14.5 (1775.27 seconds)
Cbc0010I After 988303 nodes, 216270 on tree, 15 best solution, best possible 14.5 (1776.00 seconds)
Cbc0010I After 988662 nodes, 216036 on tree, 15 best solution, best possible 14.5 (1776.72 seconds)
Cbc0010I After 989000 nodes, 215786 on tree, 15 best solution, best possible 14.5 (1777.48 seconds)
Cbc0010I After 989284 nodes, 215892 on tree, 15 best solution, best possible 14.5 (1778.20 seconds)
Cbc0010I After 989679 nodes, 216028 on tree, 15 best solution, best possible 14.5 (1778.92 seconds)
Cbc0010I After 990084 nodes, 216140 on tree, 15 best solution, best possible 14.5 (1779.65 seconds)
Cbc0010I After 990526 nodes, 216135 on tree, 15 best solution, best possible 14.5 (1780.38 seconds)
Cbc0010I After 990835 nodes, 216066 on tree, 15 best solution, best possible 14.5 (1781.10 seconds)
Cbc0010I After 991137 nodes, 215976 on tree, 15 best solution, best possible 14.5 (1781.83 seconds)
Cbc0010I After 991542 nodes, 215885 on tree, 15 best solution, best possible 14.5 (1782.56 seconds)
Cbc0010I After 991983 nodes, 216070 on tree, 15 best solution, best possible 14.5 (1783.28 seconds)
Cbc0010I After 992405 nodes, 215888 on tree, 15 best solution, best possible 14.5 (1784.01 seconds)
Cbc0010I After 992788 nodes, 215638 on tree, 15 best solution, best possible 14.5 (1784.73 seconds)
Cbc0010I After 993062 nodes, 215538 on tree, 15 best solution, best possible 14.5 (1785.46 seconds)
Cbc0010I After 993351 nodes, 215648 on tree, 15 best solution, best possible 14.5 (1786.18 seconds)
Cbc0010I After 993759 nodes, 215809 on tree, 15 best solution, best possible 14.5 (1786.91 seconds)
Cbc0010I After 994139 nodes, 215923 on tree, 15 best solution, best possible 14.5 (1787.63 seconds)
Cbc0010I After 994611 nodes, 216014 on tree, 15 best solution, best possible 14.5 (1788.36 seconds)
Cbc0010I After 995026 nodes, 216176 on tree, 15 best solution, best possible 14.5 (1789.08 seconds)
Cbc0010I After 995466 nodes, 216128 on tree, 15 best solution, best possible 14.5 (1789.81 seconds)
Cbc0010I After 995888 nodes, 216029 on tree, 15 best solution, best possible 14.5 (1790.54 seconds)
Cbc0010I After 996290 nodes, 215886 on tree, 15 best solution, best possible 14.5 (1791.26 seconds)
Cbc0010I After 996653 nodes, 215622 on tree, 15 best solution, best possible 14.5 (1791.98 seconds)
Cbc0010I After 996998 nodes, 215345 on tree, 15 best solution, best possible 14.5 (1792.71 seconds)
Cbc0010I After 997169 nodes, 215403 on tree, 15 best solution, best possible 14.5 (1793.44 seconds)
Cbc0010I After 997430 nodes, 215506 on tree, 15 best solution, best possible 14.5 (1794.16 seconds)
Cbc0010I After 997794 nodes, 215645 on tree, 15 best solution, best possible 14.5 (1794.89 seconds)
Cbc0010I After 998150 nodes, 215732 on tree, 15 best solution, best possible 14.5 (1795.62 seconds)
Cbc0010I After 998610 nodes, 215733 on tree, 15 best solution, best possible 14.5 (1796.34 seconds)
Cbc0010I After 999051 nodes, 215898 on tree, 15 best solution, best possible 14.5 (1797.07 seconds)
Cbc0010I After 999473 nodes, 215930 on tree, 15 best solution, best possible 14.5 (1797.79 seconds)
Cbc0010I After 999929 nodes, 215912 on tree, 15 best solution, best possible 14.5 (1798.52 seconds)
Cbc0010I After 1000360 nodes, 215771 on tree, 15 best solution, best possible 14.5 (1799.24 seconds)
Cbc0010I After 1000821 nodes, 215426 on tree, 15 best solution, best possible 14.5 (1799.97 seconds)
Cbc0010I After 1001059 nodes, 215373 on tree, 15 best solution, best possible 14.5 (1800.69 seconds)
Cbc0010I After 1001275 nodes, 215468 on tree, 15 best solution, best possible 14.5 (1801.42 seconds)
Cbc0010I After 1001634 nodes, 215592 on tree, 15 best solution, best possible 14.5 (1802.14 seconds)
Cbc0010I After 1002000 nodes, 215730 on tree, 15 best solution, best possible 14.5 (1802.88 seconds)
Cbc0010I After 1002437 nodes, 215755 on tree, 15 best solution, best possible 14.5 (1803.60 seconds)
Cbc0010I After 1002760 nodes, 215819 on tree, 15 best solution, best possible 14.5 (1804.33 seconds)
Cbc0010I After 1003123 nodes, 215846 on tree, 15 best solution, best possible 14.5 (1805.05 seconds)
Cbc0010I After 1003539 nodes, 216006 on tree, 15 best solution, best possible 14.5 (1805.78 seconds)
Cbc0010I After 1003894 nodes, 216004 on tree, 15 best solution, best possible 14.5 (1806.50 seconds)
Cbc0010I After 1004287 nodes, 215871 on tree, 15 best solution, best possible 14.5 (1807.23 seconds)
Cbc0010I After 1004577 nodes, 215827 on tree, 15 best solution, best possible 14.5 (1807.96 seconds)
Cbc0010I After 1004885 nodes, 215867 on tree, 15 best solution, best possible 14.5 (1808.69 seconds)
Cbc0010I After 1005114 nodes, 215924 on tree, 15 best solution, best possible 14.5 (1809.41 seconds)
Cbc0010I After 1005425 nodes, 216033 on tree, 15 best solution, best possible 14.5 (1810.14 seconds)
Cbc0010I After 1005850 nodes, 216205 on tree, 15 best solution, best possible 14.5 (1810.86 seconds)
Cbc0010I After 1006230 nodes, 216285 on tree, 15 best solution, best possible 14.5 (1811.59 seconds)
Cbc0010I After 1006665 nodes, 216294 on tree, 15 best solution, best possible 14.5 (1812.31 seconds)
Cbc0010I After 1007110 nodes, 216348 on tree, 15 best solution, best possible 14.5 (1813.04 seconds)
Cbc0010I After 1007494 nodes, 216384 on tree, 15 best solution, best possible 14.5 (1813.77 seconds)
Cbc0010I After 1007928 nodes, 216493 on tree, 15 best solution, best possible 14.5 (1814.49 seconds)
Cbc0010I After 1008328 nodes, 216441 on tree, 15 best solution, best possible 14.5 (1815.22 seconds)
Cbc0010I After 1008640 nodes, 216487 on tree, 15 best solution, best possible 14.5 (1815.94 seconds)
Cbc0010I After 1009000 nodes, 216533 on tree, 15 best solution, best possible 14.5 (1816.74 seconds)
Cbc0010I After 1009365 nodes, 216684 on tree, 15 best solution, best possible 14.5 (1817.47 seconds)
Cbc0010I After 1009798 nodes, 216856 on tree, 15 best solution, best possible 14.5 (1818.19 seconds)
Cbc0010I After 1010171 nodes, 216949 on tree, 15 best solution, best possible 14.5 (1818.92 seconds)
Cbc0010I After 1010569 nodes, 216886 on tree, 15 best solution, best possible 14.5 (1819.64 seconds)
Cbc0010I After 1010941 nodes, 217037 on tree, 15 best solution, best possible 14.5 (1820.37 seconds)
Cbc0010I After 1011361 nodes, 217205 on tree, 15 best solution, best possible 14.5 (1821.09 seconds)
Cbc0010I After 1011768 nodes, 217375 on tree, 15 best solution, best possible 14.5 (1821.82 seconds)
Cbc0010I After 1012143 nodes, 217436 on tree, 15 best solution, best possible 14.5 (1822.54 seconds)
Cbc0010I After 1012490 nodes, 217379 on tree, 15 best solution, best possible 14.5 (1823.27 seconds)
Cbc0010I After 1012791 nodes, 217405 on tree, 15 best solution, best possible 14.5 (1824.00 seconds)
Cbc0010I After 1013038 nodes, 217439 on tree, 15 best solution, best possible 14.5 (1824.72 seconds)
Cbc0010I After 1013342 nodes, 217574 on tree, 15 best solution, best possible 14.5 (1825.45 seconds)
Cbc0010I After 1013733 nodes, 217758 on tree, 15 best solution, best possible 14.5 (1826.18 seconds)
Cbc0010I After 1014070 nodes, 217882 on tree, 15 best solution, best possible 14.5 (1826.90 seconds)
Cbc0010I After 1014466 nodes, 217954 on tree, 15 best solution, best possible 14.5 (1827.63 seconds)
Cbc0010I After 1014879 nodes, 218130 on tree, 15 best solution, best possible 14.5 (1828.36 seconds)
Cbc0010I After 1015282 nodes, 218265 on tree, 15 best solution, best possible 14.5 (1829.08 seconds)
Cbc0010I After 1015668 nodes, 218422 on tree, 15 best solution, best possible 14.5 (1829.81 seconds)
Cbc0010I After 1016000 nodes, 218548 on tree, 15 best solution, best possible 14.5 (1830.54 seconds)
Cbc0010I After 1016377 nodes, 218448 on tree, 15 best solution, best possible 14.5 (1831.27 seconds)
Cbc0010I After 1016642 nodes, 218473 on tree, 15 best solution, best possible 14.5 (1832.00 seconds)
Cbc0010I After 1016959 nodes, 218507 on tree, 15 best solution, best possible 14.5 (1832.72 seconds)
Cbc0010I After 1017141 nodes, 218578 on tree, 15 best solution, best possible 14.5 (1833.45 seconds)
Cbc0010I After 1017489 nodes, 218742 on tree, 15 best solution, best possible 14.5 (1834.18 seconds)
Cbc0010I After 1017891 nodes, 218913 on tree, 15 best solution, best possible 14.5 (1834.90 seconds)
Cbc0010I After 1018208 nodes, 219013 on tree, 15 best solution, best possible 14.5 (1835.63 seconds)
Cbc0010I After 1018623 nodes, 219037 on tree, 15 best solution, best possible 14.5 (1836.35 seconds)
Cbc0010I After 1019022 nodes, 219186 on tree, 15 best solution, best possible 14.5 (1837.07 seconds)
Cbc0010I After 1019374 nodes, 219324 on tree, 15 best solution, best possible 14.5 (1837.80 seconds)
Cbc0010I After 1019723 nodes, 219423 on tree, 15 best solution, best possible 14.5 (1838.53 seconds)
Cbc0010I After 1020072 nodes, 219302 on tree, 15 best solution, best possible 14.5 (1839.25 seconds)
Cbc0010I After 1020420 nodes, 219238 on tree, 15 best solution, best possible 14.5 (1839.98 seconds)
Cbc0010I After 1020679 nodes, 219273 on tree, 15 best solution, best possible 14.5 (1840.71 seconds)
Cbc0010I After 1020993 nodes, 219311 on tree, 15 best solution, best possible 14.5 (1841.44 seconds)
Cbc0010I After 1021203 nodes, 219396 on tree, 15 best solution, best possible 14.5 (1842.16 seconds)
Cbc0010I After 1021560 nodes, 219543 on tree, 15 best solution, best possible 14.5 (1842.89 seconds)
Cbc0010I After 1021959 nodes, 219693 on tree, 15 best solution, best possible 14.5 (1843.62 seconds)
Cbc0010I After 1022343 nodes, 219807 on tree, 15 best solution, best possible 14.5 (1844.34 seconds)
Cbc0010I After 1022869 nodes, 219913 on tree, 15 best solution, best possible 14.5 (1845.07 seconds)
Cbc0010I After 1023342 nodes, 220035 on tree, 15 best solution, best possible 14.5 (1845.80 seconds)
Cbc0010I After 1023790 nodes, 219975 on tree, 15 best solution, best possible 14.5 (1846.52 seconds)
Cbc0010I After 1024107 nodes, 219858 on tree, 15 best solution, best possible 14.5 (1847.25 seconds)
Cbc0010I After 1024407 nodes, 219859 on tree, 15 best solution, best possible 14.5 (1847.98 seconds)
Cbc0010I After 1024658 nodes, 219893 on tree, 15 best solution, best possible 14.5 (1848.70 seconds)
Cbc0010I After 1024968 nodes, 219928 on tree, 15 best solution, best possible 14.5 (1849.43 seconds)
Cbc0010I After 1025161 nodes, 220004 on tree, 15 best solution, best possible 14.5 (1850.15 seconds)
Cbc0010I After 1025570 nodes, 220169 on tree, 15 best solution, best possible 14.5 (1850.88 seconds)
Cbc0010I After 1025978 nodes, 220324 on tree, 15 best solution, best possible 14.5 (1851.61 seconds)
Cbc0010I After 1026372 nodes, 220358 on tree, 15 best solution, best possible 14.5 (1852.33 seconds)
Cbc0010I After 1026726 nodes, 220288 on tree, 15 best solution, best possible 14.5 (1853.06 seconds)
Cbc0010I After 1027119 nodes, 220178 on tree, 15 best solution, best possible 14.5 (1853.79 seconds)
Cbc0010I After 1027489 nodes, 220060 on tree, 15 best solution, best possible 14.5 (1854.52 seconds)
Cbc0010I After 1027872 nodes, 219932 on tree, 15 best solution, best possible 14.5 (1855.24 seconds)
Cbc0010I After 1028256 nodes, 219814 on tree, 15 best solution, best possible 14.5 (1855.97 seconds)
Cbc0010I After 1028590 nodes, 219797 on tree, 15 best solution, best possible 14.5 (1856.70 seconds)
Cbc0010I After 1028910 nodes, 219829 on tree, 15 best solution, best possible 14.5 (1857.42 seconds)
Cbc0010I After 1029112 nodes, 219894 on tree, 15 best solution, best possible 14.5 (1858.15 seconds)
Cbc0010I After 1029405 nodes, 220021 on tree, 15 best solution, best possible 14.5 (1858.88 seconds)
Cbc0010I After 1029781 nodes, 220196 on tree, 15 best solution, best possible 14.5 (1859.60 seconds)
Cbc0010I After 1030177 nodes, 220306 on tree, 15 best solution, best possible 14.5 (1860.33 seconds)
Cbc0010I After 1030668 nodes, 220347 on tree, 15 best solution, best possible 14.5 (1861.06 seconds)
Cbc0010I After 1031028 nodes, 220217 on tree, 15 best solution, best possible 14.5 (1861.78 seconds)
Cbc0010I After 1031358 nodes, 220095 on tree, 15 best solution, best possible 14.5 (1862.51 seconds)
Cbc0010I After 1031671 nodes, 219947 on tree, 15 best solution, best possible 14.5 (1863.23 seconds)
Cbc0010I After 1031975 nodes, 219838 on tree, 15 best solution, best possible 14.5 (1863.96 seconds)
Cbc0010I After 1032380 nodes, 219695 on tree, 15 best solution, best possible 14.5 (1864.69 seconds)
Cbc0010I After 1032665 nodes, 219717 on tree, 15 best solution, best possible 14.5 (1865.42 seconds)
Cbc0010I After 1032954 nodes, 219735 on tree, 15 best solution, best possible 14.5 (1866.15 seconds)
Cbc0010I After 1033144 nodes, 219804 on tree, 15 best solution, best possible 14.5 (1866.87 seconds)
Cbc0010I After 1033539 nodes, 219963 on tree, 15 best solution, best possible 14.5 (1867.60 seconds)
Cbc0010I After 1033914 nodes, 220093 on tree, 15 best solution, best possible 14.5 (1868.32 seconds)
Cbc0010I After 1034357 nodes, 220165 on tree, 15 best solution, best possible 14.5 (1869.05 seconds)
Cbc0010I After 1034838 nodes, 220127 on tree, 15 best solution, best possible 14.5 (1869.78 seconds)
Cbc0010I After 1035244 nodes, 220157 on tree, 15 best solution, best possible 14.5 (1870.50 seconds)
Cbc0010I After 1035614 nodes, 220237 on tree, 15 best solution, best possible 14.5 (1871.23 seconds)
Cbc0010I After 1036000 nodes, 220215 on tree, 15 best solution, best possible 14.5 (1872.05 seconds)
Cbc0010I After 1036464 nodes, 220135 on tree, 15 best solution, best possible 14.5 (1872.77 seconds)
Cbc0010I After 1036815 nodes, 220152 on tree, 15 best solution, best possible 14.5 (1873.50 seconds)
Cbc0010I After 1037033 nodes, 220179 on tree, 15 best solution, best possible 14.5 (1874.23 seconds)
Cbc0010I After 1037241 nodes, 220246 on tree, 15 best solution, best possible 14.5 (1874.96 seconds)
Cbc0010I After 1037631 nodes, 220338 on tree, 15 best solution, best possible 14.5 (1875.68 seconds)
Cbc0010I After 1038000 nodes, 220388 on tree, 15 best solution, best possible 14.5 (1876.46 seconds)
Cbc0010I After 1038436 nodes, 220416 on tree, 15 best solution, best possible 14.5 (1877.19 seconds)
Cbc0010I After 1038819 nodes, 220402 on tree, 15 best solution, best possible 14.5 (1877.91 seconds)
Cbc0010I After 1039249 nodes, 220487 on tree, 15 best solution, best possible 14.5 (1878.64 seconds)
Cbc0010I After 1039695 nodes, 220564 on tree, 15 best solution, best possible 14.5 (1879.37 seconds)
Cbc0010I After 1040071 nodes, 220568 on tree, 15 best solution, best possible 14.5 (1880.09 seconds)
Cbc0010I After 1040520 nodes, 220505 on tree, 15 best solution, best possible 14.5 (1880.82 seconds)
Cbc0010I After 1040855 nodes, 220534 on tree, 15 best solution, best possible 14.5 (1881.55 seconds)
Cbc0010I After 1041090 nodes, 220536 on tree, 15 best solution, best possible 14.5 (1882.27 seconds)
Cbc0010I After 1041364 nodes, 220547 on tree, 15 best solution, best possible 14.5 (1883.00 seconds)
Cbc0010I After 1041723 nodes, 220607 on tree, 15 best solution, best possible 14.5 (1883.73 seconds)
Cbc0010I After 1042053 nodes, 220609 on tree, 15 best solution, best possible 14.5 (1884.45 seconds)
Cbc0010I After 1042508 nodes, 220667 on tree, 15 best solution, best possible 14.5 (1885.18 seconds)
Cbc0010I After 1042995 nodes, 220717 on tree, 15 best solution, best possible 14.5 (1885.90 seconds)
Cbc0010I After 1043441 nodes, 220777 on tree, 15 best solution, best possible 14.5 (1886.63 seconds)
Cbc0010I After 1043919 nodes, 220874 on tree, 15 best solution, best possible 14.5 (1887.36 seconds)
Cbc0010I After 1044330 nodes, 220771 on tree, 15 best solution, best possible 14.5 (1888.08 seconds)
Cbc0010I After 1044667 nodes, 220664 on tree, 15 best solution, best possible 14.5 (1888.81 seconds)
