Welcome to the CBC MILP Solver
Version: Devel (unstable)
Build Date: Apr 26 2022
command line - -import /home/danilo/cbc-test-set/50v-10.mps.gz -timeM elapsed -seconds 10800 -solve -solu sol-final-knap/50v-10.txt -quit (default strategy 1)
At line 1 NAME          50v-10
At line 2 ROWS
At line 237 COLUMNS
At line 4632 RHS
At line 4659 BOUNDS
At line 6307 ENDATA
Problem 50v-10 has 233 rows, 2013 columns and 2745 elements
Coin0008I 50v-10 read with 0 errors
seconds was changed from 1e+08 to 10800
Continuous objective value is 2879.07 - 0.100023 seconds
Cgl0004I processed model has 233 rows, 2013 columns (1647 integer (1464 of which binary)) and 2745 elements
Coin3009W Conflict graph built in 0.002 seconds, density: 0.018%
Cgl0015I Clique Strengthening extended 0 cliques, 0 were dominated
Cbc0038I Initial state - 29 integers unsatisfied sum - 8.7963
Cbc0038I Solution found of 2879.07
Cbc0038I Branch and bound needed to clear up 29 general integers
Cbc0038I Full problem 233 rows 2013 columns, reduced to 233 rows 549 columns
Cbc0038I Cleaned solution of 6627.51
Cbc0038I Before mini branch and bound, 1618 integers at bound fixed and 337 continuous
Cbc0038I Mini branch and bound did not improve solution (0.94 seconds)
Cbc0038I Round again with cutoff of 6252.67
Cbc0038I Solution found of 2879.07
Cbc0038I Branch and bound needed to clear up 29 general integers
Cbc0038I Full problem 234 rows 2013 columns, reduced to 234 rows 549 columns
Cbc0038I Mini branch and bound could not fix general integers
Cbc0038I No solution found this major pass
Cbc0038I Before mini branch and bound, 1618 integers at bound fixed and 337 continuous
Cbc0038I Mini branch and bound did not improve solution (1.98 seconds)
Cbc0038I After 1.98 seconds - Feasibility pump exiting with objective of 6627.51 - took 1.89 seconds
Cbc0012I Integer solution of 6627.51 found by feasibility pump after 0 iterations and 0 nodes (2.00 seconds)
Cbc0038I Full problem 233 rows 2013 columns, reduced to 20 rows 33 columns
Cbc0012I Integer solution of 6621.18 found by RINS after 0 iterations and 0 nodes (5.24 seconds)
Cbc0012I Integer solution of 6427.1 found by DiveCoefficient after 1239 iterations and 0 nodes (12.72 seconds)
Cbc0031I 73 added rows had average density of 231.79452
Cbc0013I At root node, 73 cuts changed objective from 2879.0657 to 3161.7528 in 15 passes
Cbc0014I Cut generator 0 (Probing) - 6 row cuts average 103.0 elements, 1 column cuts (1 active)  in 5.409 seconds - new frequency is -100
Cbc0014I Cut generator 1 (Gomory) - 249 row cuts average 381.3 elements, 0 column cuts (0 active)  in 0.379 seconds - new frequency is 1
Cbc0014I Cut generator 2 (Knapsack) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.072 seconds - new frequency is -100
Cbc0014I Cut generator 3 (liftKnapsack) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.144 seconds - new frequency is -100
Cbc0014I Cut generator 4 (Clique) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.001 seconds - new frequency is -100
Cbc0014I Cut generator 5 (OddWheel) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.001 seconds - new frequency is -100
Cbc0014I Cut generator 6 (MixedIntegerRounding2) - 94 row cuts average 168.4 elements, 0 column cuts (0 active)  in 0.178 seconds - new frequency is 1
Cbc0014I Cut generator 7 (FlowCover) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.126 seconds - new frequency is -100
Cbc0014I Cut generator 8 (TwoMirCuts) - 219 row cuts average 225.5 elements, 0 column cuts (0 active)  in 0.221 seconds - new frequency is -100
Cbc0010I After 0 nodes, 1 on tree, 6427.1 best solution, best possible 3161.7528 (14.81 seconds)
Cbc0010I After 318171 nodes, 19943 on tree, 3856.03 best solution, best possible 3185.6788 (3550.31 seconds)
Cbc0010I After 318325 nodes, 19960 on tree, 3856.03 best solution, best possible 3185.6788 (3551.02 seconds)
Cbc0010I After 318480 nodes, 19946 on tree, 3856.03 best solution, best possible 3185.6788 (3551.72 seconds)
Cbc0010I After 318617 nodes, 19954 on tree, 3856.03 best solution, best possible 3185.6788 (3552.42 seconds)
Cbc0010I After 318736 nodes, 19935 on tree, 3856.03 best solution, best possible 3185.6788 (3553.13 seconds)
Cbc0010I After 318826 nodes, 19927 on tree, 3856.03 best solution, best possible 3185.6788 (3553.84 seconds)
Cbc0010I After 318933 nodes, 19926 on tree, 3856.03 best solution, best possible 3185.6788 (3554.54 seconds)
Cbc0010I After 319104 nodes, 19943 on tree, 3856.03 best solution, best possible 3185.6788 (3555.25 seconds)
Cbc0010I After 319288 nodes, 19939 on tree, 3856.03 best solution, best possible 3185.6788 (3555.95 seconds)
Cbc0010I After 319438 nodes, 19957 on tree, 3856.03 best solution, best possible 3185.6788 (3556.65 seconds)
Cbc0010I After 319599 nodes, 19957 on tree, 3856.03 best solution, best possible 3185.6788 (3557.37 seconds)
Cbc0010I After 319767 nodes, 19947 on tree, 3856.03 best solution, best possible 3185.6788 (3558.07 seconds)
Cbc0010I After 319860 nodes, 19925 on tree, 3856.03 best solution, best possible 3185.6788 (3558.79 seconds)
Cbc0010I After 319946 nodes, 19921 on tree, 3856.03 best solution, best possible 3185.6788 (3559.50 seconds)
Cbc0010I After 320069 nodes, 19960 on tree, 3856.03 best solution, best possible 3185.6788 (3560.20 seconds)
Cbc0010I After 320223 nodes, 19948 on tree, 3856.03 best solution, best possible 3185.6788 (3560.91 seconds)
Cbc0010I After 320377 nodes, 19960 on tree, 3856.03 best solution, best possible 3185.6788 (3561.61 seconds)
Cbc0010I After 320532 nodes, 19955 on tree, 3856.03 best solution, best possible 3185.6788 (3562.32 seconds)
Cbc0010I After 320673 nodes, 19968 on tree, 3856.03 best solution, best possible 3185.6788 (3563.02 seconds)
Cbc0010I After 320824 nodes, 19958 on tree, 3856.03 best solution, best possible 3185.6788 (3563.73 seconds)
Cbc0010I After 320904 nodes, 19946 on tree, 3856.03 best solution, best possible 3185.6788 (3564.44 seconds)
Cbc0010I After 320959 nodes, 19943 on tree, 3856.03 best solution, best possible 3185.6788 (3565.15 seconds)
Cbc0010I After 321036 nodes, 19929 on tree, 3856.03 best solution, best possible 3185.6788 (3565.86 seconds)
Cbc0010I After 321128 nodes, 19927 on tree, 3856.03 best solution, best possible 3185.6788 (3566.56 seconds)
Cbc0010I After 321299 nodes, 19938 on tree, 3856.03 best solution, best possible 3185.6788 (3567.27 seconds)
Cbc0010I After 321459 nodes, 19928 on tree, 3856.03 best solution, best possible 3185.6788 (3567.98 seconds)
Cbc0010I After 321603 nodes, 19952 on tree, 3856.03 best solution, best possible 3185.6788 (3568.68 seconds)
Cbc0010I After 321712 nodes, 19932 on tree, 3856.03 best solution, best possible 3185.6788 (3569.39 seconds)
Cbc0010I After 321783 nodes, 19952 on tree, 3856.03 best solution, best possible 3185.6788 (3570.10 seconds)
Cbc0010I After 321867 nodes, 19925 on tree, 3856.03 best solution, best possible 3185.6788 (3570.81 seconds)
Cbc0010I After 321951 nodes, 19942 on tree, 3856.03 best solution, best possible 3185.6788 (3571.52 seconds)
Cbc0010I After 322055 nodes, 19918 on tree, 3856.03 best solution, best possible 3185.6788 (3572.22 seconds)
Cbc0010I After 322152 nodes, 19923 on tree, 3856.03 best solution, best possible 3185.6788 (3572.94 seconds)
Cbc0010I After 322250 nodes, 19932 on tree, 3856.03 best solution, best possible 3185.6788 (3573.64 seconds)
Cbc0010I After 322316 nodes, 19930 on tree, 3856.03 best solution, best possible 3185.6788 (3574.35 seconds)
Cbc0010I After 322397 nodes, 19928 on tree, 3856.03 best solution, best possible 3185.6788 (3575.06 seconds)
Cbc0010I After 322530 nodes, 19923 on tree, 3856.03 best solution, best possible 3185.6788 (3575.76 seconds)
Cbc0010I After 322692 nodes, 19912 on tree, 3856.03 best solution, best possible 3185.6788 (3576.46 seconds)
Cbc0010I After 322835 nodes, 19935 on tree, 3856.03 best solution, best possible 3185.6788 (3577.17 seconds)
Cbc0010I After 322995 nodes, 19919 on tree, 3856.03 best solution, best possible 3185.6788 (3577.87 seconds)
Cbc0010I After 323157 nodes, 19918 on tree, 3856.03 best solution, best possible 3185.6788 (3578.58 seconds)
Cbc0010I After 323291 nodes, 19942 on tree, 3856.03 best solution, best possible 3185.6788 (3579.28 seconds)
Cbc0010I After 323380 nodes, 19925 on tree, 3856.03 best solution, best possible 3185.6788 (3579.99 seconds)
Cbc0010I After 323450 nodes, 19939 on tree, 3856.03 best solution, best possible 3185.6788 (3580.69 seconds)
Cbc0010I After 323517 nodes, 19926 on tree, 3856.03 best solution, best possible 3185.6788 (3581.40 seconds)
Cbc0010I After 323653 nodes, 19924 on tree, 3856.03 best solution, best possible 3185.6788 (3582.11 seconds)
Cbc0010I After 323807 nodes, 19913 on tree, 3856.03 best solution, best possible 3185.6788 (3582.81 seconds)
Cbc0010I After 323949 nodes, 19924 on tree, 3856.03 best solution, best possible 3185.6788 (3583.51 seconds)
Cbc0010I After 324097 nodes, 19933 on tree, 3856.03 best solution, best possible 3185.6788 (3584.22 seconds)
Cbc0010I After 324249 nodes, 19919 on tree, 3856.03 best solution, best possible 3185.6788 (3584.92 seconds)
Cbc0010I After 324406 nodes, 19913 on tree, 3856.03 best solution, best possible 3185.6788 (3585.62 seconds)
Cbc0010I After 324506 nodes, 19921 on tree, 3856.03 best solution, best possible 3185.6788 (3586.33 seconds)
Cbc0010I After 324585 nodes, 19900 on tree, 3856.03 best solution, best possible 3185.6788 (3587.03 seconds)
Cbc0010I After 324738 nodes, 19949 on tree, 3856.03 best solution, best possible 3185.6788 (3587.74 seconds)
Cbc0010I After 324912 nodes, 19927 on tree, 3856.03 best solution, best possible 3185.6788 (3588.44 seconds)
Cbc0010I After 325065 nodes, 19924 on tree, 3856.03 best solution, best possible 3185.6788 (3589.16 seconds)
Cbc0010I After 325229 nodes, 19945 on tree, 3856.03 best solution, best possible 3185.6788 (3589.86 seconds)
Cbc0010I After 325392 nodes, 19929 on tree, 3856.03 best solution, best possible 3185.6788 (3590.56 seconds)
Cbc0010I After 325548 nodes, 19929 on tree, 3856.03 best solution, best possible 3185.6788 (3591.27 seconds)
Cbc0010I After 325653 nodes, 19938 on tree, 3856.03 best solution, best possible 3185.6788 (3591.99 seconds)
Cbc0010I After 325746 nodes, 19932 on tree, 3856.03 best solution, best possible 3185.6788 (3592.69 seconds)
Cbc0010I After 325889 nodes, 19925 on tree, 3856.03 best solution, best possible 3185.6788 (3593.39 seconds)
Cbc0010I After 326042 nodes, 19936 on tree, 3856.03 best solution, best possible 3185.6788 (3594.10 seconds)
Cbc0010I After 326205 nodes, 19911 on tree, 3856.03 best solution, best possible 3185.6788 (3594.80 seconds)
Cbc0010I After 326368 nodes, 19922 on tree, 3856.03 best solution, best possible 3185.6788 (3595.50 seconds)
Cbc0010I After 326496 nodes, 19923 on tree, 3856.03 best solution, best possible 3185.6788 (3596.22 seconds)
Cbc0010I After 326575 nodes, 19929 on tree, 3856.03 best solution, best possible 3185.6788 (3596.92 seconds)
Cbc0010I After 326671 nodes, 19930 on tree, 3856.03 best solution, best possible 3185.6788 (3597.63 seconds)
Cbc0010I After 326784 nodes, 19925 on tree, 3856.03 best solution, best possible 3185.6788 (3598.34 seconds)
Cbc0010I After 326892 nodes, 19919 on tree, 3856.03 best solution, best possible 3185.6788 (3599.04 seconds)
Cbc0010I After 327001 nodes, 19909 on tree, 3856.03 best solution, best possible 3185.6788 (3599.75 seconds)
Cbc0010I After 327102 nodes, 19917 on tree, 3856.03 best solution, best possible 3185.6788 (3600.46 seconds)
Cbc0010I After 327213 nodes, 19922 on tree, 3856.03 best solution, best possible 3185.6788 (3601.17 seconds)
Cbc0010I After 327293 nodes, 19931 on tree, 3856.03 best solution, best possible 3185.6788 (3601.90 seconds)
Cbc0010I After 327364 nodes, 19916 on tree, 3856.03 best solution, best possible 3185.6788 (3602.61 seconds)
Cbc0010I After 327453 nodes, 19929 on tree, 3856.03 best solution, best possible 3185.6788 (3603.32 seconds)
Cbc0010I After 327615 nodes, 19908 on tree, 3856.03 best solution, best possible 3185.6788 (3604.02 seconds)
Cbc0010I After 327778 nodes, 19903 on tree, 3856.03 best solution, best possible 3185.6788 (3604.73 seconds)
Cbc0010I After 327922 nodes, 19909 on tree, 3856.03 best solution, best possible 3185.6788 (3605.43 seconds)
Cbc0010I After 328057 nodes, 19924 on tree, 3856.03 best solution, best possible 3185.6788 (3606.14 seconds)
Cbc0010I After 328150 nodes, 19926 on tree, 3856.03 best solution, best possible 3185.6788 (3606.87 seconds)
Cbc0010I After 328217 nodes, 19906 on tree, 3856.03 best solution, best possible 3185.6788 (3607.57 seconds)
Cbc0010I After 328302 nodes, 19901 on tree, 3856.03 best solution, best possible 3185.6788 (3608.29 seconds)
Cbc0010I After 328392 nodes, 19910 on tree, 3856.03 best solution, best possible 3185.6788 (3609.00 seconds)
Cbc0010I After 328494 nodes, 19920 on tree, 3856.03 best solution, best possible 3185.6788 (3609.70 seconds)
Cbc0010I After 328595 nodes, 19907 on tree, 3856.03 best solution, best possible 3185.6788 (3610.40 seconds)
Cbc0010I After 328697 nodes, 19942 on tree, 3856.03 best solution, best possible 3185.6788 (3611.11 seconds)
Cbc0010I After 328774 nodes, 19937 on tree, 3856.03 best solution, best possible 3185.6788 (3611.83 seconds)
Cbc0010I After 328834 nodes, 19928 on tree, 3856.03 best solution, best possible 3185.6788 (3612.54 seconds)
Cbc0010I After 328909 nodes, 19943 on tree, 3856.03 best solution, best possible 3185.6788 (3613.24 seconds)
Cbc0010I After 329054 nodes, 19922 on tree, 3856.03 best solution, best possible 3185.6788 (3613.95 seconds)
Cbc0010I After 329197 nodes, 19915 on tree, 3856.03 best solution, best possible 3185.6788 (3614.65 seconds)
Cbc0010I After 329335 nodes, 19920 on tree, 3856.03 best solution, best possible 3185.6788 (3615.36 seconds)
Cbc0010I After 329481 nodes, 19898 on tree, 3856.03 best solution, best possible 3185.6788 (3616.06 seconds)
Cbc0010I After 329619 nodes, 19921 on tree, 3856.03 best solution, best possible 3185.6788 (3616.77 seconds)
Cbc0010I After 329774 nodes, 19912 on tree, 3856.03 best solution, best possible 3185.6788 (3617.47 seconds)
Cbc0010I After 329923 nodes, 19901 on tree, 3856.03 best solution, best possible 3185.6788 (3618.17 seconds)
Cbc0010I After 330006 nodes, 19929 on tree, 3856.03 best solution, best possible 3185.6788 (3618.88 seconds)
Cbc0010I After 330073 nodes, 19912 on tree, 3856.03 best solution, best possible 3185.6788 (3619.61 seconds)
Cbc0010I After 330133 nodes, 19913 on tree, 3856.03 best solution, best possible 3185.6788 (3620.31 seconds)
Cbc0010I After 330282 nodes, 19905 on tree, 3856.03 best solution, best possible 3185.6788 (3621.02 seconds)
Cbc0010I After 330432 nodes, 19937 on tree, 3856.03 best solution, best possible 3185.6788 (3621.72 seconds)
Cbc0010I After 330585 nodes, 19934 on tree, 3856.03 best solution, best possible 3185.6788 (3622.42 seconds)
Cbc0010I After 330744 nodes, 19933 on tree, 3856.03 best solution, best possible 3185.6788 (3623.13 seconds)
Cbc0010I After 330911 nodes, 19905 on tree, 3856.03 best solution, best possible 3185.6788 (3623.84 seconds)
Cbc0010I After 331068 nodes, 19909 on tree, 3856.03 best solution, best possible 3185.6788 (3624.54 seconds)
Cbc0010I After 331184 nodes, 19901 on tree, 3856.03 best solution, best possible 3185.6788 (3625.25 seconds)
Cbc0010I After 331262 nodes, 19923 on tree, 3856.03 best solution, best possible 3185.6788 (3625.96 seconds)
Cbc0010I After 331333 nodes, 19923 on tree, 3856.03 best solution, best possible 3185.6788 (3626.67 seconds)
Cbc0010I After 331416 nodes, 19918 on tree, 3856.03 best solution, best possible 3185.6788 (3627.37 seconds)
Cbc0010I After 331487 nodes, 19900 on tree, 3856.03 best solution, best possible 3185.6788 (3628.08 seconds)
Cbc0010I After 331646 nodes, 19902 on tree, 3856.03 best solution, best possible 3185.6788 (3628.79 seconds)
Cbc0010I After 331810 nodes, 19930 on tree, 3856.03 best solution, best possible 3185.6788 (3629.49 seconds)
Cbc0010I After 331976 nodes, 19887 on tree, 3856.03 best solution, best possible 3185.6788 (3630.19 seconds)
Cbc0010I After 332127 nodes, 19903 on tree, 3856.03 best solution, best possible 3185.6788 (3630.90 seconds)
Cbc0010I After 332281 nodes, 19890 on tree, 3856.03 best solution, best possible 3185.6788 (3631.60 seconds)
Cbc0010I After 332436 nodes, 19897 on tree, 3856.03 best solution, best possible 3185.6788 (3632.30 seconds)
Cbc0010I After 332598 nodes, 19882 on tree, 3856.03 best solution, best possible 3185.6788 (3633.01 seconds)
Cbc0010I After 332676 nodes, 19888 on tree, 3856.03 best solution, best possible 3185.6788 (3633.71 seconds)
Cbc0010I After 332730 nodes, 19893 on tree, 3856.03 best solution, best possible 3185.6788 (3634.42 seconds)
Cbc0010I After 332812 nodes, 19929 on tree, 3856.03 best solution, best possible 3185.6788 (3635.13 seconds)
Cbc0010I After 332874 nodes, 19967 on tree, 3856.03 best solution, best possible 3185.6788 (3635.86 seconds)
Cbc0010I After 332994 nodes, 19959 on tree, 3856.03 best solution, best possible 3185.6788 (3636.57 seconds)
Cbc0010I After 333152 nodes, 19946 on tree, 3856.03 best solution, best possible 3185.6788 (3637.28 seconds)
Cbc0010I After 333305 nodes, 19950 on tree, 3856.03 best solution, best possible 3185.6788 (3637.98 seconds)
Cbc0010I After 333420 nodes, 19943 on tree, 3856.03 best solution, best possible 3185.6788 (3638.69 seconds)
Cbc0010I After 333572 nodes, 19937 on tree, 3856.03 best solution, best possible 3185.6788 (3639.39 seconds)
Cbc0010I After 333706 nodes, 19959 on tree, 3856.03 best solution, best possible 3185.6788 (3640.10 seconds)
Cbc0010I After 333791 nodes, 19958 on tree, 3856.03 best solution, best possible 3185.6788 (3640.81 seconds)
Cbc0010I After 333879 nodes, 19935 on tree, 3856.03 best solution, best possible 3185.6788 (3641.51 seconds)
Cbc0010I After 333984 nodes, 19945 on tree, 3856.03 best solution, best possible 3185.6788 (3642.22 seconds)
Cbc0010I After 334074 nodes, 19953 on tree, 3856.03 best solution, best possible 3185.6788 (3642.93 seconds)
Cbc0010I After 334168 nodes, 19952 on tree, 3856.03 best solution, best possible 3185.6788 (3643.63 seconds)
Cbc0010I After 334275 nodes, 19948 on tree, 3856.03 best solution, best possible 3185.6788 (3644.34 seconds)
Cbc0010I After 334387 nodes, 19944 on tree, 3856.03 best solution, best possible 3185.6788 (3645.05 seconds)
Cbc0010I After 334485 nodes, 19943 on tree, 3856.03 best solution, best possible 3185.6788 (3645.76 seconds)
Cbc0010I After 334543 nodes, 19937 on tree, 3856.03 best solution, best possible 3185.6788 (3646.46 seconds)
Cbc0010I After 334624 nodes, 19931 on tree, 3856.03 best solution, best possible 3185.6788 (3647.18 seconds)
Cbc0010I After 334708 nodes, 19945 on tree, 3856.03 best solution, best possible 3185.6788 (3647.90 seconds)
Cbc0010I After 334777 nodes, 19950 on tree, 3856.03 best solution, best possible 3185.6788 (3648.61 seconds)
Cbc0010I After 334847 nodes, 19966 on tree, 3856.03 best solution, best possible 3185.6788 (3649.31 seconds)
Cbc0010I After 334950 nodes, 19944 on tree, 3856.03 best solution, best possible 3185.6788 (3650.02 seconds)
Cbc0010I After 335058 nodes, 19949 on tree, 3856.03 best solution, best possible 3185.6788 (3650.72 seconds)
Cbc0010I After 335181 nodes, 19948 on tree, 3856.03 best solution, best possible 3185.6788 (3651.43 seconds)
Cbc0010I After 335280 nodes, 19951 on tree, 3856.03 best solution, best possible 3185.6788 (3652.13 seconds)
Cbc0010I After 335390 nodes, 19952 on tree, 3856.03 best solution, best possible 3185.6788 (3652.85 seconds)
Cbc0010I After 335493 nodes, 19944 on tree, 3856.03 best solution, best possible 3185.6788 (3653.56 seconds)
Cbc0010I After 335574 nodes, 19930 on tree, 3856.03 best solution, best possible 3185.6788 (3654.26 seconds)
Cbc0010I After 335635 nodes, 19948 on tree, 3856.03 best solution, best possible 3185.6788 (3654.97 seconds)
Cbc0010I After 335746 nodes, 19941 on tree, 3856.03 best solution, best possible 3185.6788 (3655.67 seconds)
Cbc0010I After 335892 nodes, 19929 on tree, 3856.03 best solution, best possible 3185.6788 (3656.38 seconds)
Cbc0010I After 336077 nodes, 19926 on tree, 3856.03 best solution, best possible 3185.6788 (3657.08 seconds)
Cbc0010I After 336252 nodes, 19933 on tree, 3856.03 best solution, best possible 3185.6788 (3657.78 seconds)
Cbc0010I After 336417 nodes, 19933 on tree, 3856.03 best solution, best possible 3185.6788 (3658.49 seconds)
Cbc0010I After 336566 nodes, 19916 on tree, 3856.03 best solution, best possible 3185.6788 (3659.19 seconds)
Cbc0010I After 336654 nodes, 19915 on tree, 3856.03 best solution, best possible 3185.6788 (3659.91 seconds)
Cbc0010I After 336724 nodes, 19914 on tree, 3856.03 best solution, best possible 3185.6788 (3660.61 seconds)
Cbc0010I After 336785 nodes, 19899 on tree, 3856.03 best solution, best possible 3185.6788 (3661.31 seconds)
Cbc0010I After 336918 nodes, 19907 on tree, 3856.03 best solution, best possible 3185.6788 (3662.02 seconds)
Cbc0010I After 337088 nodes, 19897 on tree, 3856.03 best solution, best possible 3185.6788 (3662.72 seconds)
Cbc0010I After 337245 nodes, 19936 on tree, 3856.03 best solution, best possible 3185.6788 (3663.43 seconds)
Cbc0010I After 337392 nodes, 19949 on tree, 3856.03 best solution, best possible 3185.6788 (3664.13 seconds)
Cbc0010I After 337549 nodes, 19962 on tree, 3856.03 best solution, best possible 3185.6788 (3664.83 seconds)
Cbc0010I After 337718 nodes, 19939 on tree, 3856.03 best solution, best possible 3185.6788 (3665.54 seconds)
Cbc0010I After 337812 nodes, 19955 on tree, 3856.03 best solution, best possible 3185.6788 (3666.27 seconds)
Cbc0010I After 337885 nodes, 19942 on tree, 3856.03 best solution, best possible 3185.6788 (3667.00 seconds)
Cbc0010I After 337970 nodes, 19938 on tree, 3856.03 best solution, best possible 3185.6788 (3667.70 seconds)
Cbc0010I After 338073 nodes, 19947 on tree, 3856.03 best solution, best possible 3185.6788 (3668.41 seconds)
Cbc0010I After 338245 nodes, 19928 on tree, 3856.03 best solution, best possible 3185.6788 (3669.11 seconds)
Cbc0010I After 338394 nodes, 19933 on tree, 3856.03 best solution, best possible 3185.6788 (3669.82 seconds)
Cbc0010I After 338551 nodes, 19926 on tree, 3856.03 best solution, best possible 3185.6788 (3670.52 seconds)
Cbc0010I After 338706 nodes, 19932 on tree, 3856.03 best solution, best possible 3185.6788 (3671.22 seconds)
Cbc0010I After 338856 nodes, 19944 on tree, 3856.03 best solution, best possible 3185.6788 (3671.92 seconds)
Cbc0010I After 338977 nodes, 19940 on tree, 3856.03 best solution, best possible 3185.6788 (3672.64 seconds)
Cbc0010I After 339048 nodes, 19936 on tree, 3856.03 best solution, best possible 3185.6788 (3673.35 seconds)
Cbc0010I After 339112 nodes, 19947 on tree, 3856.03 best solution, best possible 3185.6788 (3674.06 seconds)
Cbc0010I After 339207 nodes, 19926 on tree, 3856.03 best solution, best possible 3185.6788 (3674.77 seconds)
Cbc0010I After 339299 nodes, 19919 on tree, 3856.03 best solution, best possible 3185.6788 (3675.47 seconds)
Cbc0010I After 339453 nodes, 19924 on tree, 3856.03 best solution, best possible 3185.6788 (3676.18 seconds)
Cbc0010I After 339612 nodes, 19910 on tree, 3856.03 best solution, best possible 3185.6788 (3676.88 seconds)
Cbc0010I After 339768 nodes, 19908 on tree, 3856.03 best solution, best possible 3185.6788 (3677.59 seconds)
Cbc0010I After 339921 nodes, 19894 on tree, 3856.03 best solution, best possible 3185.6788 (3678.29 seconds)
Cbc0010I After 340063 nodes, 19908 on tree, 3856.03 best solution, best possible 3185.6788 (3679.00 seconds)
Cbc0010I After 340221 nodes, 19887 on tree, 3856.03 best solution, best possible 3185.6788 (3679.70 seconds)
Cbc0010I After 340356 nodes, 19915 on tree, 3856.03 best solution, best possible 3185.6788 (3680.42 seconds)
Cbc0010I After 340454 nodes, 19899 on tree, 3856.03 best solution, best possible 3185.6788 (3681.14 seconds)
Cbc0010I After 340530 nodes, 19909 on tree, 3856.03 best solution, best possible 3185.6788 (3681.85 seconds)
Cbc0010I After 340606 nodes, 19904 on tree, 3856.03 best solution, best possible 3185.6788 (3682.56 seconds)
Cbc0010I After 340683 nodes, 19898 on tree, 3856.03 best solution, best possible 3185.6788 (3683.27 seconds)
Cbc0010I After 340773 nodes, 19928 on tree, 3856.03 best solution, best possible 3185.6788 (3683.97 seconds)
Cbc0010I After 340869 nodes, 19945 on tree, 3856.03 best solution, best possible 3185.6788 (3684.68 seconds)
Cbc0010I After 340973 nodes, 19923 on tree, 3856.03 best solution, best possible 3185.6788 (3685.38 seconds)
Cbc0010I After 341070 nodes, 19910 on tree, 3856.03 best solution, best possible 3185.6788 (3686.09 seconds)
Cbc0010I After 341135 nodes, 19896 on tree, 3856.03 best solution, best possible 3185.6788 (3686.80 seconds)
Cbc0010I After 341212 nodes, 19881 on tree, 3856.03 best solution, best possible 3185.6788 (3687.56 seconds)
Cbc0010I After 341285 nodes, 19919 on tree, 3856.03 best solution, best possible 3185.6788 (3688.26 seconds)
Cbc0010I After 341452 nodes, 19885 on tree, 3856.03 best solution, best possible 3185.6788 (3688.97 seconds)
Cbc0010I After 341602 nodes, 19947 on tree, 3856.03 best solution, best possible 3185.6788 (3689.68 seconds)
Cbc0010I After 341766 nodes, 19932 on tree, 3856.03 best solution, best possible 3185.6788 (3690.38 seconds)
Cbc0010I After 341916 nodes, 19942 on tree, 3856.03 best solution, best possible 3185.6788 (3691.09 seconds)
Cbc0010I After 342003 nodes, 19922 on tree, 3856.03 best solution, best possible 3185.6788 (3691.80 seconds)
Cbc0010I After 342132 nodes, 19964 on tree, 3856.03 best solution, best possible 3185.6788 (3692.50 seconds)
Cbc0010I After 342306 nodes, 19941 on tree, 3856.03 best solution, best possible 3185.6788 (3693.20 seconds)
Cbc0010I After 342477 nodes, 19928 on tree, 3856.03 best solution, best possible 3185.6788 (3693.91 seconds)
Cbc0010I After 342627 nodes, 19928 on tree, 3856.03 best solution, best possible 3185.6788 (3694.61 seconds)
Cbc0010I After 342715 nodes, 19923 on tree, 3856.03 best solution, best possible 3185.6788 (3695.33 seconds)
Cbc0010I After 342773 nodes, 19949 on tree, 3856.03 best solution, best possible 3185.6788 (3696.04 seconds)
Cbc0010I After 342864 nodes, 19947 on tree, 3856.03 best solution, best possible 3185.6788 (3696.76 seconds)
Cbc0010I After 342983 nodes, 19929 on tree, 3856.03 best solution, best possible 3185.6788 (3697.46 seconds)
Cbc0010I After 343098 nodes, 19918 on tree, 3856.03 best solution, best possible 3185.6788 (3698.17 seconds)
Cbc0010I After 343191 nodes, 19920 on tree, 3856.03 best solution, best possible 3185.6788 (3698.88 seconds)
Cbc0010I After 343301 nodes, 19892 on tree, 3856.03 best solution, best possible 3185.6788 (3699.59 seconds)
Cbc0010I After 343396 nodes, 19925 on tree, 3856.03 best solution, best possible 3185.6788 (3700.29 seconds)
Cbc0010I After 343514 nodes, 19935 on tree, 3856.03 best solution, best possible 3185.6788 (3701.00 seconds)
Cbc0010I After 343635 nodes, 19937 on tree, 3856.03 best solution, best possible 3185.6788 (3701.72 seconds)
Cbc0010I After 343715 nodes, 19955 on tree, 3856.03 best solution, best possible 3185.6788 (3702.42 seconds)
Cbc0010I After 343800 nodes, 19929 on tree, 3856.03 best solution, best possible 3185.6788 (3703.13 seconds)
Cbc0010I After 343849 nodes, 19912 on tree, 3856.03 best solution, best possible 3185.6788 (3703.84 seconds)
Cbc0010I After 343916 nodes, 19960 on tree, 3856.03 best solution, best possible 3185.6788 (3704.55 seconds)
Cbc0010I After 343989 nodes, 19939 on tree, 3856.03 best solution, best possible 3185.6788 (3705.27 seconds)
Cbc0010I After 344060 nodes, 19913 on tree, 3856.03 best solution, best possible 3185.6788 (3705.98 seconds)
