Welcome to the CBC MILP Solver
Version: Devel (unstable)
Build Date: Apr 26 2022
command line - -import /home/danilo/cbc-test-set/neos-1593097.mps.gz -timeM elapsed -seconds 10800 -solve -solu sol-final-knap/neos-1593097.txt -quit (default strategy 1)
At line 1 NAME          neos-1593097
At line 2 ROWS
At line 802 COLUMNS
At line 114165 RHS
At line 114496 BOUNDS
At line 132697 ENDATA
Problem neos-1593097 has 798 rows, 18460 columns and 113308 elements
Coin0008I neos-1593097 read with 0 errors
seconds was changed from 1e+08 to 10800
Continuous objective value is 4424 - 3.60112 seconds
Cgl0011I 208 variables made integer
Cgl0004I processed model has 746 rows, 18408 columns (18408 integer (18200 of which binary)) and 94848 elements
Coin3009W Conflict graph built in 1.349 seconds, density: 0.443%
Cgl0015I Clique Strengthening extended 0 cliques, 0 were dominated
Cbc0045I Cutoff increment increased from 0.0001 to 0.9999
Cbc0038I Initial state - 205 integers unsatisfied sum - 57.2435
Cbc0038I Pass   1: suminf.   31.02691 (123) obj. 12821.3 iterations 965
Cbc0038I Pass   2: suminf.   24.19730 (113) obj. 14176.8 iterations 262
Cbc0038I Pass   3: suminf.   21.93990 (113) obj. 14058.4 iterations 115
Cbc0038I Pass   4: suminf.   21.93990 (113) obj. 14058.4 iterations 0
Cbc0038I Pass   5: suminf.   18.78916 (110) obj. 15814.5 iterations 222
Cbc0038I Pass   6: suminf.   17.77662 (107) obj. 15954.6 iterations 70
Cbc0038I Pass   7: suminf.   17.72389 (104) obj. 15957.9 iterations 12
Cbc0038I Pass   8: suminf.   16.96529 (97) obj. 17647.9 iterations 178
Cbc0038I Pass   9: suminf.   14.53281 (88) obj. 18960.6 iterations 218
Cbc0038I Pass  10: suminf.   13.45497 (84) obj. 19565.7 iterations 184
Cbc0038I Pass  11: suminf.   12.64038 (95) obj. 19426.4 iterations 76
Cbc0038I Pass  12: suminf.   12.92235 (90) obj. 19303.6 iterations 154
Cbc0038I Pass  13: suminf.   12.52398 (90) obj. 19330 iterations 28
Cbc0038I Pass  14: suminf.   13.51107 (73) obj. 20350.4 iterations 259
Cbc0038I Pass  15: suminf.   11.53886 (71) obj. 20568.6 iterations 144
Cbc0038I Pass  16: suminf.   11.08671 (68) obj. 21400.4 iterations 163
Cbc0038I Pass  17: suminf.   11.08671 (68) obj. 21400.4 iterations 12
Cbc0038I Pass  18: suminf.   10.76177 (66) obj. 21553 iterations 174
Cbc0038I Pass  19: suminf.   10.68944 (67) obj. 21559.1 iterations 25
Cbc0038I Pass  20: suminf.   10.25647 (69) obj. 22159.6 iterations 193
Cbc0038I Pass  21: suminf.    9.66255 (65) obj. 22233.1 iterations 78
Cbc0038I Pass  22: suminf.    9.70590 (60) obj. 22761.1 iterations 173
Cbc0038I Pass  23: suminf.    9.23502 (65) obj. 22700.4 iterations 59
Cbc0038I Pass  24: suminf.    7.80216 (58) obj. 23111.9 iterations 168
Cbc0038I Pass  25: suminf.    7.51206 (59) obj. 23061 iterations 109
Cbc0038I Pass  26: suminf.    7.99670 (62) obj. 22850.8 iterations 275
Cbc0038I Pass  27: suminf.    7.49384 (63) obj. 22777.6 iterations 139
Cbc0038I Pass  28: suminf.    8.33834 (53) obj. 22664.6 iterations 128
Cbc0038I Pass  29: suminf.    7.37079 (53) obj. 22693.7 iterations 20
Cbc0038I Pass  30: suminf.    6.70225 (60) obj. 22756.4 iterations 63
Cbc0038I No solution found this major pass
Cbc0038I Before mini branch and bound, 17695 integers at bound fixed and 93 continuous
Cbc0038I Mini branch and bound did not improve solution (11.56 seconds)
Cbc0038I After 14.64 seconds - Feasibility pump exiting - took 7.50 seconds
Cbc0031I 555 added rows had average density of 108.54234
Cbc0013I At root node, 555 cuts changed objective from 4424 to 4436.7757 in 17 passes
Cbc0014I Cut generator 0 (Probing) - 0 row cuts average 0.0 elements, 0 column cuts (445 active)  in 26.545 seconds - new frequency is -100
Cbc0014I Cut generator 1 (Gomory) - 132 row cuts average 276.6 elements, 0 column cuts (0 active)  in 2.333 seconds - new frequency is -100
Cbc0014I Cut generator 2 (Knapsack) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.057 seconds - new frequency is -100
Cbc0014I Cut generator 3 (liftKnapsack) - 1845 row cuts average 70.8 elements, 0 column cuts (0 active)  in 30.515 seconds - new frequency is 1
Cbc0014I Cut generator 4 (Clique) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.172 seconds - new frequency is -100
Cbc0014I Cut generator 5 (OddWheel) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.968 seconds - new frequency is -100
Cbc0014I Cut generator 6 (MixedIntegerRounding2) - 909 row cuts average 139.6 elements, 0 column cuts (0 active)  in 0.902 seconds - new frequency is 1
Cbc0014I Cut generator 7 (FlowCover) - 1134 row cuts average 70.3 elements, 0 column cuts (0 active)  in 0.511 seconds - new frequency is 1
Cbc0014I Cut generator 8 (TwoMirCuts) - 277 row cuts average 147.7 elements, 0 column cuts (0 active)  in 2.334 seconds - new frequency is -100
Cbc0014I Cut generator 9 (ZeroHalf) - 388 row cuts average 142.3 elements, 0 column cuts (0 active)  in 2.183 seconds - new frequency is -100
Cbc0010I After 0 nodes, 1 on tree, 1e+50 best solution, best possible 4436.7757 (229.20 seconds)
Cbc0010I After 4961 nodes, 1408 on tree, 25895 best solution, best possible 4436.7757 (5327.95 seconds)
Cbc0010I After 4962 nodes, 1409 on tree, 25895 best solution, best possible 4436.7757 (5329.08 seconds)
Cbc0010I After 4963 nodes, 1409 on tree, 25895 best solution, best possible 4436.7757 (5330.30 seconds)
Cbc0010I After 4964 nodes, 1410 on tree, 25895 best solution, best possible 4436.7757 (5331.04 seconds)
Cbc0010I After 4965 nodes, 1411 on tree, 25895 best solution, best possible 4436.7757 (5331.85 seconds)
Cbc0010I After 4968 nodes, 1410 on tree, 25895 best solution, best possible 4436.7757 (5334.15 seconds)
Cbc0010I After 4970 nodes, 1410 on tree, 25895 best solution, best possible 4436.7757 (5336.48 seconds)
Cbc0010I After 4971 nodes, 1411 on tree, 25895 best solution, best possible 4436.7757 (5337.60 seconds)
Cbc0010I After 4973 nodes, 1411 on tree, 25895 best solution, best possible 4436.7757 (5339.53 seconds)
Cbc0010I After 4977 nodes, 1409 on tree, 25895 best solution, best possible 4436.7757 (5341.37 seconds)
Cbc0010I After 4978 nodes, 1410 on tree, 25895 best solution, best possible 4436.7757 (5342.20 seconds)
Cbc0010I After 4979 nodes, 1411 on tree, 25895 best solution, best possible 4436.7757 (5343.16 seconds)
Cbc0010I After 4980 nodes, 1411 on tree, 25895 best solution, best possible 4436.7757 (5344.78 seconds)
Cbc0010I After 4981 nodes, 1412 on tree, 25895 best solution, best possible 4436.7757 (5345.85 seconds)
Cbc0010I After 4982 nodes, 1412 on tree, 25895 best solution, best possible 4436.7757 (5346.95 seconds)
Cbc0010I After 4983 nodes, 1413 on tree, 25895 best solution, best possible 4436.7757 (5349.01 seconds)
Cbc0010I After 4985 nodes, 1413 on tree, 25895 best solution, best possible 4436.7757 (5351.52 seconds)
Cbc0010I After 4988 nodes, 1414 on tree, 25895 best solution, best possible 4436.7757 (5354.57 seconds)
Cbc0010I After 4991 nodes, 1413 on tree, 25895 best solution, best possible 4436.7757 (5355.59 seconds)
Cbc0010I After 4992 nodes, 1414 on tree, 25895 best solution, best possible 4436.7757 (5356.37 seconds)
Cbc0010I After 4994 nodes, 1414 on tree, 25895 best solution, best possible 4436.7757 (5357.17 seconds)
Cbc0010I After 4996 nodes, 1414 on tree, 25895 best solution, best possible 4436.7757 (5357.87 seconds)
Cbc0010I After 4997 nodes, 1415 on tree, 25895 best solution, best possible 4436.7757 (5359.98 seconds)
Cbc0010I After 5001 nodes, 1413 on tree, 25895 best solution, best possible 4436.7757 (5362.08 seconds)
Cbc0010I After 5002 nodes, 1413 on tree, 25895 best solution, best possible 4436.7757 (5363.79 seconds)
Cbc0010I After 5003 nodes, 1414 on tree, 25895 best solution, best possible 4436.7757 (5365.56 seconds)
Cbc0010I After 5004 nodes, 1415 on tree, 25895 best solution, best possible 4436.7757 (5367.05 seconds)
Cbc0010I After 5005 nodes, 1416 on tree, 25895 best solution, best possible 4436.7757 (5368.09 seconds)
Cbc0010I After 5006 nodes, 1417 on tree, 25895 best solution, best possible 4436.7757 (5371.46 seconds)
Cbc0010I After 5007 nodes, 1418 on tree, 25895 best solution, best possible 4436.7757 (5373.27 seconds)
Cbc0010I After 5008 nodes, 1419 on tree, 25895 best solution, best possible 4436.7757 (5374.88 seconds)
Cbc0010I After 5009 nodes, 1420 on tree, 25895 best solution, best possible 4436.7757 (5376.19 seconds)
Cbc0010I After 5010 nodes, 1421 on tree, 25895 best solution, best possible 4436.7757 (5377.12 seconds)
Cbc0010I After 5011 nodes, 1422 on tree, 25895 best solution, best possible 4436.7757 (5380.25 seconds)
Cbc0010I After 5012 nodes, 1423 on tree, 25895 best solution, best possible 4436.7757 (5382.28 seconds)
Cbc0010I After 5013 nodes, 1424 on tree, 25895 best solution, best possible 4436.7757 (5384.82 seconds)
Cbc0010I After 5014 nodes, 1425 on tree, 25895 best solution, best possible 4436.7757 (5386.75 seconds)
Cbc0010I After 5015 nodes, 1426 on tree, 25895 best solution, best possible 4436.7757 (5388.08 seconds)
Cbc0010I After 5016 nodes, 1427 on tree, 25895 best solution, best possible 4436.7757 (5391.89 seconds)
Cbc0010I After 5017 nodes, 1428 on tree, 25895 best solution, best possible 4436.7757 (5393.20 seconds)
Cbc0010I After 5018 nodes, 1429 on tree, 25895 best solution, best possible 4436.7757 (5394.34 seconds)
Cbc0010I After 5019 nodes, 1430 on tree, 25895 best solution, best possible 4436.7757 (5396.13 seconds)
Cbc0010I After 5020 nodes, 1431 on tree, 25895 best solution, best possible 4436.7757 (5396.93 seconds)
Cbc0010I After 5021 nodes, 1432 on tree, 25895 best solution, best possible 4436.7757 (5401.06 seconds)
Cbc0010I After 5022 nodes, 1433 on tree, 25895 best solution, best possible 4436.7757 (5404.32 seconds)
Cbc0010I After 5023 nodes, 1434 on tree, 25895 best solution, best possible 4436.7757 (5405.73 seconds)
Cbc0010I After 5024 nodes, 1435 on tree, 25895 best solution, best possible 4436.7757 (5406.95 seconds)
Cbc0010I After 5025 nodes, 1436 on tree, 25895 best solution, best possible 4436.7757 (5407.90 seconds)
Cbc0010I After 5026 nodes, 1437 on tree, 25895 best solution, best possible 4436.7757 (5411.63 seconds)
Cbc0010I After 5027 nodes, 1438 on tree, 25895 best solution, best possible 4436.7757 (5412.76 seconds)
Cbc0010I After 5028 nodes, 1439 on tree, 25895 best solution, best possible 4436.7757 (5414.02 seconds)
Cbc0010I After 5029 nodes, 1440 on tree, 25895 best solution, best possible 4436.7757 (5415.30 seconds)
Cbc0010I After 5030 nodes, 1441 on tree, 25895 best solution, best possible 4436.7757 (5416.91 seconds)
Cbc0010I After 5031 nodes, 1442 on tree, 25895 best solution, best possible 4436.7757 (5420.67 seconds)
Cbc0010I After 5032 nodes, 1443 on tree, 25895 best solution, best possible 4436.7757 (5422.54 seconds)
Cbc0010I After 5033 nodes, 1444 on tree, 25895 best solution, best possible 4436.7757 (5424.00 seconds)
Cbc0010I After 5034 nodes, 1445 on tree, 25895 best solution, best possible 4436.7757 (5425.52 seconds)
Cbc0010I After 5035 nodes, 1446 on tree, 25895 best solution, best possible 4436.7757 (5426.64 seconds)
Cbc0010I After 5036 nodes, 1447 on tree, 25895 best solution, best possible 4436.7757 (5430.22 seconds)
Cbc0010I After 5037 nodes, 1448 on tree, 25895 best solution, best possible 4436.7757 (5433.56 seconds)
Cbc0010I After 5038 nodes, 1449 on tree, 25895 best solution, best possible 4436.7757 (5434.65 seconds)
Cbc0010I After 5039 nodes, 1450 on tree, 25895 best solution, best possible 4436.7757 (5436.00 seconds)
Cbc0010I After 5040 nodes, 1451 on tree, 25895 best solution, best possible 4436.7757 (5437.63 seconds)
Cbc0010I After 5041 nodes, 1452 on tree, 25895 best solution, best possible 4436.7757 (5441.27 seconds)
Cbc0010I After 5042 nodes, 1453 on tree, 25895 best solution, best possible 4436.7757 (5442.27 seconds)
Cbc0010I After 5043 nodes, 1454 on tree, 25895 best solution, best possible 4436.7757 (5444.23 seconds)
Cbc0010I After 5044 nodes, 1455 on tree, 25895 best solution, best possible 4436.7757 (5445.82 seconds)
Cbc0010I After 5045 nodes, 1456 on tree, 25895 best solution, best possible 4436.7757 (5448.32 seconds)
Cbc0010I After 5046 nodes, 1457 on tree, 25895 best solution, best possible 4436.7757 (5452.31 seconds)
Cbc0010I After 5047 nodes, 1458 on tree, 25895 best solution, best possible 4436.7757 (5453.49 seconds)
Cbc0010I After 5048 nodes, 1459 on tree, 25895 best solution, best possible 4436.7757 (5454.61 seconds)
Cbc0010I After 5049 nodes, 1460 on tree, 25895 best solution, best possible 4436.7757 (5458.46 seconds)
Cbc0010I After 5050 nodes, 1461 on tree, 25895 best solution, best possible 4436.7757 (5460.37 seconds)
Cbc0010I After 5051 nodes, 1462 on tree, 25895 best solution, best possible 4436.7757 (5464.02 seconds)
Cbc0010I After 5052 nodes, 1463 on tree, 25895 best solution, best possible 4436.7757 (5465.24 seconds)
Cbc0010I After 5053 nodes, 1464 on tree, 25895 best solution, best possible 4436.7757 (5467.27 seconds)
Cbc0010I After 5054 nodes, 1465 on tree, 25895 best solution, best possible 4436.7757 (5468.28 seconds)
Cbc0010I After 5055 nodes, 1466 on tree, 25895 best solution, best possible 4436.7757 (5470.15 seconds)
Cbc0010I After 5056 nodes, 1467 on tree, 25895 best solution, best possible 4436.7757 (5473.55 seconds)
Cbc0010I After 5057 nodes, 1468 on tree, 25895 best solution, best possible 4436.7757 (5477.18 seconds)
Cbc0010I After 5058 nodes, 1469 on tree, 25895 best solution, best possible 4436.7757 (5481.84 seconds)
Cbc0010I After 5059 nodes, 1470 on tree, 25895 best solution, best possible 4436.7757 (5482.70 seconds)
Cbc0010I After 5060 nodes, 1471 on tree, 25895 best solution, best possible 4436.7757 (5483.69 seconds)
Cbc0010I After 5061 nodes, 1472 on tree, 25895 best solution, best possible 4436.7757 (5488.09 seconds)
Cbc0010I After 5062 nodes, 1473 on tree, 25895 best solution, best possible 4436.7757 (5489.49 seconds)
Cbc0010I After 5063 nodes, 1474 on tree, 25895 best solution, best possible 4436.7757 (5490.78 seconds)
Cbc0010I After 5064 nodes, 1475 on tree, 25895 best solution, best possible 4436.7757 (5491.92 seconds)
Cbc0010I After 5065 nodes, 1476 on tree, 25895 best solution, best possible 4436.7757 (5493.07 seconds)
Cbc0010I After 5066 nodes, 1477 on tree, 25895 best solution, best possible 4436.7757 (5497.05 seconds)
Cbc0010I After 5067 nodes, 1478 on tree, 25895 best solution, best possible 4436.7757 (5498.94 seconds)
Cbc0010I After 5068 nodes, 1479 on tree, 25895 best solution, best possible 4436.7757 (5500.23 seconds)
Cbc0010I After 5069 nodes, 1480 on tree, 25895 best solution, best possible 4436.7757 (5501.53 seconds)
Cbc0010I After 5070 nodes, 1481 on tree, 25895 best solution, best possible 4436.7757 (5503.04 seconds)
Cbc0010I After 5071 nodes, 1482 on tree, 25895 best solution, best possible 4436.7757 (5508.30 seconds)
Cbc0010I After 5072 nodes, 1483 on tree, 25895 best solution, best possible 4436.7757 (5510.26 seconds)
Cbc0010I After 5073 nodes, 1484 on tree, 25895 best solution, best possible 4436.7757 (5512.22 seconds)
Cbc0010I After 5075 nodes, 1486 on tree, 25895 best solution, best possible 4436.7757 (5513.67 seconds)
Cbc0010I After 5076 nodes, 1487 on tree, 25895 best solution, best possible 4436.7757 (5518.07 seconds)
Cbc0010I After 5077 nodes, 1488 on tree, 25895 best solution, best possible 4436.7757 (5520.27 seconds)
Cbc0010I After 5078 nodes, 1489 on tree, 25895 best solution, best possible 4436.7757 (5521.34 seconds)
Cbc0010I After 5079 nodes, 1490 on tree, 25895 best solution, best possible 4436.7757 (5522.34 seconds)
Cbc0010I After 5080 nodes, 1491 on tree, 25895 best solution, best possible 4436.7757 (5523.88 seconds)
Cbc0010I After 5081 nodes, 1492 on tree, 25895 best solution, best possible 4436.7757 (5529.70 seconds)
Cbc0010I After 5082 nodes, 1493 on tree, 25895 best solution, best possible 4436.7757 (5531.50 seconds)
Cbc0010I After 5083 nodes, 1494 on tree, 25895 best solution, best possible 4436.7757 (5533.18 seconds)
Cbc0010I After 5084 nodes, 1495 on tree, 25895 best solution, best possible 4436.7757 (5534.50 seconds)
Cbc0010I After 5085 nodes, 1496 on tree, 25895 best solution, best possible 4436.7757 (5535.77 seconds)
Cbc0010I After 5086 nodes, 1497 on tree, 25895 best solution, best possible 4436.7757 (5539.23 seconds)
Cbc0010I After 5087 nodes, 1498 on tree, 25895 best solution, best possible 4436.7757 (5540.28 seconds)
Cbc0010I After 5088 nodes, 1499 on tree, 25895 best solution, best possible 4436.7757 (5542.58 seconds)
Cbc0010I After 5089 nodes, 1500 on tree, 25895 best solution, best possible 4436.7757 (5544.18 seconds)
Cbc0010I After 5090 nodes, 1501 on tree, 25895 best solution, best possible 4436.7757 (5545.49 seconds)
Cbc0010I After 5091 nodes, 1502 on tree, 25895 best solution, best possible 4436.7757 (5551.91 seconds)
Cbc0010I After 5092 nodes, 1503 on tree, 25895 best solution, best possible 4436.7757 (5554.35 seconds)
Cbc0010I After 5093 nodes, 1504 on tree, 25895 best solution, best possible 4436.7757 (5555.69 seconds)
Cbc0010I After 5094 nodes, 1505 on tree, 25895 best solution, best possible 4436.7757 (5557.63 seconds)
Cbc0010I After 5095 nodes, 1506 on tree, 25895 best solution, best possible 4436.7757 (5558.83 seconds)
Cbc0010I After 5096 nodes, 1507 on tree, 25895 best solution, best possible 4436.7757 (5562.00 seconds)
Cbc0010I After 5097 nodes, 1508 on tree, 25895 best solution, best possible 4436.7757 (5564.16 seconds)
Cbc0010I After 5098 nodes, 1509 on tree, 25895 best solution, best possible 4436.7757 (5565.55 seconds)
Cbc0010I After 5099 nodes, 1510 on tree, 25895 best solution, best possible 4436.7757 (5566.97 seconds)
Cbc0010I After 5100 nodes, 1511 on tree, 25895 best solution, best possible 4436.7757 (5568.63 seconds)
Cbc0010I After 5101 nodes, 1512 on tree, 25895 best solution, best possible 4436.7757 (5571.88 seconds)
Cbc0010I After 5102 nodes, 1513 on tree, 25895 best solution, best possible 4436.7757 (5574.86 seconds)
Cbc0010I After 5103 nodes, 1514 on tree, 25895 best solution, best possible 4436.7757 (5578.48 seconds)
Cbc0010I After 5104 nodes, 1515 on tree, 25895 best solution, best possible 4436.7757 (5580.63 seconds)
Cbc0010I After 5105 nodes, 1516 on tree, 25895 best solution, best possible 4436.7757 (5582.10 seconds)
Cbc0010I After 5106 nodes, 1517 on tree, 25895 best solution, best possible 4436.7757 (5587.17 seconds)
Cbc0010I After 5107 nodes, 1518 on tree, 25895 best solution, best possible 4436.7757 (5590.58 seconds)
Cbc0010I After 5108 nodes, 1519 on tree, 25895 best solution, best possible 4436.7757 (5592.36 seconds)
Cbc0010I After 5109 nodes, 1520 on tree, 25895 best solution, best possible 4436.7757 (5595.71 seconds)
Cbc0010I After 5110 nodes, 1521 on tree, 25895 best solution, best possible 4436.7757 (5598.57 seconds)
Cbc0010I After 5111 nodes, 1522 on tree, 25895 best solution, best possible 4436.7757 (5605.81 seconds)
Cbc0010I After 5112 nodes, 1523 on tree, 25895 best solution, best possible 4436.7757 (5609.00 seconds)
Cbc0010I After 5113 nodes, 1524 on tree, 25895 best solution, best possible 4436.7757 (5610.83 seconds)
Cbc0010I After 5114 nodes, 1525 on tree, 25895 best solution, best possible 4436.7757 (5613.38 seconds)
Cbc0010I After 5115 nodes, 1526 on tree, 25895 best solution, best possible 4436.7757 (5616.28 seconds)
Cbc0010I After 5116 nodes, 1527 on tree, 25895 best solution, best possible 4436.7757 (5624.00 seconds)
Cbc0010I After 5117 nodes, 1528 on tree, 25895 best solution, best possible 4436.7757 (5627.88 seconds)
Cbc0010I After 5118 nodes, 1529 on tree, 25895 best solution, best possible 4436.7757 (5630.19 seconds)
Cbc0010I After 5119 nodes, 1530 on tree, 25895 best solution, best possible 4436.7757 (5631.77 seconds)
Cbc0010I After 5120 nodes, 1531 on tree, 25895 best solution, best possible 4436.7757 (5634.08 seconds)
Cbc0010I After 5121 nodes, 1532 on tree, 25895 best solution, best possible 4436.7757 (5640.76 seconds)
Cbc0010I After 5122 nodes, 1533 on tree, 25895 best solution, best possible 4436.7757 (5644.35 seconds)
Cbc0010I After 5123 nodes, 1534 on tree, 25895 best solution, best possible 4436.7757 (5646.54 seconds)
Cbc0010I After 5124 nodes, 1535 on tree, 25895 best solution, best possible 4436.7757 (5649.14 seconds)
Cbc0010I After 5125 nodes, 1536 on tree, 25895 best solution, best possible 4436.7757 (5650.78 seconds)
Cbc0010I After 5126 nodes, 1537 on tree, 25895 best solution, best possible 4436.7757 (5657.73 seconds)
Cbc0010I After 5127 nodes, 1538 on tree, 25895 best solution, best possible 4436.7757 (5665.14 seconds)
Cbc0010I After 5128 nodes, 1539 on tree, 25895 best solution, best possible 4436.7757 (5666.90 seconds)
Cbc0010I After 5129 nodes, 1540 on tree, 25895 best solution, best possible 4436.7757 (5668.19 seconds)
Cbc0010I After 5130 nodes, 1541 on tree, 25895 best solution, best possible 4436.7757 (5670.84 seconds)
Cbc0010I After 5131 nodes, 1542 on tree, 25895 best solution, best possible 4436.7757 (5675.56 seconds)
Cbc0010I After 5132 nodes, 1543 on tree, 25895 best solution, best possible 4436.7757 (5677.55 seconds)
Cbc0010I After 5133 nodes, 1544 on tree, 25895 best solution, best possible 4436.7757 (5679.98 seconds)
Cbc0010I After 5134 nodes, 1545 on tree, 25895 best solution, best possible 4436.7757 (5682.48 seconds)
Cbc0010I After 5135 nodes, 1546 on tree, 25895 best solution, best possible 4436.7757 (5684.21 seconds)
Cbc0010I After 5136 nodes, 1547 on tree, 25895 best solution, best possible 4436.7757 (5690.49 seconds)
Cbc0010I After 5137 nodes, 1548 on tree, 25895 best solution, best possible 4436.7757 (5693.82 seconds)
Cbc0010I After 5138 nodes, 1549 on tree, 25895 best solution, best possible 4436.7757 (5695.24 seconds)
Cbc0010I After 5139 nodes, 1550 on tree, 25895 best solution, best possible 4436.7757 (5698.20 seconds)
Cbc0010I After 5140 nodes, 1551 on tree, 25895 best solution, best possible 4436.7757 (5699.76 seconds)
Cbc0010I After 5141 nodes, 1552 on tree, 25895 best solution, best possible 4436.7757 (5705.78 seconds)
Cbc0010I After 5142 nodes, 1553 on tree, 25895 best solution, best possible 4436.7757 (5708.66 seconds)
Cbc0010I After 5143 nodes, 1554 on tree, 25895 best solution, best possible 4436.7757 (5710.32 seconds)
Cbc0010I After 5144 nodes, 1555 on tree, 25895 best solution, best possible 4436.7757 (5712.03 seconds)
Cbc0010I After 5145 nodes, 1556 on tree, 25895 best solution, best possible 4436.7757 (5714.67 seconds)
Cbc0010I After 5146 nodes, 1557 on tree, 25895 best solution, best possible 4436.7757 (5721.43 seconds)
Cbc0010I After 5147 nodes, 1558 on tree, 25895 best solution, best possible 4436.7757 (5724.13 seconds)
Cbc0010I After 5148 nodes, 1559 on tree, 25895 best solution, best possible 4436.7757 (5727.04 seconds)
Cbc0010I After 5149 nodes, 1560 on tree, 25895 best solution, best possible 4436.7757 (5728.27 seconds)
Cbc0010I After 5150 nodes, 1561 on tree, 25895 best solution, best possible 4436.7757 (5729.42 seconds)
Cbc0010I After 5151 nodes, 1562 on tree, 25895 best solution, best possible 4436.7757 (5734.26 seconds)
Cbc0010I After 5152 nodes, 1563 on tree, 25895 best solution, best possible 4436.7757 (5736.54 seconds)
Cbc0010I After 5153 nodes, 1564 on tree, 25895 best solution, best possible 4436.7757 (5738.27 seconds)
Cbc0010I After 5154 nodes, 1565 on tree, 25895 best solution, best possible 4436.7757 (5740.69 seconds)
Cbc0010I After 5155 nodes, 1566 on tree, 25895 best solution, best possible 4436.7757 (5743.43 seconds)
Cbc0010I After 5156 nodes, 1567 on tree, 25895 best solution, best possible 4436.7757 (5750.63 seconds)
Cbc0010I After 5157 nodes, 1568 on tree, 25895 best solution, best possible 4436.7757 (5753.86 seconds)
Cbc0010I After 5158 nodes, 1569 on tree, 25895 best solution, best possible 4436.7757 (5757.05 seconds)
Cbc0010I After 5159 nodes, 1570 on tree, 25895 best solution, best possible 4436.7757 (5758.80 seconds)
Cbc0010I After 5160 nodes, 1571 on tree, 25895 best solution, best possible 4436.7757 (5761.76 seconds)
Cbc0010I After 5161 nodes, 1572 on tree, 25895 best solution, best possible 4436.7757 (5768.30 seconds)
Cbc0010I After 5162 nodes, 1573 on tree, 25895 best solution, best possible 4436.7757 (5773.01 seconds)
Cbc0010I After 5163 nodes, 1574 on tree, 25895 best solution, best possible 4436.7757 (5778.34 seconds)
Cbc0010I After 5164 nodes, 1575 on tree, 25895 best solution, best possible 4436.7757 (5781.58 seconds)
Cbc0010I After 5165 nodes, 1576 on tree, 25895 best solution, best possible 4436.7757 (5783.63 seconds)
Cbc0010I After 5166 nodes, 1577 on tree, 25895 best solution, best possible 4436.7757 (5791.00 seconds)
Cbc0010I After 5167 nodes, 1578 on tree, 25895 best solution, best possible 4436.7757 (5792.29 seconds)
Cbc0010I After 5168 nodes, 1579 on tree, 25895 best solution, best possible 4436.7757 (5794.59 seconds)
Cbc0010I After 5169 nodes, 1580 on tree, 25895 best solution, best possible 4436.7757 (5797.08 seconds)
Cbc0010I After 5170 nodes, 1581 on tree, 25895 best solution, best possible 4436.7757 (5798.47 seconds)
Cbc0010I After 5171 nodes, 1582 on tree, 25895 best solution, best possible 4436.7757 (5804.51 seconds)
Cbc0010I After 5172 nodes, 1583 on tree, 25895 best solution, best possible 4436.7757 (5806.77 seconds)
Cbc0010I After 5173 nodes, 1584 on tree, 25895 best solution, best possible 4436.7757 (5808.45 seconds)
Cbc0010I After 5174 nodes, 1585 on tree, 25895 best solution, best possible 4436.7757 (5810.71 seconds)
Cbc0010I After 5175 nodes, 1586 on tree, 25895 best solution, best possible 4436.7757 (5813.28 seconds)
Cbc0010I After 5176 nodes, 1587 on tree, 25895 best solution, best possible 4436.7757 (5819.59 seconds)
Cbc0010I After 5177 nodes, 1588 on tree, 25895 best solution, best possible 4436.7757 (5820.89 seconds)
Cbc0010I After 5178 nodes, 1589 on tree, 25895 best solution, best possible 4436.7757 (5823.34 seconds)
Cbc0010I After 5179 nodes, 1590 on tree, 25895 best solution, best possible 4436.7757 (5825.06 seconds)
Cbc0010I After 5180 nodes, 1591 on tree, 25895 best solution, best possible 4436.7757 (5826.41 seconds)
Cbc0010I After 5181 nodes, 1592 on tree, 25895 best solution, best possible 4436.7757 (5833.72 seconds)
Cbc0010I After 5182 nodes, 1593 on tree, 25895 best solution, best possible 4436.7757 (5838.01 seconds)
Cbc0010I After 5183 nodes, 1594 on tree, 25895 best solution, best possible 4436.7757 (5840.47 seconds)
Cbc0010I After 5184 nodes, 1595 on tree, 25895 best solution, best possible 4436.7757 (5843.61 seconds)
Cbc0010I After 5185 nodes, 1596 on tree, 25895 best solution, best possible 4436.7757 (5844.67 seconds)
Cbc0010I After 5186 nodes, 1597 on tree, 25895 best solution, best possible 4436.7757 (5851.33 seconds)
Cbc0010I After 5187 nodes, 1598 on tree, 25895 best solution, best possible 4436.7757 (5854.50 seconds)
Cbc0010I After 5188 nodes, 1599 on tree, 25895 best solution, best possible 4436.7757 (5856.28 seconds)
Cbc0010I After 5189 nodes, 1600 on tree, 25895 best solution, best possible 4436.7757 (5858.82 seconds)
Cbc0010I After 5190 nodes, 1601 on tree, 25895 best solution, best possible 4436.7757 (5860.98 seconds)
Cbc0010I After 5191 nodes, 1602 on tree, 25895 best solution, best possible 4436.7757 (5866.84 seconds)
Cbc0010I After 5192 nodes, 1603 on tree, 25895 best solution, best possible 4436.7757 (5869.10 seconds)
