Welcome to the CBC MILP Solver
Version: Devel (unstable)
Build Date: Apr 26 2022
command line - -import /home/danilo/cbc-test-set/neos-3627168-kasai.mps.gz -timeM elapsed -seconds 10800 -solve -solu sol-final-knap/neos-3627168-kasai.txt -quit (default strategy 1)
At line 1 NAME          neos-3627168-kasai
At line 2 ROWS
At line 1659 COLUMNS
At line 6823 RHS
At line 7818 BOUNDS
At line 8284 ENDATA
Problem neos-3627168-kasai has 1655 rows, 1462 columns and 5158 elements
Coin0008I neos-3627168-kasai read with 0 errors
seconds was changed from 1e+08 to 10800
Continuous objective value is 945808 - 0.207023 seconds
Cgl0004I processed model has 1652 rows, 1400 columns (476 integer (476 of which binary)) and 4158 elements
Coin3009W Conflict graph built in 0.001 seconds, density: 0.012%
Cgl0015I Clique Strengthening extended 0 cliques, 0 were dominated
Cbc0038I Initial state - 157 integers unsatisfied sum - 43.2401
Cbc0038I Pass   1: suminf.   15.24531 (83) obj. 968401 iterations 500
Cbc0038I Pass   2: suminf.   12.29192 (79) obj. 969092 iterations 39
Cbc0038I Pass   3: suminf.    3.31194 (23) obj. 981104 iterations 116
Cbc0038I Pass   4: suminf.    0.88000 (12) obj. 989076 iterations 40
Cbc0038I Solution found of 991856
Cbc0038I Relaxing continuous gives 991523
Cbc0038I Before mini branch and bound, 263 integers at bound fixed and 324 continuous
Cbc0038I Full problem 1652 rows 1400 columns, reduced to 400 rows 385 columns
Cbc0038I Mini branch and bound improved solution from 991523 to 989622 (1.48 seconds)
Cbc0038I Round again with cutoff of 986094
Cbc0038I Pass   5: suminf.   15.24531 (83) obj. 968401 iterations 0
Cbc0038I Pass   6: suminf.   12.29192 (79) obj. 969092 iterations 58
Cbc0038I Pass   7: suminf.    5.84577 (57) obj. 972228 iterations 66
Cbc0038I Pass   8: suminf.    1.52491 (20) obj. 982154 iterations 72
Cbc0038I Pass   9: suminf.    0.19204 (3) obj. 986094 iterations 84
Cbc0038I Pass  10: suminf.    0.17982 (3) obj. 986094 iterations 3
Cbc0038I Pass  11: suminf.    0.92859 (3) obj. 986094 iterations 28
Cbc0038I Pass  12: suminf.    0.13131 (2) obj. 986094 iterations 22
Cbc0038I Pass  13: suminf.    5.04140 (27) obj. 986094 iterations 261
Cbc0038I Pass  14: suminf.    3.50183 (19) obj. 986094 iterations 76
Cbc0038I Pass  15: suminf.    1.76272 (8) obj. 986094 iterations 90
Cbc0038I Pass  16: suminf.    1.65129 (9) obj. 986094 iterations 26
Cbc0038I Pass  17: suminf.    2.10612 (11) obj. 986094 iterations 43
Cbc0038I Pass  18: suminf.    2.11091 (11) obj. 986094 iterations 10
Cbc0038I Pass  19: suminf.    1.71634 (11) obj. 986094 iterations 50
Cbc0038I Pass  20: suminf.    1.71634 (11) obj. 986094 iterations 2
Cbc0038I Pass  21: suminf.    2.63233 (11) obj. 986094 iterations 51
Cbc0038I Pass  22: suminf.    2.61324 (13) obj. 986094 iterations 8
Cbc0038I Pass  23: suminf.    3.26009 (16) obj. 986094 iterations 48
Cbc0038I Pass  24: suminf.    3.25567 (18) obj. 986094 iterations 5
Cbc0038I Pass  25: suminf.    1.56725 (6) obj. 986094 iterations 86
Cbc0038I Pass  26: suminf.    1.26167 (6) obj. 986094 iterations 77
Cbc0038I Pass  27: suminf.   12.96482 (61) obj. 986094 iterations 353
Cbc0038I Pass  28: suminf.    8.46968 (48) obj. 986094 iterations 125
Cbc0038I Pass  29: suminf.    6.11743 (31) obj. 986094 iterations 154
Cbc0038I Pass  30: suminf.    5.07514 (28) obj. 986094 iterations 32
Cbc0038I Pass  31: suminf.    5.08030 (24) obj. 986094 iterations 111
Cbc0038I Pass  32: suminf.    4.21003 (22) obj. 986094 iterations 50
Cbc0038I Pass  33: suminf.    4.07728 (19) obj. 986094 iterations 46
Cbc0038I Pass  34: suminf.    3.95199 (20) obj. 986094 iterations 14
Cbc0038I No solution found this major pass
Cbc0038I Before mini branch and bound, 164 integers at bound fixed and 201 continuous
Cbc0038I Full problem 1652 rows 1400 columns, reduced to 900 rows 787 columns - 108 fixed gives 644, 593 - ok now
Cbc0038I Full problem 1652 rows 1400 columns, reduced to 644 rows 592 columns
Cbc0038I Mini branch and bound did not improve solution (3.13 seconds)
Cbc0038I After 3.13 seconds - Feasibility pump exiting with objective of 989622 - took 2.83 seconds
Cbc0012I Integer solution of 989621.93 found by feasibility pump after 0 iterations and 0 nodes (3.16 seconds)
Cbc0038I Full problem 1652 rows 1400 columns, reduced to 642 rows 550 columns
Cbc0031I 211 added rows had average density of 7.7772512
Cbc0013I At root node, 211 cuts changed objective from 954341.03 to 967481.12 in 43 passes
Cbc0014I Cut generator 0 (Probing) - 1147 row cuts average 2.4 elements, 0 column cuts (93 active)  in 0.093 seconds - new frequency is 1
Cbc0014I Cut generator 1 (Gomory) - 290 row cuts average 22.7 elements, 0 column cuts (0 active)  in 0.590 seconds - new frequency is 1
Cbc0014I Cut generator 2 (Knapsack) - 46 row cuts average 13.5 elements, 0 column cuts (0 active)  in 0.233 seconds - new frequency is 1
Cbc0014I Cut generator 3 (liftKnapsack) - 45 row cuts average 11.8 elements, 0 column cuts (0 active)  in 0.654 seconds - new frequency is 1
Cbc0014I Cut generator 4 (Clique) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.001 seconds - new frequency is -100
Cbc0014I Cut generator 5 (OddWheel) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.001 seconds - new frequency is -100
Cbc0014I Cut generator 6 (MixedIntegerRounding2) - 701 row cuts average 10.2 elements, 0 column cuts (0 active)  in 0.151 seconds - new frequency is 1
Cbc0014I Cut generator 7 (FlowCover) - 17 row cuts average 11.4 elements, 0 column cuts (0 active)  in 0.107 seconds - new frequency is -100
Cbc0014I Cut generator 8 (TwoMirCuts) - 538 row cuts average 55.0 elements, 0 column cuts (0 active)  in 0.221 seconds - new frequency is 1
Cbc0010I After 0 nodes, 1 on tree, 989621.93 best solution, best possible 967481.12 (10.19 seconds)
Cbc0010I After 30875 nodes, 6521 on tree, 989621.93 best solution, best possible 979701.9 (1390.81 seconds)
Cbc0010I After 30890 nodes, 6526 on tree, 989621.93 best solution, best possible 979702.65 (1391.56 seconds)
Cbc0010I After 30904 nodes, 6528 on tree, 989621.93 best solution, best possible 979703.66 (1392.28 seconds)
Cbc0010I After 30927 nodes, 6534 on tree, 989621.93 best solution, best possible 979704.79 (1393.01 seconds)
Cbc0010I After 30937 nodes, 6536 on tree, 989621.93 best solution, best possible 979705.5 (1393.77 seconds)
Cbc0010I After 30957 nodes, 6544 on tree, 989621.93 best solution, best possible 979706.63 (1394.50 seconds)
Cbc0010I After 30969 nodes, 6550 on tree, 989621.93 best solution, best possible 979707.39 (1395.25 seconds)
Cbc0010I After 30975 nodes, 6553 on tree, 989621.93 best solution, best possible 979707.57 (1396.07 seconds)
Cbc0010I After 30996 nodes, 6561 on tree, 989621.93 best solution, best possible 979708.85 (1396.82 seconds)
Cbc0010I After 31000 nodes, 6563 on tree, 989621.93 best solution, best possible 979709.1 (1397.71 seconds)
Cbc0010I After 31014 nodes, 6570 on tree, 989621.93 best solution, best possible 979709.78 (1398.51 seconds)
Cbc0010I After 31024 nodes, 6573 on tree, 989621.93 best solution, best possible 979710.25 (1399.25 seconds)
Cbc0010I After 31042 nodes, 6579 on tree, 989621.93 best solution, best possible 979711.45 (1399.99 seconds)
Cbc0010I After 31059 nodes, 6584 on tree, 989621.93 best solution, best possible 979712.4 (1400.69 seconds)
Cbc0010I After 31073 nodes, 6587 on tree, 989621.93 best solution, best possible 979713.48 (1401.39 seconds)
Cbc0010I After 31085 nodes, 6592 on tree, 989621.93 best solution, best possible 979713.83 (1402.26 seconds)
Cbc0010I After 31104 nodes, 6600 on tree, 989621.93 best solution, best possible 979714.92 (1403.09 seconds)
Cbc0010I After 31119 nodes, 6607 on tree, 989621.93 best solution, best possible 979716.22 (1403.81 seconds)
Cbc0010I After 31139 nodes, 6611 on tree, 989621.93 best solution, best possible 979716.82 (1404.60 seconds)
Cbc0010I After 31158 nodes, 6618 on tree, 989621.93 best solution, best possible 979717.79 (1405.36 seconds)
Cbc0010I After 31169 nodes, 6621 on tree, 989621.93 best solution, best possible 979718.62 (1406.10 seconds)
Cbc0010I After 31183 nodes, 6626 on tree, 989621.93 best solution, best possible 979719.53 (1406.81 seconds)
Cbc0010I After 31191 nodes, 6628 on tree, 989621.93 best solution, best possible 979720.17 (1407.64 seconds)
Cbc0010I After 31198 nodes, 6631 on tree, 989621.93 best solution, best possible 979720.68 (1408.37 seconds)
Cbc0010I After 31210 nodes, 6635 on tree, 989621.93 best solution, best possible 979722.28 (1409.15 seconds)
Cbc0010I After 31225 nodes, 6642 on tree, 989621.93 best solution, best possible 979723.14 (1409.92 seconds)
Cbc0010I After 31240 nodes, 6648 on tree, 989621.93 best solution, best possible 979724.58 (1410.86 seconds)
Cbc0010I After 31246 nodes, 6650 on tree, 989621.93 best solution, best possible 979724.81 (1411.56 seconds)
Cbc0010I After 31251 nodes, 6651 on tree, 989621.93 best solution, best possible 979725.41 (1412.33 seconds)
Cbc0010I After 31272 nodes, 6658 on tree, 989621.93 best solution, best possible 979727.86 (1413.04 seconds)
Cbc0010I After 31292 nodes, 6664 on tree, 989621.93 best solution, best possible 979728.79 (1413.77 seconds)
Cbc0010I After 31316 nodes, 6673 on tree, 989621.93 best solution, best possible 979730.96 (1414.47 seconds)
Cbc0010I After 31341 nodes, 6682 on tree, 989621.93 best solution, best possible 979733.33 (1415.18 seconds)
Cbc0010I After 31375 nodes, 6694 on tree, 989621.93 best solution, best possible 979735.39 (1415.94 seconds)
Cbc0010I After 31405 nodes, 6706 on tree, 989621.93 best solution, best possible 979737.49 (1416.66 seconds)
Cbc0010I After 31429 nodes, 6713 on tree, 989621.93 best solution, best possible 979739.06 (1417.36 seconds)
Cbc0010I After 31449 nodes, 6722 on tree, 989621.93 best solution, best possible 979740.01 (1418.19 seconds)
Cbc0010I After 31456 nodes, 6724 on tree, 989621.93 best solution, best possible 979740.45 (1419.02 seconds)
Cbc0010I After 31470 nodes, 6729 on tree, 989621.93 best solution, best possible 979741.05 (1419.74 seconds)
Cbc0010I After 31485 nodes, 6734 on tree, 989621.93 best solution, best possible 979741.62 (1420.46 seconds)
Cbc0010I After 31509 nodes, 6742 on tree, 989621.93 best solution, best possible 979743.2 (1421.18 seconds)
Cbc0010I After 31523 nodes, 6747 on tree, 989621.93 best solution, best possible 979743.5 (1421.90 seconds)
Cbc0010I After 31543 nodes, 6753 on tree, 989621.93 best solution, best possible 979745.13 (1422.62 seconds)
Cbc0010I After 31553 nodes, 6756 on tree, 989621.93 best solution, best possible 979745.38 (1423.42 seconds)
Cbc0010I After 31569 nodes, 6760 on tree, 989621.93 best solution, best possible 979746.17 (1424.13 seconds)
Cbc0010I After 31583 nodes, 6767 on tree, 989621.93 best solution, best possible 979747.18 (1424.87 seconds)
Cbc0010I After 31595 nodes, 6772 on tree, 989621.93 best solution, best possible 979747.86 (1425.62 seconds)
Cbc0010I After 31606 nodes, 6777 on tree, 989621.93 best solution, best possible 979749.79 (1426.45 seconds)
Cbc0010I After 31626 nodes, 6784 on tree, 989621.93 best solution, best possible 979750.82 (1427.15 seconds)
Cbc0010I After 31649 nodes, 6794 on tree, 989621.93 best solution, best possible 979752.35 (1427.86 seconds)
Cbc0010I After 31670 nodes, 6799 on tree, 989621.93 best solution, best possible 979753.72 (1428.57 seconds)
Cbc0010I After 31695 nodes, 6809 on tree, 989621.93 best solution, best possible 979755.11 (1429.29 seconds)
Cbc0010I After 31708 nodes, 6814 on tree, 989621.93 best solution, best possible 979755.95 (1430.07 seconds)
Cbc0010I After 31725 nodes, 6818 on tree, 989621.93 best solution, best possible 979757.26 (1430.77 seconds)
Cbc0010I After 31737 nodes, 6825 on tree, 989621.93 best solution, best possible 979758.09 (1431.56 seconds)
Cbc0010I After 31754 nodes, 6830 on tree, 989621.93 best solution, best possible 979759.7 (1432.38 seconds)
Cbc0010I After 31770 nodes, 6837 on tree, 989621.93 best solution, best possible 979760.05 (1433.11 seconds)
Cbc0010I After 31781 nodes, 6840 on tree, 989621.93 best solution, best possible 979760.78 (1433.82 seconds)
Cbc0010I After 31797 nodes, 6846 on tree, 989621.93 best solution, best possible 979761.81 (1434.61 seconds)
Cbc0010I After 31814 nodes, 6853 on tree, 989621.93 best solution, best possible 979762.28 (1435.45 seconds)
Cbc0010I After 31824 nodes, 6856 on tree, 989621.93 best solution, best possible 979763.29 (1436.15 seconds)
Cbc0010I After 31838 nodes, 6860 on tree, 989621.93 best solution, best possible 979764.24 (1436.85 seconds)
Cbc0010I After 31848 nodes, 6864 on tree, 989621.93 best solution, best possible 979764.41 (1437.56 seconds)
Cbc0010I After 31859 nodes, 6868 on tree, 989621.93 best solution, best possible 979765.32 (1438.31 seconds)
Cbc0010I After 31871 nodes, 6874 on tree, 989621.93 best solution, best possible 979766.22 (1439.10 seconds)
Cbc0010I After 31887 nodes, 6877 on tree, 989621.93 best solution, best possible 979767.32 (1439.82 seconds)
Cbc0010I After 31906 nodes, 6884 on tree, 989621.93 best solution, best possible 979768.02 (1440.63 seconds)
Cbc0010I After 31921 nodes, 6890 on tree, 989621.93 best solution, best possible 979768.76 (1441.34 seconds)
Cbc0010I After 31935 nodes, 6896 on tree, 989621.93 best solution, best possible 979769.29 (1442.09 seconds)
Cbc0010I After 31944 nodes, 6901 on tree, 989621.93 best solution, best possible 979769.82 (1442.88 seconds)
Cbc0010I After 31956 nodes, 6907 on tree, 989621.93 best solution, best possible 979770.96 (1443.60 seconds)
Cbc0010I After 31971 nodes, 6909 on tree, 989621.93 best solution, best possible 979772.01 (1444.33 seconds)
Cbc0010I After 31987 nodes, 6917 on tree, 989621.93 best solution, best possible 979772.88 (1445.06 seconds)
Cbc0010I After 32006 nodes, 6923 on tree, 989621.93 best solution, best possible 979774.25 (1445.83 seconds)
Cbc0010I After 32015 nodes, 6927 on tree, 989621.93 best solution, best possible 979774.66 (1446.54 seconds)
Cbc0010I After 32025 nodes, 6931 on tree, 989621.93 best solution, best possible 979775.65 (1447.26 seconds)
Cbc0010I After 32040 nodes, 6938 on tree, 989621.93 best solution, best possible 979776.53 (1447.99 seconds)
Cbc0010I After 32055 nodes, 6943 on tree, 989621.93 best solution, best possible 979777.71 (1448.70 seconds)
Cbc0010I After 32072 nodes, 6950 on tree, 989621.93 best solution, best possible 979779.02 (1449.44 seconds)
Cbc0010I After 32084 nodes, 6955 on tree, 989621.93 best solution, best possible 979779.81 (1450.20 seconds)
Cbc0010I After 32101 nodes, 6960 on tree, 989621.93 best solution, best possible 979780.74 (1450.98 seconds)
Cbc0010I After 32112 nodes, 6964 on tree, 989621.93 best solution, best possible 979781.48 (1451.70 seconds)
Cbc0010I After 32130 nodes, 6968 on tree, 989621.93 best solution, best possible 979782.67 (1452.42 seconds)
Cbc0010I After 32145 nodes, 6972 on tree, 989621.93 best solution, best possible 979783.96 (1453.14 seconds)
Cbc0010I After 32169 nodes, 6980 on tree, 989621.93 best solution, best possible 979785.27 (1453.87 seconds)
Cbc0010I After 32187 nodes, 6988 on tree, 989621.93 best solution, best possible 979786.66 (1454.60 seconds)
Cbc0010I After 32218 nodes, 6997 on tree, 989621.93 best solution, best possible 979789.13 (1455.40 seconds)
Cbc0010I After 32235 nodes, 7004 on tree, 989621.93 best solution, best possible 979790.29 (1456.14 seconds)
Cbc0010I After 32252 nodes, 7012 on tree, 989621.93 best solution, best possible 979791.49 (1456.95 seconds)
Cbc0010I After 32274 nodes, 7017 on tree, 989621.93 best solution, best possible 979792.78 (1457.66 seconds)
Cbc0010I After 32295 nodes, 7023 on tree, 989621.93 best solution, best possible 979794.24 (1458.43 seconds)
Cbc0010I After 32316 nodes, 7030 on tree, 989621.93 best solution, best possible 979795.22 (1459.24 seconds)
Cbc0010I After 32334 nodes, 7038 on tree, 989621.93 best solution, best possible 979795.88 (1460.07 seconds)
Cbc0010I After 32359 nodes, 7044 on tree, 989621.93 best solution, best possible 979797.08 (1460.78 seconds)
Cbc0010I After 32377 nodes, 7052 on tree, 989621.93 best solution, best possible 979798.21 (1461.59 seconds)
Cbc0010I After 32398 nodes, 7062 on tree, 989621.93 best solution, best possible 979799.62 (1462.41 seconds)
Cbc0010I After 32413 nodes, 7065 on tree, 989621.93 best solution, best possible 979801.33 (1463.11 seconds)
Cbc0010I After 32441 nodes, 7074 on tree, 989621.93 best solution, best possible 979802.87 (1463.92 seconds)
Cbc0010I After 32464 nodes, 7082 on tree, 989621.93 best solution, best possible 979806.46 (1464.65 seconds)
Cbc0010I After 32487 nodes, 7091 on tree, 989621.93 best solution, best possible 979807.7 (1465.36 seconds)
Cbc0010I After 32505 nodes, 7098 on tree, 989621.93 best solution, best possible 979808.29 (1466.08 seconds)
Cbc0010I After 32521 nodes, 7102 on tree, 989621.93 best solution, best possible 979809.49 (1466.85 seconds)
Cbc0010I After 32541 nodes, 7107 on tree, 989621.93 best solution, best possible 979810.68 (1467.60 seconds)
Cbc0010I After 32572 nodes, 7119 on tree, 989621.93 best solution, best possible 979812.4 (1468.30 seconds)
Cbc0010I After 32585 nodes, 7125 on tree, 989621.93 best solution, best possible 979813.17 (1469.05 seconds)
Cbc0010I After 32595 nodes, 7128 on tree, 989621.93 best solution, best possible 979814.19 (1469.75 seconds)
Cbc0010I After 32612 nodes, 7136 on tree, 989621.93 best solution, best possible 979816.21 (1470.46 seconds)
Cbc0010I After 32630 nodes, 7143 on tree, 989621.93 best solution, best possible 979817.07 (1471.28 seconds)
Cbc0010I After 32643 nodes, 7146 on tree, 989621.93 best solution, best possible 979817.99 (1472.01 seconds)
Cbc0010I After 32664 nodes, 7155 on tree, 989621.93 best solution, best possible 979819.68 (1472.84 seconds)
Cbc0010I After 32677 nodes, 7158 on tree, 989621.93 best solution, best possible 979821.32 (1473.56 seconds)
Cbc0010I After 32696 nodes, 7165 on tree, 989621.93 best solution, best possible 979822.5 (1474.36 seconds)
Cbc0010I After 32704 nodes, 7168 on tree, 989621.93 best solution, best possible 979822.74 (1475.10 seconds)
Cbc0010I After 32719 nodes, 7173 on tree, 989621.93 best solution, best possible 979824 (1475.83 seconds)
Cbc0010I After 32735 nodes, 7181 on tree, 989621.93 best solution, best possible 979825.26 (1476.55 seconds)
Cbc0010I After 32754 nodes, 7188 on tree, 989621.93 best solution, best possible 979827.14 (1477.36 seconds)
Cbc0010I After 32765 nodes, 7191 on tree, 989621.93 best solution, best possible 979827.75 (1478.07 seconds)
Cbc0010I After 32785 nodes, 7198 on tree, 989621.93 best solution, best possible 979829.71 (1478.86 seconds)
Cbc0010I After 32801 nodes, 7202 on tree, 989621.93 best solution, best possible 979831.3 (1479.58 seconds)
Cbc0010I After 32820 nodes, 7207 on tree, 989621.93 best solution, best possible 979832.03 (1480.30 seconds)
Cbc0010I After 32832 nodes, 7211 on tree, 989621.93 best solution, best possible 979832.92 (1481.06 seconds)
Cbc0010I After 32855 nodes, 7220 on tree, 989621.93 best solution, best possible 979834.32 (1481.81 seconds)
Cbc0010I After 32878 nodes, 7229 on tree, 989621.93 best solution, best possible 979836.49 (1482.53 seconds)
Cbc0010I After 32900 nodes, 7238 on tree, 989621.93 best solution, best possible 979837.59 (1483.32 seconds)
Cbc0010I After 32915 nodes, 7243 on tree, 989621.93 best solution, best possible 979838.6 (1484.10 seconds)
Cbc0010I After 32928 nodes, 7247 on tree, 989621.93 best solution, best possible 979840.17 (1484.90 seconds)
Cbc0010I After 32951 nodes, 7256 on tree, 989621.93 best solution, best possible 979841.48 (1485.62 seconds)
Cbc0010I After 32974 nodes, 7262 on tree, 989621.93 best solution, best possible 979842.77 (1486.33 seconds)
Cbc0010I After 32990 nodes, 7268 on tree, 989621.93 best solution, best possible 979844.09 (1487.05 seconds)
Cbc0010I After 33002 nodes, 7271 on tree, 989621.93 best solution, best possible 979844.86 (1487.82 seconds)
Cbc0010I After 33030 nodes, 7274 on tree, 989621.93 best solution, best possible 979844.86 (1488.52 seconds)
Cbc0010I After 33063 nodes, 7275 on tree, 989621.93 best solution, best possible 979844.86 (1489.26 seconds)
Cbc0010I After 33089 nodes, 7269 on tree, 989621.93 best solution, best possible 979844.86 (1489.96 seconds)
Cbc0010I After 33130 nodes, 7273 on tree, 989621.93 best solution, best possible 979844.86 (1490.67 seconds)
Cbc0010I After 33179 nodes, 7269 on tree, 989621.93 best solution, best possible 979844.86 (1491.39 seconds)
Cbc0010I After 33210 nodes, 7270 on tree, 989621.93 best solution, best possible 979844.86 (1492.12 seconds)
Cbc0010I After 33246 nodes, 7273 on tree, 989621.93 best solution, best possible 979844.86 (1492.91 seconds)
Cbc0010I After 33285 nodes, 7277 on tree, 989621.93 best solution, best possible 979844.86 (1493.62 seconds)
Cbc0010I After 33316 nodes, 7274 on tree, 989621.93 best solution, best possible 979844.86 (1494.33 seconds)
Cbc0010I After 33354 nodes, 7280 on tree, 989621.93 best solution, best possible 979844.86 (1495.03 seconds)
Cbc0010I After 33400 nodes, 7275 on tree, 989621.93 best solution, best possible 979844.86 (1495.76 seconds)
Cbc0010I After 33437 nodes, 7273 on tree, 989621.93 best solution, best possible 979844.86 (1496.48 seconds)
Cbc0010I After 33463 nodes, 7273 on tree, 989621.93 best solution, best possible 979844.86 (1497.21 seconds)
Cbc0010I After 33489 nodes, 7273 on tree, 989621.93 best solution, best possible 979844.86 (1497.96 seconds)
Cbc0010I After 33538 nodes, 7271 on tree, 989621.93 best solution, best possible 979844.86 (1498.67 seconds)
Cbc0010I After 33574 nodes, 7274 on tree, 989621.93 best solution, best possible 979844.86 (1499.38 seconds)
Cbc0010I After 33614 nodes, 7272 on tree, 989621.93 best solution, best possible 979844.86 (1500.12 seconds)
Cbc0010I After 33649 nodes, 7273 on tree, 989621.93 best solution, best possible 979844.86 (1500.83 seconds)
Cbc0010I After 33685 nodes, 7270 on tree, 989621.93 best solution, best possible 979844.86 (1501.56 seconds)
Cbc0010I After 33717 nodes, 7274 on tree, 989621.93 best solution, best possible 979844.86 (1502.28 seconds)
Cbc0010I After 33752 nodes, 7273 on tree, 989621.93 best solution, best possible 979844.86 (1502.99 seconds)
Cbc0010I After 33782 nodes, 7271 on tree, 989621.93 best solution, best possible 979844.86 (1503.77 seconds)
Cbc0010I After 33820 nodes, 7267 on tree, 989621.93 best solution, best possible 979844.86 (1504.54 seconds)
Cbc0010I After 33854 nodes, 7271 on tree, 989621.93 best solution, best possible 979844.86 (1505.31 seconds)
Cbc0010I After 33894 nodes, 7274 on tree, 989621.93 best solution, best possible 979844.86 (1506.06 seconds)
Cbc0010I After 33931 nodes, 7274 on tree, 989621.93 best solution, best possible 979844.86 (1506.76 seconds)
Cbc0010I After 33974 nodes, 7271 on tree, 989621.93 best solution, best possible 979844.86 (1507.48 seconds)
Cbc0010I After 34004 nodes, 7276 on tree, 989621.93 best solution, best possible 979845.89 (1508.34 seconds)
Cbc0010I After 34027 nodes, 7285 on tree, 989621.93 best solution, best possible 979847.01 (1509.12 seconds)
Cbc0010I After 34038 nodes, 7289 on tree, 989621.93 best solution, best possible 979848.15 (1509.84 seconds)
Cbc0010I After 34050 nodes, 7294 on tree, 989621.93 best solution, best possible 979849 (1510.60 seconds)
Cbc0010I After 34062 nodes, 7299 on tree, 989621.93 best solution, best possible 979850.37 (1511.30 seconds)
Cbc0010I After 34077 nodes, 7305 on tree, 989621.93 best solution, best possible 979851.54 (1512.02 seconds)
Cbc0010I After 34090 nodes, 7310 on tree, 989621.93 best solution, best possible 979852.3 (1512.77 seconds)
Cbc0010I After 34114 nodes, 7318 on tree, 989621.93 best solution, best possible 979853.8 (1513.50 seconds)
Cbc0010I After 34124 nodes, 7322 on tree, 989621.93 best solution, best possible 979854.52 (1514.30 seconds)
Cbc0010I After 34137 nodes, 7327 on tree, 989621.93 best solution, best possible 979855.3 (1515.11 seconds)
Cbc0010I After 34144 nodes, 7330 on tree, 989621.93 best solution, best possible 979855.93 (1515.87 seconds)
Cbc0010I After 34163 nodes, 7337 on tree, 989621.93 best solution, best possible 979857.47 (1516.63 seconds)
Cbc0010I After 34176 nodes, 7339 on tree, 989621.93 best solution, best possible 979858.09 (1517.35 seconds)
Cbc0010I After 34193 nodes, 7346 on tree, 989621.93 best solution, best possible 979858.79 (1518.07 seconds)
Cbc0010I After 34213 nodes, 7351 on tree, 989621.93 best solution, best possible 979860.67 (1518.80 seconds)
Cbc0010I After 34228 nodes, 7357 on tree, 989621.93 best solution, best possible 979862.03 (1519.58 seconds)
Cbc0010I After 34251 nodes, 7364 on tree, 989621.93 best solution, best possible 979863.77 (1520.29 seconds)
Cbc0010I After 34271 nodes, 7372 on tree, 989621.93 best solution, best possible 979865.17 (1521.10 seconds)
Cbc0010I After 34290 nodes, 7380 on tree, 989621.93 best solution, best possible 979866.34 (1521.83 seconds)
Cbc0010I After 34300 nodes, 7385 on tree, 989621.93 best solution, best possible 979866.67 (1522.54 seconds)
Cbc0010I After 34325 nodes, 7394 on tree, 989621.93 best solution, best possible 979869.21 (1523.27 seconds)
Cbc0010I After 34336 nodes, 7398 on tree, 989621.93 best solution, best possible 979869.87 (1523.99 seconds)
Cbc0010I After 34358 nodes, 7405 on tree, 989621.93 best solution, best possible 979870.65 (1524.76 seconds)
Cbc0010I After 34369 nodes, 7409 on tree, 989621.93 best solution, best possible 979871.09 (1525.47 seconds)
Cbc0010I After 34385 nodes, 7416 on tree, 989621.93 best solution, best possible 979872.22 (1526.20 seconds)
Cbc0010I After 34399 nodes, 7421 on tree, 989621.93 best solution, best possible 979873.19 (1526.91 seconds)
Cbc0010I After 34421 nodes, 7429 on tree, 989621.93 best solution, best possible 979874.55 (1527.68 seconds)
Cbc0010I After 34436 nodes, 7435 on tree, 989621.93 best solution, best possible 979875.85 (1528.44 seconds)
Cbc0010I After 34454 nodes, 7443 on tree, 989621.93 best solution, best possible 979877.15 (1529.18 seconds)
Cbc0010I After 34467 nodes, 7447 on tree, 989621.93 best solution, best possible 979878.46 (1529.91 seconds)
Cbc0010I After 34482 nodes, 7450 on tree, 989621.93 best solution, best possible 979879.03 (1530.74 seconds)
Cbc0010I After 34498 nodes, 7456 on tree, 989621.93 best solution, best possible 979880.16 (1531.53 seconds)
Cbc0010I After 34523 nodes, 7468 on tree, 989621.93 best solution, best possible 979882.25 (1532.25 seconds)
Cbc0010I After 34551 nodes, 7480 on tree, 989621.93 best solution, best possible 979883.94 (1532.97 seconds)
Cbc0010I After 34572 nodes, 7489 on tree, 989621.93 best solution, best possible 979885.9 (1533.67 seconds)
Cbc0010I After 34592 nodes, 7497 on tree, 989621.93 best solution, best possible 979886.99 (1534.38 seconds)
Cbc0010I After 34607 nodes, 7504 on tree, 989621.93 best solution, best possible 979887.66 (1535.08 seconds)
Cbc0010I After 34627 nodes, 7510 on tree, 989621.93 best solution, best possible 979888.68 (1535.82 seconds)
Cbc0010I After 34644 nodes, 7516 on tree, 989621.93 best solution, best possible 979889.33 (1536.53 seconds)
Cbc0010I After 34662 nodes, 7524 on tree, 989621.93 best solution, best possible 979890.75 (1537.27 seconds)
Cbc0010I After 34691 nodes, 7531 on tree, 989621.93 best solution, best possible 979892.94 (1537.98 seconds)
Cbc0010I After 34718 nodes, 7540 on tree, 989621.93 best solution, best possible 979894.9 (1538.69 seconds)
Cbc0010I After 34743 nodes, 7549 on tree, 989621.93 best solution, best possible 979896.46 (1539.43 seconds)
Cbc0010I After 34772 nodes, 7554 on tree, 989621.93 best solution, best possible 979898.38 (1540.16 seconds)
Cbc0010I After 34801 nodes, 7564 on tree, 989621.93 best solution, best possible 979901.19 (1540.95 seconds)
Cbc0010I After 34828 nodes, 7572 on tree, 989621.93 best solution, best possible 979904.04 (1541.66 seconds)
