Welcome to the CBC MILP Solver
Version: Devel (unstable)
Build Date: Apr 26 2022
command line - -import /home/danilo/cbc-test-set/methanosarcina.mps.gz -timeM elapsed -seconds 10800 -solve -solu sol-final-knap/methanosarcina.txt -quit (default strategy 1)
At line 1 NAME           methanosarcina
At line 2 ROWS
At line 14608 COLUMNS
At line 65725 RHS
At line 75818 BOUNDS
At line 83749 ENDATA
Problem methanosarcina has 14604 rows, 7930 columns and 43812 elements
Coin0008I methanosarcina read with 0 errors
seconds was changed from 1e+08 to 10800
Continuous objective value is 0 - 5.93541 seconds
Cgl0004I processed model has 14604 rows, 7930 columns (7930 integer (7930 of which binary)) and 43812 elements
Coin3009W Conflict graph built in 0.007 seconds, density: 0.006%
Cgl0015I Clique Strengthening extended 0 cliques, 0 were dominated
Cbc0045I Cutoff increment increased from 0.0001 to 0.9999
Cbc0038I Initial state - 626 integers unsatisfied sum - 313
Cbc0038I Pass   1: (6.96 seconds) suminf.  310.50000 (621) obj. 6.5 iterations 502
Cbc0038I Pass   2: (7.04 seconds) suminf.  304.00000 (608) obj. 13 iterations 39
Cbc0038I Pass   3: (7.11 seconds) suminf.  304.00000 (608) obj. 13 iterations 10
Cbc0038I Pass   4: (7.19 seconds) suminf.  304.00000 (608) obj. 13 iterations 48
Cbc0038I Pass   5: (7.64 seconds) suminf.  304.00000 (608) obj. 13 iterations 734
Cbc0038I Pass   6: (7.88 seconds) suminf.  304.00000 (608) obj. 13 iterations 434
Cbc0038I Pass   7: (8.06 seconds) suminf.  304.00000 (608) obj. 13 iterations 350
Cbc0038I Pass   8: (8.27 seconds) suminf.  304.00000 (608) obj. 13 iterations 358
Cbc0038I Pass   9: (8.64 seconds) suminf.  304.00000 (608) obj. 13 iterations 369
Cbc0038I Pass  10: (9.02 seconds) suminf.  304.00000 (608) obj. 13 iterations 422
Cbc0038I Pass  11: (9.28 seconds) suminf.  304.00000 (608) obj. 13 iterations 377
Cbc0038I Pass  12: (9.62 seconds) suminf.  304.00000 (608) obj. 13 iterations 381
Cbc0038I Pass  13: (9.98 seconds) suminf.  304.00000 (608) obj. 13 iterations 395
Cbc0038I Pass  14: (10.34 seconds) suminf.  304.00000 (608) obj. 13 iterations 422
Cbc0038I Pass  15: (10.68 seconds) suminf.  304.00000 (608) obj. 13 iterations 381
Cbc0038I Pass  16: (11.23 seconds) suminf.  304.00000 (608) obj. 13 iterations 439
Cbc0038I Pass  17: (11.58 seconds) suminf.  304.00000 (608) obj. 13 iterations 406
Cbc0038I Pass  18: (12.20 seconds) suminf.  304.00000 (608) obj. 13 iterations 480
Cbc0038I Pass  19: (12.56 seconds) suminf.  304.00000 (608) obj. 13 iterations 387
Cbc0038I Pass  20: (12.80 seconds) suminf.  304.00000 (608) obj. 13 iterations 357
Cbc0038I Pass  21: (13.13 seconds) suminf.  304.00000 (608) obj. 13 iterations 435
Cbc0038I Pass  22: (13.50 seconds) suminf.  304.00000 (608) obj. 13 iterations 385
Cbc0038I Pass  23: (13.78 seconds) suminf.  304.00000 (608) obj. 13 iterations 379
Cbc0038I Pass  24: (14.21 seconds) suminf.  304.00000 (608) obj. 13 iterations 403
Cbc0038I Pass  25: (14.60 seconds) suminf.  304.00000 (608) obj. 13 iterations 409
Cbc0038I Pass  26: (14.99 seconds) suminf.  304.00000 (608) obj. 13 iterations 400
Cbc0038I Pass  27: (15.42 seconds) suminf.  304.00000 (608) obj. 13 iterations 445
Cbc0038I Pass  28: (15.95 seconds) suminf.  304.00000 (608) obj. 13 iterations 471
Cbc0038I Pass  29: (16.39 seconds) suminf.  304.00000 (608) obj. 13 iterations 445
Cbc0038I Pass  30: (16.74 seconds) suminf.  304.00000 (608) obj. 13 iterations 403
Cbc0038I No solution found this major pass
Cbc0038I Before mini branch and bound, 7291 integers at bound fixed and 0 continuous
Cbc0038I Mini branch and bound did not improve solution (16.99 seconds)
Cbc0038I After 16.99 seconds - Feasibility pump exiting - took 10.35 seconds
Cbc0031I 518 added rows had average density of 11.353282
Cbc0013I At root node, 518 cuts changed objective from 0 to 205.19695 in 50 passes
Cbc0014I Cut generator 0 (Probing) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 1.492 seconds - new frequency is -100
Cbc0014I Cut generator 1 (Gomory) - 33027 row cuts average 45.1 elements, 0 column cuts (0 active)  in 13.082 seconds - new frequency is 1
Cbc0014I Cut generator 2 (Knapsack) - 2 row cuts average 3.0 elements, 0 column cuts (0 active)  in 3.108 seconds - new frequency is -100
Cbc0014I Cut generator 3 (liftKnapsack) - 5 row cuts average 7.6 elements, 0 column cuts (0 active)  in 63.472 seconds - new frequency is -100
Cbc0014I Cut generator 4 (Clique) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.006 seconds - new frequency is -100
Cbc0014I Cut generator 5 (OddWheel) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.011 seconds - new frequency is -100
Cbc0014I Cut generator 6 (MixedIntegerRounding2) - 3 row cuts average 25.7 elements, 0 column cuts (0 active)  in 3.122 seconds - new frequency is -100
Cbc0014I Cut generator 7 (FlowCover) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.166 seconds - new frequency is -100
Cbc0014I Cut generator 8 (TwoMirCuts) - 3736 row cuts average 12.7 elements, 0 column cuts (0 active)  in 4.330 seconds - new frequency is 1
Cbc0014I Cut generator 9 (ZeroHalf) - 3774 row cuts average 12.6 elements, 0 column cuts (0 active)  in 83.940 seconds - new frequency is 1
Cbc0010I After 0 nodes, 1 on tree, 1e+50 best solution, best possible 205.19695 (260.99 seconds)
Cbc0010I After 162 nodes, 85 on tree, 1e+50 best solution, best possible 205.19695 (3218.13 seconds)
Cbc0010I After 163 nodes, 86 on tree, 1e+50 best solution, best possible 205.19695 (3232.90 seconds)
Cbc0010I After 164 nodes, 87 on tree, 1e+50 best solution, best possible 205.19695 (3247.87 seconds)
Cbc0010I After 165 nodes, 88 on tree, 1e+50 best solution, best possible 205.19695 (3264.31 seconds)
Cbc0010I After 166 nodes, 88 on tree, 1e+50 best solution, best possible 205.19695 (3278.84 seconds)
Cbc0010I After 167 nodes, 89 on tree, 1e+50 best solution, best possible 205.19695 (3294.19 seconds)
Cbc0010I After 168 nodes, 89 on tree, 1e+50 best solution, best possible 205.19695 (3315.64 seconds)
Cbc0010I After 169 nodes, 89 on tree, 1e+50 best solution, best possible 205.19695 (3330.63 seconds)
Cbc0010I After 170 nodes, 90 on tree, 1e+50 best solution, best possible 205.19695 (3346.99 seconds)
Cbc0010I After 171 nodes, 90 on tree, 1e+50 best solution, best possible 205.19695 (3369.39 seconds)
Cbc0010I After 172 nodes, 90 on tree, 1e+50 best solution, best possible 205.19695 (3388.10 seconds)
Cbc0010I After 173 nodes, 91 on tree, 1e+50 best solution, best possible 205.19695 (3402.87 seconds)
Cbc0010I After 174 nodes, 91 on tree, 1e+50 best solution, best possible 205.19695 (3423.26 seconds)
Cbc0010I After 175 nodes, 92 on tree, 1e+50 best solution, best possible 205.19695 (3439.20 seconds)
Cbc0010I After 176 nodes, 92 on tree, 1e+50 best solution, best possible 205.19695 (3454.63 seconds)
Cbc0010I After 177 nodes, 93 on tree, 1e+50 best solution, best possible 205.19695 (3471.18 seconds)
Cbc0010I After 178 nodes, 93 on tree, 1e+50 best solution, best possible 205.19695 (3485.26 seconds)
Cbc0010I After 179 nodes, 94 on tree, 1e+50 best solution, best possible 205.19695 (3501.18 seconds)
Cbc0010I After 180 nodes, 94 on tree, 1e+50 best solution, best possible 205.19695 (3520.68 seconds)
Cbc0010I After 181 nodes, 95 on tree, 1e+50 best solution, best possible 205.19695 (3536.17 seconds)
Cbc0010I After 182 nodes, 96 on tree, 1e+50 best solution, best possible 205.19695 (3552.35 seconds)
Cbc0010I After 183 nodes, 96 on tree, 1e+50 best solution, best possible 205.19695 (3573.60 seconds)
Cbc0010I After 184 nodes, 96 on tree, 1e+50 best solution, best possible 205.19695 (3595.94 seconds)
Cbc0010I After 185 nodes, 97 on tree, 1e+50 best solution, best possible 205.19695 (3612.07 seconds)
Cbc0010I After 186 nodes, 97 on tree, 1e+50 best solution, best possible 205.19695 (3629.10 seconds)
Cbc0010I After 187 nodes, 98 on tree, 1e+50 best solution, best possible 205.19695 (3644.53 seconds)
Cbc0010I After 188 nodes, 98 on tree, 1e+50 best solution, best possible 205.19695 (3664.70 seconds)
Cbc0010I After 189 nodes, 99 on tree, 1e+50 best solution, best possible 205.19695 (3681.43 seconds)
Cbc0010I After 190 nodes, 99 on tree, 1e+50 best solution, best possible 205.19695 (3702.36 seconds)
Cbc0010I After 191 nodes, 100 on tree, 1e+50 best solution, best possible 205.19695 (3717.06 seconds)
Cbc0010I After 192 nodes, 100 on tree, 1e+50 best solution, best possible 205.19695 (3743.95 seconds)
Cbc0010I After 193 nodes, 101 on tree, 1e+50 best solution, best possible 205.19695 (3759.85 seconds)
Cbc0010I After 194 nodes, 102 on tree, 1e+50 best solution, best possible 205.19695 (3775.60 seconds)
Cbc0010I After 195 nodes, 102 on tree, 1e+50 best solution, best possible 205.19695 (3798.56 seconds)
Cbc0010I After 196 nodes, 102 on tree, 1e+50 best solution, best possible 205.19695 (3821.51 seconds)
Cbc0010I After 197 nodes, 103 on tree, 1e+50 best solution, best possible 205.19695 (3836.90 seconds)
Cbc0010I After 198 nodes, 103 on tree, 1e+50 best solution, best possible 205.19695 (3856.93 seconds)
Cbc0010I After 199 nodes, 104 on tree, 1e+50 best solution, best possible 205.19695 (3874.44 seconds)
Cbc0010I After 200 nodes, 104 on tree, 1e+50 best solution, best possible 205.19695 (3894.67 seconds)
Cbc0010I After 201 nodes, 105 on tree, 1e+50 best solution, best possible 205.19695 (3911.05 seconds)
Cbc0010I After 202 nodes, 105 on tree, 1e+50 best solution, best possible 205.19695 (3927.45 seconds)
Cbc0010I After 203 nodes, 106 on tree, 1e+50 best solution, best possible 205.19695 (3943.02 seconds)
Cbc0010I After 204 nodes, 106 on tree, 1e+50 best solution, best possible 205.19695 (3967.08 seconds)
Cbc0010I After 205 nodes, 107 on tree, 1e+50 best solution, best possible 205.19695 (3983.67 seconds)
Cbc0010I After 206 nodes, 107 on tree, 1e+50 best solution, best possible 205.19695 (4004.16 seconds)
Cbc0010I After 207 nodes, 108 on tree, 1e+50 best solution, best possible 205.19695 (4023.59 seconds)
Cbc0010I After 208 nodes, 108 on tree, 1e+50 best solution, best possible 205.19695 (4038.49 seconds)
Cbc0010I After 209 nodes, 109 on tree, 1e+50 best solution, best possible 205.19695 (4052.34 seconds)
Cbc0010I After 210 nodes, 110 on tree, 1e+50 best solution, best possible 205.19695 (4068.38 seconds)
Cbc0010I After 211 nodes, 110 on tree, 1e+50 best solution, best possible 205.19695 (4088.23 seconds)
Cbc0010I After 212 nodes, 110 on tree, 1e+50 best solution, best possible 205.19695 (4109.24 seconds)
Cbc0010I After 213 nodes, 111 on tree, 1e+50 best solution, best possible 205.19695 (4127.99 seconds)
Cbc0010I After 214 nodes, 111 on tree, 1e+50 best solution, best possible 205.19695 (4144.80 seconds)
Cbc0010I After 215 nodes, 112 on tree, 1e+50 best solution, best possible 205.19695 (4161.24 seconds)
Cbc0010I After 216 nodes, 112 on tree, 1e+50 best solution, best possible 205.19695 (4178.18 seconds)
Cbc0010I After 217 nodes, 113 on tree, 1e+50 best solution, best possible 205.19695 (4193.24 seconds)
Cbc0010I After 218 nodes, 113 on tree, 1e+50 best solution, best possible 205.19695 (4201.16 seconds)
Cbc0010I After 219 nodes, 114 on tree, 1e+50 best solution, best possible 205.19695 (4219.09 seconds)
Cbc0010I After 220 nodes, 114 on tree, 1e+50 best solution, best possible 205.19695 (4227.58 seconds)
Cbc0010I After 221 nodes, 115 on tree, 1e+50 best solution, best possible 205.19695 (4243.57 seconds)
Cbc0010I After 222 nodes, 115 on tree, 1e+50 best solution, best possible 205.19695 (4259.21 seconds)
Cbc0010I After 223 nodes, 116 on tree, 1e+50 best solution, best possible 205.19695 (4274.24 seconds)
Cbc0010I After 224 nodes, 116 on tree, 1e+50 best solution, best possible 205.19695 (4283.12 seconds)
Cbc0010I After 225 nodes, 117 on tree, 1e+50 best solution, best possible 205.19695 (4301.64 seconds)
Cbc0010I After 226 nodes, 117 on tree, 1e+50 best solution, best possible 205.19695 (4321.18 seconds)
Cbc0010I After 227 nodes, 118 on tree, 1e+50 best solution, best possible 205.19695 (4335.87 seconds)
Cbc0010I After 228 nodes, 119 on tree, 1e+50 best solution, best possible 205.19695 (4353.72 seconds)
Cbc0010I After 229 nodes, 119 on tree, 1e+50 best solution, best possible 205.19695 (4359.37 seconds)
Cbc0010I After 230 nodes, 120 on tree, 1e+50 best solution, best possible 205.19695 (4374.55 seconds)
Cbc0010I After 231 nodes, 120 on tree, 1e+50 best solution, best possible 205.19695 (4400.38 seconds)
Cbc0010I After 232 nodes, 120 on tree, 1e+50 best solution, best possible 205.19695 (4420.23 seconds)
Cbc0010I After 233 nodes, 121 on tree, 1e+50 best solution, best possible 205.19695 (4436.11 seconds)
Cbc0010I After 234 nodes, 121 on tree, 1e+50 best solution, best possible 205.19695 (4462.49 seconds)
Cbc0010I After 235 nodes, 122 on tree, 1e+50 best solution, best possible 205.19695 (4477.69 seconds)
Cbc0010I After 236 nodes, 123 on tree, 1e+50 best solution, best possible 205.19695 (4493.38 seconds)
Cbc0010I After 237 nodes, 123 on tree, 1e+50 best solution, best possible 205.19695 (4514.35 seconds)
Cbc0010I After 238 nodes, 124 on tree, 1e+50 best solution, best possible 205.19695 (4529.94 seconds)
Cbc0010I After 239 nodes, 124 on tree, 1e+50 best solution, best possible 205.19695 (4552.63 seconds)
Cbc0010I After 240 nodes, 125 on tree, 1e+50 best solution, best possible 205.19695 (4569.22 seconds)
Cbc0010I After 241 nodes, 125 on tree, 1e+50 best solution, best possible 205.19695 (4589.97 seconds)
Cbc0010I After 242 nodes, 125 on tree, 1e+50 best solution, best possible 205.19695 (4610.38 seconds)
Cbc0010I After 243 nodes, 126 on tree, 1e+50 best solution, best possible 205.19695 (4626.06 seconds)
Cbc0010I After 244 nodes, 126 on tree, 1e+50 best solution, best possible 205.19695 (4640.72 seconds)
Cbc0010I After 245 nodes, 127 on tree, 1e+50 best solution, best possible 205.19695 (4656.09 seconds)
Cbc0010I After 246 nodes, 128 on tree, 1e+50 best solution, best possible 205.19695 (4673.17 seconds)
Cbc0010I After 247 nodes, 128 on tree, 1e+50 best solution, best possible 205.19695 (4695.48 seconds)
Cbc0010I After 248 nodes, 128 on tree, 1e+50 best solution, best possible 205.19695 (4710.66 seconds)
Cbc0010I After 249 nodes, 129 on tree, 1e+50 best solution, best possible 205.19695 (4729.29 seconds)
Cbc0010I After 250 nodes, 129 on tree, 1e+50 best solution, best possible 205.19695 (4753.24 seconds)
Cbc0010I After 251 nodes, 130 on tree, 1e+50 best solution, best possible 205.19695 (4767.97 seconds)
Cbc0010I After 252 nodes, 131 on tree, 1e+50 best solution, best possible 205.19695 (4786.10 seconds)
Cbc0010I After 253 nodes, 131 on tree, 1e+50 best solution, best possible 205.19695 (4802.17 seconds)
Cbc0010I After 254 nodes, 131 on tree, 1e+50 best solution, best possible 205.19695 (4822.16 seconds)
Cbc0010I After 255 nodes, 132 on tree, 1e+50 best solution, best possible 205.19695 (4842.14 seconds)
Cbc0010I After 256 nodes, 132 on tree, 1e+50 best solution, best possible 205.19695 (4858.32 seconds)
Cbc0010I After 257 nodes, 133 on tree, 1e+50 best solution, best possible 205.19695 (4874.48 seconds)
Cbc0010I After 258 nodes, 134 on tree, 1e+50 best solution, best possible 205.19695 (4890.79 seconds)
Cbc0010I After 259 nodes, 134 on tree, 1e+50 best solution, best possible 205.19695 (4913.70 seconds)
Cbc0010I After 260 nodes, 135 on tree, 1e+50 best solution, best possible 205.19695 (4929.36 seconds)
Cbc0010I After 261 nodes, 136 on tree, 1e+50 best solution, best possible 205.19695 (4941.17 seconds)
Cbc0010I After 262 nodes, 136 on tree, 1e+50 best solution, best possible 205.19695 (4955.54 seconds)
Cbc0010I After 263 nodes, 136 on tree, 1e+50 best solution, best possible 205.19695 (4975.58 seconds)
Cbc0010I After 264 nodes, 136 on tree, 1e+50 best solution, best possible 205.19695 (4991.40 seconds)
Cbc0010I After 265 nodes, 137 on tree, 1e+50 best solution, best possible 205.19695 (5005.96 seconds)
Cbc0010I After 266 nodes, 138 on tree, 1e+50 best solution, best possible 205.19695 (5022.57 seconds)
Cbc0010I After 267 nodes, 139 on tree, 1e+50 best solution, best possible 205.19695 (5039.71 seconds)
Cbc0010I After 268 nodes, 139 on tree, 1e+50 best solution, best possible 205.19695 (5048.17 seconds)
Cbc0010I After 269 nodes, 139 on tree, 1e+50 best solution, best possible 205.19695 (5062.19 seconds)
Cbc0010I After 270 nodes, 139 on tree, 1e+50 best solution, best possible 205.19695 (5081.87 seconds)
Cbc0010I After 271 nodes, 140 on tree, 1e+50 best solution, best possible 205.19695 (5097.53 seconds)
Cbc0010I After 272 nodes, 140 on tree, 1e+50 best solution, best possible 205.19695 (5113.01 seconds)
Cbc0010I After 273 nodes, 141 on tree, 1e+50 best solution, best possible 205.19695 (5128.96 seconds)
Cbc0010I After 274 nodes, 142 on tree, 1e+50 best solution, best possible 205.19695 (5143.58 seconds)
Cbc0010I After 275 nodes, 142 on tree, 1e+50 best solution, best possible 205.19695 (5165.36 seconds)
Cbc0010I After 276 nodes, 142 on tree, 1e+50 best solution, best possible 205.19695 (5181.96 seconds)
Cbc0010I After 277 nodes, 143 on tree, 1e+50 best solution, best possible 205.19695 (5198.52 seconds)
Cbc0010I After 278 nodes, 143 on tree, 1e+50 best solution, best possible 205.19695 (5221.75 seconds)
Cbc0010I After 279 nodes, 144 on tree, 1e+50 best solution, best possible 205.19695 (5240.69 seconds)
Cbc0010I After 280 nodes, 144 on tree, 1e+50 best solution, best possible 205.19695 (5258.57 seconds)
Cbc0010I After 281 nodes, 145 on tree, 1e+50 best solution, best possible 205.19695 (5271.12 seconds)
Cbc0010I After 282 nodes, 146 on tree, 1e+50 best solution, best possible 205.19695 (5286.92 seconds)
Cbc0010I After 283 nodes, 146 on tree, 1e+50 best solution, best possible 205.19695 (5308.31 seconds)
Cbc0010I After 284 nodes, 146 on tree, 1e+50 best solution, best possible 205.19695 (5324.06 seconds)
Cbc0010I After 285 nodes, 147 on tree, 1e+50 best solution, best possible 205.19695 (5347.17 seconds)
Cbc0010I After 286 nodes, 147 on tree, 1e+50 best solution, best possible 205.19695 (5365.32 seconds)
Cbc0010I After 287 nodes, 148 on tree, 1e+50 best solution, best possible 205.19695 (5380.97 seconds)
Cbc0010I After 288 nodes, 148 on tree, 1e+50 best solution, best possible 205.19695 (5397.42 seconds)
Cbc0010I After 289 nodes, 149 on tree, 1e+50 best solution, best possible 205.19695 (5413.39 seconds)
Cbc0010I After 290 nodes, 149 on tree, 1e+50 best solution, best possible 205.19695 (5433.70 seconds)
Cbc0010I After 291 nodes, 150 on tree, 1e+50 best solution, best possible 205.19695 (5449.31 seconds)
Cbc0010I After 292 nodes, 151 on tree, 1e+50 best solution, best possible 205.19695 (5464.46 seconds)
Cbc0010I After 293 nodes, 152 on tree, 1e+50 best solution, best possible 205.19695 (5477.99 seconds)
Cbc0010I After 294 nodes, 153 on tree, 1e+50 best solution, best possible 205.19695 (5493.82 seconds)
Cbc0010I After 295 nodes, 153 on tree, 1e+50 best solution, best possible 205.19695 (5509.79 seconds)
Cbc0010I After 296 nodes, 154 on tree, 1e+50 best solution, best possible 205.19695 (5525.02 seconds)
Cbc0010I After 297 nodes, 155 on tree, 1e+50 best solution, best possible 205.19695 (5540.65 seconds)
Cbc0010I After 298 nodes, 155 on tree, 1e+50 best solution, best possible 205.19695 (5554.70 seconds)
Cbc0010I After 299 nodes, 156 on tree, 1e+50 best solution, best possible 205.19695 (5570.62 seconds)
Cbc0010I After 300 nodes, 156 on tree, 1e+50 best solution, best possible 205.19695 (5587.03 seconds)
Cbc0010I After 301 nodes, 156 on tree, 1e+50 best solution, best possible 205.19695 (5601.54 seconds)
Cbc0010I After 302 nodes, 157 on tree, 1e+50 best solution, best possible 205.19695 (5616.56 seconds)
Cbc0010I After 303 nodes, 158 on tree, 1e+50 best solution, best possible 205.19695 (5630.27 seconds)
Cbc0010I After 304 nodes, 158 on tree, 1e+50 best solution, best possible 205.19695 (5635.24 seconds)
Cbc0010I After 305 nodes, 159 on tree, 1e+50 best solution, best possible 205.19695 (5640.77 seconds)
Cbc0010I After 306 nodes, 160 on tree, 1e+50 best solution, best possible 205.19695 (5662.14 seconds)
Cbc0010I After 307 nodes, 160 on tree, 1e+50 best solution, best possible 205.19695 (5682.99 seconds)
Cbc0010I After 308 nodes, 160 on tree, 1e+50 best solution, best possible 205.19695 (5697.70 seconds)
Cbc0010I After 309 nodes, 161 on tree, 1e+50 best solution, best possible 205.19695 (5713.03 seconds)
Cbc0010I After 310 nodes, 161 on tree, 1e+50 best solution, best possible 205.19695 (5726.76 seconds)
Cbc0010I After 311 nodes, 162 on tree, 1e+50 best solution, best possible 205.19695 (5741.44 seconds)
Cbc0010I After 312 nodes, 163 on tree, 1e+50 best solution, best possible 205.19695 (5764.98 seconds)
Cbc0010I After 313 nodes, 163 on tree, 1e+50 best solution, best possible 205.19695 (5785.73 seconds)
Cbc0010I After 314 nodes, 163 on tree, 1e+50 best solution, best possible 205.19695 (5799.62 seconds)
Cbc0010I After 315 nodes, 164 on tree, 1e+50 best solution, best possible 205.19695 (5815.67 seconds)
Cbc0010I After 316 nodes, 164 on tree, 1e+50 best solution, best possible 205.19695 (5830.11 seconds)
Cbc0010I After 317 nodes, 165 on tree, 1e+50 best solution, best possible 205.19695 (5850.71 seconds)
Cbc0010I After 318 nodes, 165 on tree, 1e+50 best solution, best possible 205.19695 (5875.91 seconds)
Cbc0010I After 319 nodes, 165 on tree, 1e+50 best solution, best possible 205.19695 (5889.92 seconds)
Cbc0010I After 320 nodes, 166 on tree, 1e+50 best solution, best possible 205.19695 (5910.74 seconds)
Cbc0010I After 321 nodes, 166 on tree, 1e+50 best solution, best possible 205.19695 (5932.93 seconds)
Cbc0010I After 322 nodes, 167 on tree, 1e+50 best solution, best possible 205.19695 (5949.74 seconds)
Cbc0010I After 323 nodes, 167 on tree, 1e+50 best solution, best possible 205.19695 (5963.42 seconds)
Cbc0010I After 324 nodes, 168 on tree, 1e+50 best solution, best possible 205.19695 (5986.23 seconds)
Cbc0010I After 325 nodes, 168 on tree, 1e+50 best solution, best possible 205.19695 (6004.80 seconds)
Cbc0010I After 326 nodes, 168 on tree, 1e+50 best solution, best possible 205.19695 (6019.33 seconds)
Cbc0010I After 327 nodes, 169 on tree, 1e+50 best solution, best possible 205.19695 (6040.80 seconds)
Cbc0010I After 328 nodes, 169 on tree, 1e+50 best solution, best possible 205.19695 (6053.81 seconds)
Cbc0010I After 329 nodes, 170 on tree, 1e+50 best solution, best possible 205.19695 (6068.66 seconds)
Cbc0010I After 330 nodes, 171 on tree, 1e+50 best solution, best possible 205.19695 (6089.97 seconds)
Cbc0010I After 331 nodes, 171 on tree, 1e+50 best solution, best possible 205.19695 (6111.27 seconds)
Cbc0010I After 332 nodes, 171 on tree, 1e+50 best solution, best possible 205.19695 (6126.42 seconds)
Cbc0010I After 333 nodes, 172 on tree, 1e+50 best solution, best possible 205.19695 (6140.85 seconds)
Cbc0010I After 334 nodes, 172 on tree, 1e+50 best solution, best possible 205.19695 (6156.53 seconds)
Cbc0010I After 335 nodes, 173 on tree, 1e+50 best solution, best possible 205.19695 (6167.75 seconds)
Cbc0010I After 336 nodes, 173 on tree, 1e+50 best solution, best possible 205.19695 (6176.52 seconds)
Cbc0010I After 337 nodes, 174 on tree, 1e+50 best solution, best possible 205.19695 (6201.01 seconds)
Cbc0010I After 338 nodes, 174 on tree, 1e+50 best solution, best possible 205.19695 (6224.98 seconds)
Cbc0010I After 339 nodes, 175 on tree, 1e+50 best solution, best possible 205.19695 (6248.64 seconds)
Cbc0010I After 340 nodes, 175 on tree, 1e+50 best solution, best possible 205.19695 (6263.43 seconds)
Cbc0010I After 341 nodes, 175 on tree, 1e+50 best solution, best possible 205.19695 (6278.59 seconds)
Cbc0010I After 342 nodes, 176 on tree, 1e+50 best solution, best possible 205.19695 (6301.50 seconds)
Cbc0010I After 343 nodes, 176 on tree, 1e+50 best solution, best possible 205.19695 (6323.56 seconds)
Cbc0010I After 344 nodes, 177 on tree, 1e+50 best solution, best possible 205.19695 (6338.77 seconds)
Cbc0010I After 345 nodes, 178 on tree, 1e+50 best solution, best possible 205.19695 (6358.35 seconds)
Cbc0010I After 346 nodes, 178 on tree, 1e+50 best solution, best possible 205.19695 (6372.64 seconds)
Cbc0010I After 347 nodes, 179 on tree, 1e+50 best solution, best possible 205.19695 (6393.02 seconds)
Cbc0010I After 348 nodes, 179 on tree, 1e+50 best solution, best possible 205.19695 (6411.01 seconds)
Cbc0010I After 349 nodes, 179 on tree, 1e+50 best solution, best possible 205.19695 (6431.72 seconds)
Cbc0010I After 350 nodes, 180 on tree, 1e+50 best solution, best possible 205.19695 (6447.39 seconds)
Cbc0010I After 351 nodes, 181 on tree, 1e+50 best solution, best possible 205.19695 (6469.96 seconds)
Cbc0010I After 352 nodes, 181 on tree, 1e+50 best solution, best possible 205.19695 (6486.74 seconds)
Cbc0010I After 353 nodes, 181 on tree, 1e+50 best solution, best possible 205.19695 (6500.83 seconds)
Cbc0010I After 354 nodes, 182 on tree, 1e+50 best solution, best possible 205.19695 (6522.55 seconds)
Cbc0010I After 355 nodes, 182 on tree, 1e+50 best solution, best possible 205.19695 (6543.69 seconds)
Cbc0010I After 356 nodes, 183 on tree, 1e+50 best solution, best possible 205.19695 (6558.90 seconds)
Cbc0010I After 357 nodes, 183 on tree, 1e+50 best solution, best possible 205.19695 (6582.17 seconds)
Cbc0010I After 358 nodes, 183 on tree, 1e+50 best solution, best possible 205.19695 (6603.04 seconds)
Cbc0010I After 359 nodes, 184 on tree, 1e+50 best solution, best possible 205.19695 (6617.08 seconds)
Cbc0010I After 360 nodes, 184 on tree, 1e+50 best solution, best possible 205.19695 (6645.70 seconds)
Cbc0010I After 361 nodes, 185 on tree, 1e+50 best solution, best possible 205.19695 (6661.62 seconds)
Cbc0010I After 362 nodes, 185 on tree, 1e+50 best solution, best possible 205.19695 (6682.13 seconds)
Cbc0010I After 363 nodes, 186 on tree, 1e+50 best solution, best possible 205.19695 (6698.02 seconds)
Cbc0010I After 364 nodes, 186 on tree, 1e+50 best solution, best possible 205.19695 (6718.52 seconds)
Cbc0010I After 365 nodes, 187 on tree, 1e+50 best solution, best possible 205.19695 (6734.57 seconds)
Cbc0010I After 366 nodes, 187 on tree, 1e+50 best solution, best possible 205.19695 (6750.19 seconds)
Cbc0010I After 367 nodes, 188 on tree, 1e+50 best solution, best possible 205.19695 (6766.29 seconds)
Cbc0010I After 368 nodes, 188 on tree, 1e+50 best solution, best possible 205.19695 (6786.05 seconds)
Cbc0010I After 369 nodes, 189 on tree, 1e+50 best solution, best possible 205.19695 (6811.84 seconds)
Cbc0010I After 370 nodes, 189 on tree, 1e+50 best solution, best possible 205.19695 (6834.90 seconds)
Cbc0010I After 371 nodes, 190 on tree, 1e+50 best solution, best possible 205.19695 (6849.31 seconds)
Cbc0010I After 372 nodes, 191 on tree, 1e+50 best solution, best possible 205.19695 (6871.45 seconds)
Cbc0010I After 373 nodes, 191 on tree, 1e+50 best solution, best possible 205.19695 (6893.74 seconds)
Cbc0010I After 374 nodes, 191 on tree, 1e+50 best solution, best possible 205.19695 (6908.65 seconds)
Cbc0010I After 375 nodes, 192 on tree, 1e+50 best solution, best possible 205.19695 (6932.20 seconds)
Cbc0010I After 376 nodes, 192 on tree, 1e+50 best solution, best possible 205.19695 (6953.45 seconds)
